hhid,round,comment,Goods_ID,goodtype,Goods_ID_r6,s14q61,s14q61b,goodsource,goodsource_b,s14q63a,s14q63b,s14q81_r6,s14q79,s14q81,s14q81b,s14q82,s14q82b
1002,5,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,10,
1005,4,0,1,Food,,,,shopkeeper,,500,500,,No,,,,9
1005,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
1005,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
1005,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
1005,6,0,,,Livestock,No,,,,,,,,,.,,
1005,6,0,,,Other specify,No,,,,,,,,,.,,
1005,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
1007,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
1007,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
1007,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
1007,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
1007,6,0,,,Livestock,No,,,,,,,,,.,,
1007,6,0,,,Other specify,No,,,,,,,,,.,,
1008,4,0,1,Food,,,,shopkeeper,,12000,12000,,No,,,,10
1009,4,0,1,Food,,,,shopkeeper,,36000,36000,,No,,,,10
1010,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,1,
1012,5,0,1,Food,,,,shopkeeper,,700,700,,Yes,Every month,,1,
1014,4,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every two months,,6,
1014,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,10,
1014,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
1014,6,0,,,Other specify,No,,,,,,,,,.,,
1014,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
1014,6,0,,,Livestock,No,,,,,,,,,.,,
1014,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
1015,5,0,1,Food,,,,shopkeeper,,300,300,,Yes,Other (specify),EVERY TIME WE NEED CREDIT,10,
1015,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
1015,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
1015,6,0,,,Livestock,No,,,,,,,,,.,,
1015,6,0,,,Other specify,No,,,,,,,,,.,,
1015,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
1017,4,0,1,Food,,,,shopkeeper,,24000,24000,,No,,,,10
1021,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,10,
1022,4,0,1,Food,,,,shopkeeper,,5500,5500,,Yes,Every month,,10,
1023,4,0,1,Food,,,,shopkeeper,,1500,1500,,No,,,,3
1023,6,0,,,Food,No,,,,,,,,,.,,
1023,6,0,,,Livestock,No,,,,,,,,,.,,
1023,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
1023,6,0,,,Household durables and supplies,Yes,,Trader,,300,300,Other (specify),,,.,,
1023,6,0,,,Other specify,No,,,,,,,,,.,,
1029,4,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,10,
1029,5,0,1,Food,,,,shopkeeper,,8000,8000,,Yes,Every month,,1,
1034,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
1036,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,10,
1039,4,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,10,
1039,5,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,9
1039,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
1039,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
1039,6,0,,,Other specify,No,,,,,,,,,.,,
1039,6,0,,,Food,Yes,,Private (family/friends etc.),,800,800,Every month,,,.,,
1039,6,0,,,Livestock,No,,,,,,,,,.,,
1045,4,0,1,Food,,,,shopkeeper,,500,500,,No,,,,8
1045,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,1,
1047,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2001,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
2002,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
2004,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2004,5,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,9
2004,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2004,6,0,,,Livestock,No,,,,,,,,,.,,
2004,6,0,,,Other specify,No,,,,,,,,,.,,
2004,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2004,6,0,,,Food,Yes,,Trader,,3000,3000,Every month,,,.,,
2005,4,0,1,Food,,,,shopkeeper,,24000,24000,,Yes,Every month,,10,
2008,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2008,6,0,,,Livestock,No,,,,,,,,,.,,
2008,6,0,,,Other specify,No,,,,,,,,,.,,
2008,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2008,6,0,,,Food,Yes,,Private (family/friends etc.),,3500,3500,Every month,,,.,,
2010,4,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every month,,4,
2010,5,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,10,
2013,6,0,,,Food,Yes,,Private (family/friends etc.),,200,200,Every month,,,.,,
2013,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2013,6,0,,,Livestock,No,,,,,,,,,.,,
2013,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2013,6,0,,,Other specify,No,,,,,,,,,.,,
2015,4,0,1,Food,,,,shopkeeper,,2500,2500,,Yes,Every month,,10,
2015,5,0,1,Food,,,,shopkeeper,,500,500,,No,,,,9
2015,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2015,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2015,6,0,,,Livestock,No,,,,,,,,,.,,
2015,6,0,,,Other specify,No,,,,,,,,,.,,
2015,6,0,,,Food,Yes,,Private (family/friends etc.),,2500,2500,Every month,,,.,,
2016,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every two months,,12,
2016,6,0,,,Livestock,No,,,,,,,,,.,,
2016,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2016,6,0,,,Food,Yes,,Trader,,10,10000,Every two months,,,.,,
2016,6,0,,,Other specify,No,,,,,,,,,.,,
2016,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2017,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2017,6,0,,,Livestock,No,,,,,,,,,.,,
2017,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2017,6,0,,,Other specify,No,,,,,,,,,.,,
2017,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
2018,5,0,1,Food,,,,shopkeeper,,24000,24000,,Yes,Every month,,10,
2019,4,0,1,Food,,,,shopkeeper,,7200,7200,,Yes,Other (specify),When need arises,10,
2019,6,0,,,Other specify,No,,,,,,,,,.,,
2019,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2019,6,0,,,Food,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
2019,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2019,6,0,,,Livestock,No,,,,,,,,,.,,
2020,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2020,6,0,,,Livestock,No,,,,,,,,,.,,
2020,6,0,,,Other specify,No,,,,,,,,,.,,
2020,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2020,6,0,,,Food,Yes,,Private (family/friends etc.),,8,8000,Every month,,,.,,
2020,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2022,5,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,6,
2023,4,0,1,Food,,,,shopkeeper,,12000,12000,,Yes,Every month,,10,
2023,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2023,6,0,,,Other specify,No,,,,,,,,,.,,
2023,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
2023,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2023,6,0,,,Livestock,No,,,,,,,,,.,,
2024,4,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,Don't know
2025,4,0,1,Food,,,,shopkeeper,,9600,9600,,Yes,Every month,,10,
2025,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2025,6,0,,,Livestock,No,,,,,,,,,.,,
2025,6,0,,,Food,Yes,,Private (family/friends etc.),,700,700,Every month,,,.,,
2025,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2025,6,0,,,Other specify,No,,,,,,,,,.,,
2026,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2026,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2026,6,0,,,Other specify,No,,,,,,,,,.,,
2026,6,0,,,Livestock,No,,,,,,,,,.,,
2026,6,0,,,Food,Yes,,Private (family/friends etc.),,300,300,Every two months,,,.,,
2028,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
2028,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2028,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
2028,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2028,6,0,,,Livestock,No,,,,,,,,,.,,
2028,6,0,,,Other specify,No,,,,,,,,,.,,
2029,5,0,1,Food,,,,shopkeeper,,100,100,,No,,,,9
2030,4,0,1,Food,,,,shopkeeper,,700,700,,No,,,,Don't know
2031,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,4,
2031,5,0,1,Food,,,,shopkeeper,,700,700,,Yes,Every two months,,10,
2032,4,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every two months,,2,
2032,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
2032,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2032,6,0,,,Livestock,No,,,,,,,,,.,,
2032,6,0,,,Other specify,No,,,,,,,,,.,,
2032,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2033,6,0,,,Other specify,No,,,,,,,,,.,,
2033,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2033,6,0,,,Food,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
2033,6,0,,,Livestock,No,,,,,,,,,.,,
2033,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2035,5,0,1,Food,,,,Trader,,4000,4000,,Yes,Every month,,10,
2036,4,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,4,
2036,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,10,
2036,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2036,6,0,,,Livestock,No,,,,,,,,,.,,
2036,6,0,,,Other specify,No,,,,,,,,,.,,
2036,6,0,,,Food,Yes,,Private (family/friends etc.),,12000,12000,Every month,,,.,,
2036,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2037,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,11,
2037,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2038,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2038,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2040,4,0,1,Food,,,,shopkeeper,,10800,10800,,Yes,Every month,,10,
2040,6,0,,,Other specify,No,,,,,,,,,.,,
2040,6,0,,,Food,Yes,,Private (family/friends etc.),,7,7000,Every month,,,.,,
2040,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2040,6,0,,,Livestock,No,,,,,,,,,.,,
2040,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2043,6,0,,,Food,Yes,,Private (family/friends etc.),,4,4000,Every month,,,.,,
2043,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2043,6,0,,,Other specify,No,,,,,,,,,.,,
2043,6,0,,,Livestock,No,,,,,,,,,.,,
2043,6,0,,,Household durables and supplies,Yes,,Private (family/friends etc.),,2,2200,Other (specify),,,.,,
2044,4,0,1,Food,,,,shopkeeper,,400,400,,Yes,Every month,,10,
2044,6,0,,,Other specify,No,,,,,,,,,.,,
2044,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every month,,,.,,
2044,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2044,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2044,6,0,,,Livestock,No,,,,,,,,,.,,
2046,4,0,1,Food,,,,shopkeeper,,12000,12000,,Yes,Other (specify),When need arises,10,
2046,6,0,,,Livestock,No,,,,,,,,,.,,
2046,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
2046,6,0,,,Other specify,No,,,,,,,,,.,,
2046,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2046,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2047,4,0,1,Food,,,,shopkeeper,,300,300,,Yes,Every two months,,6,
2047,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2047,6,0,,,Livestock,No,,,,,,,,,.,,
2047,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2047,6,0,,,Other specify,No,,,,,,,,,.,,
2047,6,0,,,Food,Yes,,Private (family/friends etc.),,800,800,Every two months,,,.,,
2048,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2048,6,0,,,Livestock,No,,,,,,,,,.,,
2048,6,0,,,Food,Yes,,Private (family/friends etc.),,650,650,Every month,,,.,,
2048,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2048,6,0,,,Other specify,No,,,,,,,,,.,,
2048,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2050,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2050,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
2050,6,0,,,Other specify,No,,,,,,,,,.,,
2050,6,0,,,Livestock,No,,,,,,,,,.,,
2050,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2051,5,1,1,Food,,,,shopkeeper,,12000,200000,,Yes,Every month,,10,
2052,4,0,1,Food,,,,shopkeeper,,200,200,,Yes,Every month,,8,
2052,5,0,1,Food,,,,shopkeeper,,300,300,,Yes,Other (specify),PER WEEK,5,
2052,6,0,,,Other specify,No,,,,,,,,,.,,
2052,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2052,6,0,,,Livestock,No,,,,,,,,,.,,
2052,6,0,,,Food,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
2052,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2053,4,0,1,Food,,,,shopkeeper,,9600,10480,,Yes,Every month,,10,
2053,6,0,,,Other specify,No,,,,,,,,,.,,
2053,6,0,,,Livestock,No,,,,,,,,,.,,
2053,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2053,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
2053,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2055,4,0,1,Food,,,,shopkeeper,,600,600,,Yes,Every two months,,2,
2055,5,0,1,Food,,,,shopkeeper,,300,300,,No,,,,9
2056,5,0,1,Food,,,,shopkeeper,,400,400,,Yes,Other (specify),ONCE IN AWHILE,11,
2057,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2057,6,0,,,Other specify,No,,,,,,,,,.,,
2057,6,0,,,Food,Yes,,Private (family/friends etc.),,300,300,Every month,,,.,,
2057,6,0,,,Livestock,No,,,,,,,,,.,,
2057,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2059,6,0,,,Other specify,No,,,,,,,,,.,,
2059,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2059,6,0,,,Food,Yes,,Private (family/friends etc.),,8,8000,Every month,,,.,,
2059,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2059,6,0,,,Livestock,No,,,,,,,,,.,,
2061,6,0,,,Other specify,No,,,,,,,,,.,,
2061,6,0,,,Livestock,No,,,,,,,,,.,,
2061,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2061,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
2061,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2062,4,0,1,Food,,,,shopkeeper,,19200,19200,,Yes,Other (specify),twice a week,10,
2062,6,0,,,Livestock,No,,,,,,,,,.,,
2062,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2062,6,0,,,Other specify,No,,,,,,,,,.,,
2062,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2062,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
2063,5,0,1,Food,,,,shopkeeper,,300,300,,No,,,,9
2063,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
2063,6,0,,,Other specify,No,,,,,,,,,.,,
2063,6,0,,,Livestock,No,,,,,,,,,.,,
2063,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2063,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2066,4,0,1,Food,,,,shopkeeper,,460,500,,No,,,,Don't know
2066,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,10,
2066,6,0,,,Livestock,No,,,,,,,,,.,,
2066,6,0,,,Other specify,No,,,,,,,,,.,,
2066,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2066,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2066,6,0,,,Food,Yes,,Private (family/friends etc.),,1200,1200,Every month,,,.,,
2068,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
2068,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2068,6,0,,,Other specify,No,,,,,,,,,.,,
2068,6,0,,,Livestock,No,,,,,,,,,.,,
2068,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2069,4,0,1,Food,,,,shopkeeper,,300,300,,Yes,Every two months,,10,
2071,4,0,1,Food,,,,shopkeeper,,1500,1500,,No,,,,9
2072,4,0,1,Food,,,,shopkeeper,,12000,12000,,Yes,Every month,,10,
2072,5,0,1,Food,,,,Trader,,1500,1500,,Yes,Every month,,10,
2073,4,0,1,Food,,,,Trader,,400,400,,No,,,,6
2073,6,0,,,Other specify,No,,,,,,,,,.,,
2073,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2073,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
2073,6,0,,,Livestock,No,,,,,,,,,.,,
2073,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2074,6,0,,,Livestock,No,,,,,,,,,.,,
2074,6,0,,,Other specify,No,,,,,,,,,.,,
2074,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
2074,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2074,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2075,4,0,1,Food,,,,shopkeeper,,200,200,,No,,,,9
2075,6,0,,,Other specify,No,,,,,,,,,.,,
2075,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2075,6,0,,,Livestock,No,,,,,,,,,.,,
2075,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2075,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
2078,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,1,
2079,4,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,11,
2079,5,0,1,Food,,,,shopkeeper,,1500,1500,,No,,,,4
2080,5,0,1,Food,,,,shopkeeper,,350,350,,Yes,Every month,,1,
2081,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2081,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2081,6,0,,,Food,Yes,,Private (family/friends etc.),,1500,1500,Every month,,,.,,
2081,6,0,,,Livestock,No,,,,,,,,,.,,
2081,6,0,,,Other specify,No,,,,,,,,,.,,
2082,4,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every month,,10,
2083,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2083,6,0,,,Other specify,No,,,,,,,,,.,,
2083,6,0,,,Livestock,No,,,,,,,,,.,,
2083,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2083,6,0,,,Food,Yes,,Private (family/friends etc.),,400,400,Every month,,,.,,
2084,4,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,2,
2086,4,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Other (specify),when need arises,10,
2086,6,0,,,Other specify,No,,,,,,,,,.,,
2086,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2086,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2086,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every two months,,,.,,
2086,6,0,,,Livestock,No,,,,,,,,,.,,
2088,4,0,1,Food,,,,shopkeeper,,200,200,,Yes,Every month,,10,
2088,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2088,6,0,,,Food,Yes,,Private (family/friends etc.),,100,100,Every month,,,.,,
2088,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2088,6,0,,,Other specify,No,,,,,,,,,.,,
2088,6,0,,,Livestock,No,,,,,,,,,.,,
2089,4,0,1,Food,,,,shopkeeper,,12000,12000,,Yes,Every month,,10,
2089,6,0,,,Other specify,No,,,,,,,,,.,,
2089,6,0,,,Livestock,No,,,,,,,,,.,,
2089,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2089,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2089,6,0,,,Food,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
2090,5,0,1,Food,,,,shopkeeper,,600,600,,No,,,,7
2090,6,0,,,Food,Yes,,Money lender,,2800,2800,Other (specify),,,.,,
2090,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2090,6,0,,,Other specify,No,,,,,,,,,.,,
2090,6,0,,,Livestock,No,,,,,,,,,.,,
2090,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2091,4,0,1,Food,,,,shopkeeper,,400,400,,Yes,Every month,,10,
2091,5,0,1,Food,,,,shopkeeper,,1200,1200,,Yes,Every month,,10,
2091,6,0,,,Food,Yes,,Private (family/friends etc.),,36000,36000,Every month,,,.,,
2091,6,0,,,Livestock and agricultural inputs,Yes,,Trader,,3000,3000,Every two months,,,.,,
2091,6,0,,,Livestock,No,,,,,,,,,.,,
2091,6,0,,,Other specify,No,,,,,,,,,.,,
2091,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2092,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2092,6,0,,,Livestock,No,,,,,,,,,.,,
2092,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2092,6,0,,,Other specify,No,,,,,,,,,.,,
2092,6,0,,,Food,Yes,,Private (family/friends etc.),,60,60,Every month,,,.,,
2093,5,0,1,Food,,,,shopkeeper,,500,500,,Yes,Every month,,10,
2093,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2093,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
2093,6,0,,,Livestock,No,,,,,,,,,.,,
2093,6,0,,,Other specify,No,,,,,,,,,.,,
2093,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2095,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,10,
2096,6,0,,,Food,Yes,,Private (family/friends etc.),,1600,1600,Every month,,,.,,
2096,6,0,,,Other specify,No,,,,,,,,,.,,
2096,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2096,6,0,,,Livestock,No,,,,,,,,,.,,
2096,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2097,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,1,
2098,4,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Other (specify),when need arises,10,
2098,5,0,1,Food,,,,Trader,,2000,2000,,Yes,Every month,,4,
2098,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every two months,,,.,,
2098,6,0,,,Livestock,No,,,,,,,,,.,,
2098,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2098,6,0,,,Other specify,No,,,,,,,,,.,,
2098,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2099,4,0,1,Food,,,,shopkeeper,,400,400,,Yes,Every two months,,1,
2099,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2099,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2099,6,0,,,Food,Yes,,Private (family/friends etc.),,600,600,Every month,,,.,,
2099,6,0,,,Other specify,No,,,,,,,,,.,,
2099,6,0,,,Livestock,No,,,,,,,,,.,,
2102,6,0,,,Food,Yes,,Private (family/friends etc.),,490,490,Every month,,,.,,
2102,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2102,6,0,,,Livestock,No,,,,,,,,,.,,
2102,6,0,,,Other specify,No,,,,,,,,,.,,
2102,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2103,4,0,1,Food,,,,shopkeeper,,3000,3200,,Yes,Every month,,1,
2103,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every two months,,7,
2103,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2103,6,0,,,Other specify,No,,,,,,,,,.,,
2103,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2103,6,0,,,Food,Yes,,Private (family/friends etc.),,4,4000,Every month,,,.,,
2103,6,0,,,Livestock,No,,,,,,,,,.,,
2106,6,0,,,Livestock,No,,,,,,,,,.,,
2106,6,0,,,Food,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
2106,6,0,,,Other specify,No,,,,,,,,,.,,
2106,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2106,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2110,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2110,5,0,1,Food,,,,shopkeeper,,1200,1200,,Yes,Every month,,10,
2111,5,0,1,Food,,,,shopkeeper,,1200,1200,,Yes,Every month,,12,
2112,4,0,1,Food,,,,shopkeeper,,48000,48000,,Yes,Every month,,10,
2112,5,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,9
2126,4,0,1,Food,,,,shopkeeper,,2474,2747,,Yes,Every month,,10,
2126,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
2126,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
2126,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
2126,6,0,,,Food,Yes,,Private (family/friends etc.),,1500,1500,Every month,,,.,,
2126,6,0,,,Other specify,No,,,,,,,,,.,,
2126,6,0,,,Livestock,No,,,,,,,,,.,,
3001,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
3006,4,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,4,
3007,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
3007,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,12,
3009,5,0,1,Food,,,,shopkeeper,,500,500,,Yes,Every month,,10,
