hhid,round,comment,Goods_ID,goodtype,Goods_ID_r6,s14q61,s14q61b,goodsource,goodsource_b,s14q63a,s14q63b,s14q81_r6,s14q79,s14q81,s14q81b,s14q82,s14q82b
11035,5,0,1,Food,,,,shopkeeper,,2600,2600,,Yes,Every month,,10,
11036,4,0,1,Food,,,,shopkeeper,,8000,8000,,Yes,Every month,,10,
11036,5,0,1,Food,,,,Trader,,5000,5000,,Yes,Every month,,2,
11038,4,0,1,Food,,,,shopkeeper,,7000,7000,,Yes,Every month,,10,
11038,5,0,1,Food,,,,shopkeeper,,7500,7500,,Yes,Every two months,,6,
11038,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every two months,,,.,,
11038,6,0,,,Other specify,No,,,,,,,,,.,,
11038,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
11038,6,0,,,Livestock,No,,,,,,,,,.,,
11038,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
11039,5,0,1,Food,,,,shopkeeper,,7000,7000,,Yes,Every two months,,8,
11049,5,0,1,Food,,,,shopkeeper,,5800,5800,,Yes,Every two months,,8,
11051,5,0,1,Food,,,,shopkeeper,,4000,4000,,No,,,,9
11051,6,0,,,Food,Yes,,Private (family/friends etc.),,20000,20000,Other (specify),,,.,,
11051,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
11051,6,0,,,Livestock,No,,,,,,,,,.,,
11051,6,0,,,Other specify,No,,,,,,,,,.,,
11051,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
11054,6,0,,,Food,Yes,,Private (family/friends etc.),,36000,36000,Every month,,,.,,
11054,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
11054,6,0,,,Livestock,No,,,,,,,,,.,,
11054,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
11054,6,0,,,Other specify,No,,,,,,,,,.,,
11055,4,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every month,,11,
11055,5,0,1,Food,,,,shopkeeper,,4800,4800,,Yes,Every month,,9,
11055,6,0,,,Food,Yes,,Private (family/friends etc.),,8000,8000,Every month,,,.,,
11055,6,0,,,Livestock,No,,,,,,,,,.,,
11055,6,0,,,Other specify,No,,,,,,,,,.,,
11055,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
11055,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
11056,6,0,,,Livestock,No,,,,,,,,,.,,
11056,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
11056,6,0,,,Food,No,,,,,,,,,.,,
11056,6,0,,,Other specify,No,,,,,,,,,.,,
11056,6,0,,,Livestock and agricultural inputs,Yes,,Trader,,350000,350000,Other (specify),,,.,,
11060,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,12,
11061,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,1,
11061,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,1,
11061,6,0,,,Livestock,No,,,,,,,,,.,,
11061,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every month,,,.,,
11061,6,0,,,Other specify,No,,,,,,,,,.,,
11061,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
11061,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
11064,4,0,1,Food,,,,shopkeeper,,1500,1500,,No,,,,7
11067,5,0,1,Food,,,,Trader,,5000,5000,,Yes,Every month,,5,
12001,4,0,1,Food,,,,shopkeeper,,8500,8500,,Yes,Every month,,8,
12002,4,0,1,Food,,,,shopkeeper,,7000,7000,,Yes,Every month,,6,
12002,6,0,,,Livestock,No,,,,,,,,,.,,
12002,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every two months,,,.,,
12002,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12002,6,0,,,Other specify,No,,,,,,,,,.,,
12002,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12004,5,0,1,Food,,,,Trader,,1300,1300,,Yes,Every month,,3,
12005,4,0,1,Food,,,,shopkeeper,,5000,6000,,Yes,Every month,,9,
12006,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,4,
12007,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,6
12007,5,0,1,Food,,,,Trader,,2000,2000,,Yes,Other (specify),when no liguid money,2,
12007,6,0,,,Livestock,No,,,,,,,,,.,,
12007,6,0,,,Other specify,No,,,,,,,,,.,,
12007,6,0,,,Food,Yes,,Private (family/friends etc.),,6000,6000,Every two months,,,.,,
12007,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12007,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12008,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,4
12009,4,0,1,Food,,,,shopkeeper,,4000,4000,,No,,,,5
12009,5,0,1,Food,,,,shopkeeper,,1200,1200,,No,,,,7
12010,4,0,1,Food,,,,Trader,,500,500,,Yes,Other (specify),wen needs be.,8,
12010,5,0,1,Food,,,,Private (family/friends etc.),,500,500,,No,,,,3
12011,5,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,7
12015,4,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,4
12015,4,0,2,Household durables and supplies,,,,shopkeeper,,1000,1000,,No,,,,6
12015,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12015,6,0,,,Food,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
12015,6,0,,,Livestock,No,,,,,,,,,.,,
12015,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12015,6,0,,,Other specify,No,,,,,,,,,.,,
12016,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,1,
12016,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,7,
12017,4,0,1,Food,,,,shopkeeper,,1500,1500,,No,,,,9
12017,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every two months,,,.,,
12017,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12017,6,0,,,Other specify,No,,,,,,,,,.,,
12017,6,0,,,Livestock,No,,,,,,,,,.,,
12017,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12018,4,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,8
12018,5,0,1,Food,,,,Trader,,3000,3000,,No,,,,5
12019,5,0,1,Food,,,,Trader,,400,400,,Yes,Every month,,12,
12020,5,0,1,Food,,,,Trader,,1000,1000,,No,,,,9
12020,6,0,,,Livestock,No,,,,,,,,,.,,
12020,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12020,6,0,,,Other specify,No,,,,,,,,,.,,
12020,6,0,,,Food,Yes,,Money lender,,3000,3000,Every two months,,,.,,
12020,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12021,4,0,1,Food,,,,shopkeeper,,8000,8000,,Yes,Every month,,2,
12022,5,0,1,Food,,,,Trader,,2000,2000,,No,,,,8
12022,6,0,,,Other specify,No,,,,,,,,,.,,
12022,6,0,,,Food,Yes,,Money lender,,1500,1500,Every two months,,,.,,
12022,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12022,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12022,6,0,,,Livestock,No,,,,,,,,,.,,
12024,5,0,1,Food,,,,shopkeeper,,1100,1100,,Yes,Every two months,,8,
12024,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12024,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12024,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
12024,6,0,,,Other specify,No,,,,,,,,,.,,
12024,6,0,,,Livestock,No,,,,,,,,,.,,
12025,5,0,1,Food,,,,Trader,,6000,6600,,Yes,Every two months,,9,
12026,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every two months,,5,
12026,5,0,2,Livestock and agricultural inputs,,,,shopkeeper,,1000,1000,,No,,,,8
12027,4,0,1,Food,,,,shopkeeper,,6000,6000,,No,,,,8
12028,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,6,
12028,5,0,1,Food,,,,shopkeeper,,6800,6800,,No,,,,8
12029,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,4
12030,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,4
12031,4,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,7
12031,5,0,1,Food,,,,Trader,,500,500,,Yes,Every month,,8,
12031,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12031,6,0,,,Other specify,No,,,,,,,,,.,,
12031,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12031,6,0,,,Food,Yes,,Money lender,,4000,4000,Every two months,,,.,,
12031,6,0,,,Livestock,No,,,,,,,,,.,,
12032,4,0,1,Food,,,,Private (family/friends etc.),,1000,1000,,No,,,,8
12032,6,0,,,Livestock,No,,,,,,,,,.,,
12032,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12032,6,0,,,Other specify,No,,,,,,,,,.,,
12032,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12032,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every two months,,,.,,
12033,5,0,1,Food,,,,Trader,,1000,1000,,No,,,,6
12034,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,8,
12034,5,0,1,Food,,,,Trader,,1000,1000,,No,,,,7
12034,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12034,6,0,,,Livestock,No,,,,,,,,,.,,
12034,6,0,,,Food,Yes,,Private (family/friends etc.),,6000,6000,Every month,,,.,,
12034,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12034,6,0,,,Other specify,No,,,,,,,,,.,,
12036,5,0,1,Food,,,,Trader,,2000,2000,,Yes,Every month,,10,
12037,5,0,1,Food,,,,Trader,,500,500,,Yes,Every month,,4,
12040,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,3,
12040,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,3,
12040,5,0,2,Livestock and agricultural inputs,,,,shopkeeper,,1000,1000,,No,,,,4
12043,4,0,1,Food,,,,shopkeeper,,300,300,,No,,,,9
12043,5,0,1,Food,,,,Trader,,500,500,,Yes,Every month,,7,
12043,6,0,,,Livestock,No,,,,,,,,,.,,
12043,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every two months,,,.,,
12043,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
12043,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
12043,6,0,,,Other specify,No,,,,,,,,,.,,
12044,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every two months,,3,
12044,5,0,2,Livestock and agricultural inputs,,,,shopkeeper,,1000,1000,,No,,,,6
13001,5,0,1,Food,,,,shopkeeper,,3020,3020,,Yes,Every two months,,8,
13001,6,0,,,Food,Yes,,Private (family/friends etc.),,270,270,Every month,,,.,,
13001,6,0,,,Livestock,No,,,,,,,,,.,,
13001,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13001,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13001,6,0,,,Other specify,No,,,,,,,,,.,,
13002,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
13002,6,0,,,Livestock,No,,,,,,,,,.,,
13002,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
13002,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13002,6,0,,,Other specify,No,,,,,,,,,.,,
13002,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13003,4,0,1,Food,,,,shopkeeper,,1700,1700,,No,,,,9
13004,4,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every month,,6,
13004,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13004,6,0,,,Other specify,No,,,,,,,,,.,,
13004,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13004,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
13004,6,0,,,Livestock,No,,,,,,,,,.,,
13005,5,0,1,Food,,,,shopkeeper,,2300,2300,,No,,,,9
13006,4,0,1,Food,,,,shopkeeper,,500,500,,Yes,Other (specify),ONCE A WEEK,1,
13006,5,0,1,Food,,,,Trader,,2000,2000,,No,,,,9
13006,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13006,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every two months,,,.,,
13006,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13006,6,0,,,Livestock,No,,,,,,,,,.,,
13006,6,0,,,Other specify,No,,,,,,,,,.,,
13007,4,0,1,Food,,,,Trader,,4000,4000,,No,,,,6
13007,5,0,1,Food,,,,Trader,,500,500,,Yes,Every month,,11,
13007,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13007,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13007,6,0,,,Other specify,No,,,,,,,,,.,,
13007,6,0,,,Livestock,No,,,,,,,,,.,,
13007,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
13008,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,7,
13009,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13009,6,0,,,Livestock,No,,,,,,,,,.,,
13009,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
13009,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13009,6,0,,,Other specify,No,,,,,,,,,.,,
13010,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,3,
13010,6,0,,,Other specify,No,,,,,,,,,.,,
13010,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13010,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every month,,,.,,
13010,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13010,6,0,,,Livestock,No,,,,,,,,,.,,
13011,4,0,1,Food,,,,Trader,,2000,2000,,No,,,,8
13011,5,0,1,Food,,,,Trader,,1000,1000,,Yes,Every month,,10,
13011,6,0,,,Livestock,No,,,,,,,,,.,,
13011,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
13011,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13011,6,0,,,Other specify,No,,,,,,,,,.,,
13011,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13013,4,0,1,Food,,,,shopkeeper,,500,500,,No,,,,9
13013,4,0,2,Food,,,,Private (family/friends etc.),,400,400,,No,,,,9
13013,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Other (specify),when we have no cash,1,
13014,5,0,1,Food,,,,Trader,,1000,1000,,Yes,Every month,,6,
13014,6,0,,,Other specify,No,,,,,,,,,.,,
13014,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13014,6,0,,,Food,Yes,,Private (family/friends etc.),,2100,2100,Every two months,,,.,,
13014,6,0,,,Livestock,No,,,,,,,,,.,,
13014,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13015,4,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,9
13015,5,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,9
13015,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13015,6,0,,,Food,Yes,,Private (family/friends etc.),,2540,2540,Every two months,,,.,,
13015,6,0,,,Other specify,No,,,,,,,,,.,,
13015,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13015,6,0,,,Livestock,No,,,,,,,,,.,,
13016,4,0,1,Food,,,,shopkeeper,,2500,2500,,No,,,,8
13016,5,0,1,Food,,,,shopkeeper,,2500,2500,,No,,,,9
13016,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13016,6,0,,,Other specify,No,,,,,,,,,.,,
13016,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Other (specify),,,.,,
13016,6,0,,,Livestock,No,,,,,,,,,.,,
13016,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13017,5,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,4
13017,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Other (specify),,,.,,
13017,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13017,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13017,6,0,,,Livestock,No,,,,,,,,,.,,
13017,6,0,,,Other specify,No,,,,,,,,,.,,
13019,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13019,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
13019,6,0,,,Other specify,No,,,,,,,,,.,,
13019,6,0,,,Livestock,No,,,,,,,,,.,,
13019,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13020,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,7
13020,5,0,1,Food,,,,Private (family/friends etc.),,2000,2000,,No,,,,8
13021,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every two months,,7,
13021,5,0,1,Food,,,,shopkeeper,,500,600,,No,,,,9
13022,6,0,,,Livestock,No,,,,,,,,,.,,
13022,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3200,Every two months,,,.,,
13022,6,0,,,Other specify,No,,,,,,,,,.,,
13022,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13022,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13023,4,0,1,Food,,,,shopkeeper,,4500,4500,,Yes,Every two months,,7,
13025,4,0,1,Food,,,,shopkeeper,,500,500,,No,,,,9
13025,5,0,1,Food,,,,shopkeeper,,6000,6000,,No,,,,9
13026,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13026,6,0,,,Livestock,No,,,,,,,,,.,,
13026,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13026,6,0,,,Food,Yes,,Private (family/friends etc.),,1700,1700,Other (specify),,,.,,
13026,6,0,,,Other specify,No,,,,,,,,,.,,
13028,4,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,12,
13028,5,0,1,Food,,,,shopkeeper,,2325,2325,,No,,,,8
13029,5,0,1,Food,,,,Trader,,500,500,,Yes,Other (specify),When there is need,2,
13029,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13029,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
13029,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13029,6,0,,,Other specify,No,,,,,,,,,.,,
13029,6,0,,,Livestock,Yes,,Money lender,,12000,12000,Other (specify),,,.,,
13030,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13030,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13030,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Other (specify),,,.,,
13030,6,0,,,Other specify,No,,,,,,,,,.,,
13030,6,0,,,Livestock,No,,,,,,,,,.,,
13031,6,0,,,Other specify,No,,,,,,,,,.,,
13031,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13031,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4500,Every two months,,,.,,
13031,6,0,,,Livestock,No,,,,,,,,,.,,
13031,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13033,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
13033,6,0,,,Other specify,No,,,,,,,,,.,,
13033,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13033,6,0,,,Livestock,No,,,,,,,,,.,,
13033,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13035,5,0,1,Food,,,,Trader,,500,500,,Yes,Every two months,,1,
13036,6,0,,,Livestock,No,,,,,,,,,.,,
13036,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13036,6,0,,,Food,Yes,,Private (family/friends etc.),,10200,15200,Other (specify),,,.,,
13036,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13036,6,0,,,Other specify,No,,,,,,,,,.,,
13038,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
13038,6,0,,,Food,Yes,,Private (family/friends etc.),,1800,1800,Every month,,,.,,
13038,6,0,,,Other specify,No,,,,,,,,,.,,
13038,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
13038,6,0,,,Livestock,Yes,,Money lender,,2000,5000,Other (specify),,,.,,
14001,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,9
14001,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14001,6,0,,,Livestock,No,,,,,,,,,.,,
14001,6,0,,,Food,Yes,,Private (family/friends etc.),,500,500,Every month,,,.,,
14001,6,0,,,Other specify,No,,,,,,,,,.,,
14001,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14002,4,0,1,Food,,,,shopkeeper,,700,700,,No,,,,4
14002,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,3,
14003,4,0,1,Food,,,,shopkeeper,,200,200,,No,,,,9
14007,4,0,1,Food,,,,shopkeeper,,4000,4000,,No,,,,8
14007,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
14007,6,0,,,Other specify,No,,,,,,,,,.,,
14007,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14007,6,0,,,Livestock,No,,,,,,,,,.,,
14007,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14009,4,0,1,Food,,,,Trader,,3000,3000,,No,,,,6
14009,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14009,6,0,,,Livestock,No,,,,,,,,,.,,
14009,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
14009,6,0,,,Other specify,No,,,,,,,,,.,,
14009,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14010,4,0,1,Food,,,,Trader,,2800,2800,,Yes,Every month,,10,
14013,4,0,1,Food,,,,Trader,,2000,2000,,Yes,Every month,,7,
14014,5,0,1,Food,,,,Private (family/friends etc.),,1500,1500,,Yes,Every month,,1,
14014,6,0,,,Livestock,No,,,,,,,,,.,,
14014,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14014,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14014,6,0,,,Other specify,No,,,,,,,,,.,,
14014,6,0,,,Food,Yes,,Private (family/friends etc.),,800,800,Every two months,,,.,,
14015,4,0,1,Food,,,,shopkeeper,,3360,3360,,Yes,Every month,,9,
14015,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,2,
14015,6,0,,,Livestock,No,,,,,,,,,.,,
14015,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14015,6,0,,,Other specify,No,,,,,,,,,.,,
14015,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14015,6,0,,,Food,Yes,,Private (family/friends etc.),,6625,6625,Every month,,,.,,
14016,4,0,1,Food,,,,shopkeeper,,7500,7500,,Yes,Every two months,,6,
14017,4,0,1,Food,,,,shopkeeper,,10175,10175,,Yes,Every two months,,1,
14017,5,0,1,Food,,,,Trader,,1500,1500,,Yes,Every month,,1,
14017,6,0,,,Other specify,No,,,,,,,,,.,,
14017,6,0,,,Food,Yes,,Private (family/friends etc.),,6470,6470,Every month,,,.,,
14017,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14017,6,0,,,Livestock,No,,,,,,,,,.,,
14017,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14018,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,8
14019,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,9
14019,5,0,1,Food,,,,Private (family/friends etc.),,500,500,,No,,,,9
14020,4,0,1,Food,,,,Trader,,3000,3000,,Yes,Every month,,8,
14020,5,0,1,Food,,,,Private (family/friends etc.),,6000,6000,,Yes,Every month,,3,
14020,6,0,,,Other specify,No,,,,,,,,,.,,
14020,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14020,6,0,,,Livestock,No,,,,,,,,,.,,
14020,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
14020,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14022,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
14022,6,0,,,Other specify,No,,,,,,,,,.,,
14022,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14022,6,0,,,Livestock,No,,,,,,,,,.,,
14022,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14024,4,0,1,Food,,,,Trader,,4000,4000,,Yes,Every month,,11,
14028,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every two months,,7,
14031,6,0,,,Other specify,No,,,,,,,,,.,,
14031,6,0,,,Livestock,No,,,,,,,,,.,,
14031,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14031,6,0,,,Food,Yes,,Private (family/friends etc.),,1550,1550,Every month,,,.,,
14031,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14033,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14033,6,0,,,Food,Yes,,Money lender,,600,600,Every month,,,.,,
14033,6,0,,,Other specify,No,,,,,,,,,.,,
14033,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14033,6,0,,,Livestock,No,,,,,,,,,.,,
14035,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
14035,6,0,,,Other specify,No,,,,,,,,,.,,
14035,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14035,6,0,,,Livestock,No,,,,,,,,,.,,
14035,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14037,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
14037,6,0,,,Other specify,No,,,,,,,,,.,,
14037,6,0,,,Livestock,No,,,,,,,,,.,,
14037,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14037,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14038,6,0,,,Livestock,No,,,,,,,,,.,,
14038,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14038,6,0,,,Other specify,No,,,,,,,,,.,,
14038,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
14038,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14043,4,0,1,Livestock,,,,Private (family/friends etc.),,6000,6000,,No,,,,12
14043,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14043,6,0,,,Other specify,No,,,,,,,,,.,,
14043,6,0,,,Livestock,No,,,,,,,,,.,,
14043,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every two months,,,.,,
14043,6,0,,,Household durables and supplies,Yes,,Trader,,500,500,Other (specify),,,.,,
14044,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
14044,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14044,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14044,6,0,,,Other specify,No,,,,,,,,,.,,
14044,6,0,,,Livestock,No,,,,,,,,,.,,
14046,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every two months,,1,
14048,4,0,1,Food,,,,shopkeeper,,2700,2700,,No,,,,8
14053,6,0,,,Other specify,No,,,,,,,,,.,,
14053,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
14053,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
14053,6,0,,,Livestock,No,,,,,,,,,.,,
