hhid,round,comment,LivestockID,animaltype5,gender3,hv_s6q1,hv_s6q1correct,hv_rsnincorrect,s6q8,s6q9,s6q10,s6q11,s6q12,s6q13,s6q14,s6q15,s6q16,s6q17,s6q18
6086,6,0,Sheep(Female),Sheep,female,,,,19,,,8,0,0,8,0,,,
6086,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
6086,6,0,Goats(Male),Goats,male,,,,18,,,6,0,5,6,0,,,
6086,6,0,Camels(Female),Camels,female,,,,11,,,0,0,0,0,0,,,
6086,6,0,Sheep(Male),Sheep,male,,,,8,,,6,0,0,6,2,,,
6086,7,,Camel Both,Camels,both,,,,,,,,,,,,,3,
6086,7,,Goat Both,Goats,both,,,,,,,,,,,,,10,
6086,7,,Sheep Both,Sheep,both,,,,,,,,,,,,,20,
6087,2,,Sheep(Male),Sheep,male,,,,5,,,,,,,,,,13
6087,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
6087,2,,Goats(Female),Goats,female,,,,15,,,,,,,,,,18
6087,2,,0,Shoats,both,,,,,,50,0,4,3,18,1,68,,
6087,2,,Camels(Male),Camels,male,,,,1,,,,,,,,,,0
6087,2,,Goat Both,Goats,both,,,,,20,,,,,,,,27,
6087,2,,Sheep(Female),Sheep,female,,,,25,,,,,,,,,,28
6087,2,,Camel Both,Camels,both,,,,,3,,1,0,0,0,0,,2,
6087,2,,Goats(Male),Goats,male,,,,5,,,,,,,,,,9
6087,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
6087,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
6087,2,,Camels(Female),Camels,female,,,,2,,,,,,,,,,2
6087,2,,Sheep Both,Sheep,both,,,,,30,,,,,,,,41,
6087,3,0,Camels(Female),Camels,female,2,Yes,,,,,0,0,0,1,0,,,
6087,3,0,Goats(Female),Goats,female,18,Yes,,,,,8,0,0,0,0,,,
6087,3,0,Sheep(Female),Sheep,female,28,Yes,,,,,18,0,0,0,0,,,
6087,3,0,Sheep(Male),Sheep,male,13,Yes,,,,,3,0,0,0,0,,,
6087,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6087,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6087,3,0,Goats(Male),Goats,male,9,Yes,,,,,0,0,0,1,0,,,
6087,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6087,4,0,Goats(Female),Goats,female,10,Yes,,,,,0,2,0,8,0,,,
6087,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6087,4,0,Sheep(Male),Sheep,male,10,Yes,,,,,0,0,3,9,1,,,
6087,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6087,4,0,Goats(Male),Goats,male,10,Yes,,,,,0,0,1,0,0,,,
6087,4,0,Camels(Female),Camels,female,3,Yes,,,,,0,0,0,0,0,,,
6087,4,0,Sheep(Female),Sheep,female,10,Yes,,,,,0,0,0,0,0,,,
6087,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6087,5,0,Goats(Male),Goats,male,9,Yes,,,,,4,0,4,8,0,,,
6087,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6087,5,0,Goats(Female),Goats,female,20,Yes,,,,,6,0,0,12,0,,,
6087,5,0,Sheep(Female),Sheep,female,10,Yes,,,,,3,0,0,13,0,,,
6087,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,1,0,,,
6087,5,0,Camels(Female),Camels,female,3,Yes,,,,,0,1,0,1,0,,,
6087,5,0,Sheep(Male),Sheep,male,15,Yes,,,,,4,0,5,10,1,,,
6087,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6087,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
6087,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
6087,6,0,Goats(Female),Goats,female,,,,12,,,5,0,0,6,0,,,
6087,6,0,Sheep(Female),Sheep,female,,,,21,,,9,0,0,5,1,,,
6087,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
6087,6,0,Sheep(Male),Sheep,male,,,,24,,,2,0,20,4,1,,,
6087,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
6087,6,0,Goats(Male),Goats,male,,,,6,,,1,0,5,4,0,,,
6087,7,,Goat Both,Goats,both,,,,,,,5,,3,12,4,,38,
6087,7,,Sheep Both,Sheep,both,,,,,,,1,4,4,12,3,,25,
6087,7,,Camel Both,Camels,both,,,,,,,,2,,,,,4,
6088,2,,Goats(Male),Goats,male,,,,10,,,,,,,,,,12
6088,2,,Sheep(Male),Sheep,male,,,,10,,,,,,,,,,16
6088,2,,Cattle Both,Cattle,both,,,,,0,,0,1,0,0,0,,1,
6088,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,1
6088,2,,Goats(Female),Goats,female,,,,20,,,,,,,,,,24
6088,2,,Sheep Both,Sheep,both,,,,,20,,,,,,,,30,
6088,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
6088,2,,0,Shoats,both,,,,,,50,4,6,2,16,0,66,,
6088,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
6088,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
6088,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
6088,2,,Sheep(Female),Sheep,female,,,,10,,,,,,,,,,14
6088,2,,Goat Both,Goats,both,,,,,30,,,,,,,,36,
6088,3,0,Goats(Female),Goats,female,24,Yes,,,,,3,0,3,2,3,,,
6088,3,0,Goats(Male),Goats,male,12,Yes,,,,,1,1,6,1,4,,,
6088,3,0,Sheep(Female),Sheep,female,14,Yes,,,,,2,0,0,9,3,,,
6088,3,0,Cattle(Female),Cattle,female,1,Yes,,,,,1,0,0,0,0,,,
6088,3,0,Sheep(Male),Sheep,male,16,Yes,,,,,0,0,7,2,5,,,
6088,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
6088,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6088,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6088,4,0,Sheep(Male),Sheep,male,6,Yes,,,,,1,0,3,8,0,,,
6088,4,0,Goats(Male),Goats,male,3,Yes,,,,,0,0,0,0,0,,,
6088,4,0,Sheep(Female),Sheep,female,18,Yes,,,,,2,0,4,2,4,,,
6088,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6088,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6088,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6088,4,0,Goats(Female),Goats,female,17,Yes,,,,,0,0,0,3,0,,,
6088,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
6088,5,0,Sheep(Female),Sheep,female,10,Yes,,,,,1,0,0,3,0,,,
6088,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
6088,5,0,Sheep(Male),Sheep,male,10,Yes,,,,,1,0,3,3,1,,,
6088,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6088,5,0,Goats(Female),Goats,female,20,Yes,,,,,1,0,1,9,0,,,
6088,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6088,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6088,5,0,Goats(Male),Goats,male,3,Yes,,,,,2,0,3,6,0,,,
6088,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
6088,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
6088,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
6088,6,0,Goats(Female),Goats,female,,,,5,,,1,0,0,1,0,,,
6088,6,0,Goats(Male),Goats,male,,,,2,,,0,0,0,1,0,,,
6088,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
6088,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
6088,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
6088,7,,Goat Both,Goats,both,,,,,,,2,2,2,12,,,20,
6088,7,,Sheep Both,Sheep,both,,,,,,,1,,,21,2,,27,
6089,2,,Camel Both,Camels,both,,,,,1,,0,1,0,0,0,,2,
6089,2,,Camels(Male),Camels,male,,,,1,,,,,,,,,,0
6089,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,2
6089,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
6089,2,,Goat Both,Goats,both,,,,,0,,,,,,,,2,
6089,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,2
6089,2,,Sheep(Male),Sheep,male,,,,0,,,,,,,,,,1
6089,2,,Goats(Male),Goats,male,,,,0,,,,,,,,,,0
6089,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
6089,2,,Goats(Female),Goats,female,,,,0,,,,,,,,,,2
6089,2,,0,Shoats,both,,,,,,0,0,3,0,2,0,5,,
6089,2,,Sheep Both,Sheep,both,,,,,0,,,,,,,,3,
6089,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
6089,3,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,0,0,,,
6089,3,0,Camels(Female),Camels,female,2,Yes,,,,,0,0,0,0,0,,,
6089,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6089,3,0,Goats(Female),Goats,female,2,Yes,,,,,0,2,0,4,3,,,
6089,3,0,Sheep(Female),Sheep,female,2,Yes,,,,,0,0,0,0,0,,,
6089,3,0,Sheep(Male),Sheep,male,1,Yes,,,,,0,0,0,0,1,,,
6089,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6089,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6089,4,0,Sheep(Female),Sheep,female,2,Yes,,,,,0,0,0,0,0,,,
6089,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6089,4,0,Sheep(Male),Sheep,male,0,Yes,,,,,0,1,0,0,0,,,
6089,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6089,4,0,Camels(Female),Camels,female,2,Yes,,,,,0,1,0,0,0,,,
6089,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,1,0,0,0,,,
6089,4,0,Goats(Female),Goats,female,5,Yes,,,,,1,0,0,0,0,,,
6089,4,0,Goats(Male),Goats,male,0,Yes,,,,,0,0,0,2,0,,,
6089,5,0,Goats(Male),Goats,male,2,Yes,,,,,0,0,0,1,0,,,
6089,5,0,Goats(Female),Goats,female,4,Yes,,,,,0,0,0,2,0,,,
6089,5,0,Camels(Male),Camels,male,1,Yes,,,,,0,0,0,0,0,,,
6089,5,0,Sheep(Female),Sheep,female,2,Yes,,,,,0,0,0,2,0,,,
6089,5,0,Sheep(Male),Sheep,male,1,Yes,,,,,0,0,0,1,0,,,
6089,5,0,Camels(Female),Camels,female,3,Yes,,,,,0,0,1,0,0,,,
6089,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6089,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6089,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
6089,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
6089,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
6089,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
6089,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
6089,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
6089,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
6089,6,1,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
6089,7,,Camel Both,Camels,both,,,,,,,1,1,1,6,,,10,
6089,7,,Sheep Both,Sheep,both,,,,,,,,,,,,,20,
6089,7,,Goat Both,Goats,both,,,,,,,,,,,,,8,
6090,2,,Goats(Male),Goats,male,,,,10,,,,,,,,,,12
6090,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
6090,2,,Goats(Female),Goats,female,,,,10,,,,,,,,,,13
6090,2,,Goat Both,Goats,both,,,,,20,,,,,,,,25,
6090,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
6090,2,,Camels(Female),Camels,female,,,,5,,,,,,,,,,5
6090,2,,0,Shoats,both,,,,,,26,0,0,0,8,0,34,,
6090,2,,Sheep(Female),Sheep,female,,,,3,,,,,,,,,,6
6090,2,,Sheep(Male),Sheep,male,,,,3,,,,,,,,,,3
6090,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
6090,2,,Camels(Male),Camels,male,,,,3,,,,,,,,,,2
6090,2,,Sheep Both,Sheep,both,,,,,6,,,,,,,,9,
6090,2,,Camel Both,Camels,both,,,,,8,,0,0,1,0,0,,7,
6090,3,0,Sheep(Female),Sheep,female,6,Yes,,,,,1,0,0,0,0,,,
6090,3,0,Camels(Female),Camels,female,5,Yes,,,,,2,0,0,0,0,,,
6090,3,0,Camels(Male),Camels,male,2,Yes,,,,,0,0,0,0,0,,,
6090,3,0,Goats(Male),Goats,male,12,Yes,,,,,5,0,0,0,2,,,
6090,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6090,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6090,3,0,Goats(Female),Goats,female,13,Yes,,,,,3,0,0,0,0,,,
6090,3,0,Sheep(Male),Sheep,male,3,Yes,,,,,0,0,0,1,0,,,
6090,4,0,Sheep(Female),Sheep,female,5,Yes,,,,,1,2,1,2,0,,,
6090,4,0,Goats(Male),Goats,male,5,Yes,,,,,1,2,2,1,0,,,
6090,4,0,Sheep(Male),Sheep,male,4,Yes,,,,,0,2,0,2,1,,,
6090,4,0,Camels(Female),Camels,female,3,No,left out during last survey,5,,,0,0,0,0,0,,,
6090,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6090,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6090,4,0,Goats(Female),Goats,female,10,Yes,,,,,0,0,2,3,1,,,
6090,4,0,Camels(Male),Camels,male,2,Yes,,,,,0,0,0,0,0,,,
6090,5,0,Sheep(Male),Sheep,male,7,Yes,,,,,0,0,4,0,0,,,
6090,5,0,Camels(Female),Camels,female,5,Yes,,,,,0,0,0,0,0,,,
6090,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6090,5,0,Sheep(Female),Sheep,female,7,Yes,,,,,3,0,1,3,0,,,
6090,5,0,Goats(Female),Goats,female,10,Yes,,,,,0,0,0,0,0,,,
6090,5,0,Goats(Male),Goats,male,5,Yes,,,,,3,0,0,3,0,,,
6090,5,0,Camels(Male),Camels,male,2,Yes,,,,,0,0,0,1,0,,,
6090,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6090,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
6090,6,0,Goats(Female),Goats,female,,,,0,,,0,0,0,0,0,,,
6090,6,0,Goats(Male),Goats,male,,,,0,,,0,0,0,0,0,,,
6090,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
6090,6,1,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
6090,6,0,Sheep(Male),Sheep,male,,,,0,,,0,0,0,0,0,,,
6090,6,0,Cattle(Female),Cattle,female,,,,0,,,0,0,0,0,0,,,
6090,6,0,Sheep(Female),Sheep,female,,,,0,,,0,0,0,0,0,,,
6090,7,,Goat Both,Goats,both,,,,,,,,,,4,,,18,
6090,7,,Sheep Both,Sheep,both,,,,,,,6,,,10,1,,25,
6090,7,,Camel Both,Camels,both,,,,,,,,,3,,,,8,
6092,2,,Cattle(Male),Cattle,male,,,,11,,,,,,,,,,12
6092,2,,Goats(Male),Goats,male,,,,2,,,,,,,,,,5
6092,2,,Cattle(Female),Cattle,female,,,,10,,,,,,,,,,11
6092,2,,Goat Both,Goats,both,,,,,10,,,,,,,,14,
6092,2,,Sheep(Male),Sheep,male,,,,4,,,,,,,,,,4
6092,2,,Camels(Male),Camels,male,,,,11,,,,,,,,,,12
6092,2,,Camels(Female),Camels,female,,,,9,,,,,,,,,,10
6092,2,,Sheep(Female),Sheep,female,,,,6,,,,,,,,,,7
6092,2,,Camel Both,Camels,both,,,,,20,,0,0,0,2,0,,22,
6092,2,,Goats(Female),Goats,female,,,,8,,,,,,,,,,9
6092,2,,Sheep Both,Sheep,both,,,,,10,,,,,,,,11,
6092,2,,Cattle Both,Cattle,both,,,,,21,,0,1,0,2,1,,23,
6092,2,,0,Shoats,both,,,,,,20,2,6,0,5,4,25,,
6092,3,0,Goats(Female),Goats,female,9,Yes,,,,,4,9,1,9,0,,,
6092,3,0,Sheep(Male),Sheep,male,4,Yes,,,,,2,0,0,3,1,,,
6092,3,0,Cattle(Male),Cattle,male,12,Yes,,,,,9,0,3,5,1,,,
6092,3,0,Camels(Male),Camels,male,12,Yes,,,,,6,0,0,3,1,,,
6092,3,0,Sheep(Female),Sheep,female,7,Yes,,,,,4,2,0,8,0,,,
6092,3,0,Goats(Male),Goats,male,5,Yes,,,,,2,1,2,7,0,,,
6092,3,0,Camels(Female),Camels,female,10,Yes,,,,,2,1,0,5,0,,,
6092,3,0,Cattle(Female),Cattle,female,11,Yes,,,,,3,0,3,6,1,,,
6092,4,0,Goats(Male),Goats,male,9,Yes,,,,,5,0,0,4,0,,,
6092,4,0,Cattle(Female),Cattle,female,10,Yes,,,,,9,0,0,0,0,,,
6092,4,0,Camels(Male),Camels,male,8,Yes,,,,,2,0,0,0,0,,,
6092,4,0,Cattle(Male),Cattle,male,4,Yes,,,,,4,0,0,0,0,,,
6092,4,0,Goats(Female),Goats,female,22,Yes,,,,,14,0,0,3,1,,,
6092,4,0,Sheep(Male),Sheep,male,4,Yes,,,,,3,0,0,3,1,,,
6092,4,0,Sheep(Female),Sheep,female,13,Yes,,,,,8,0,0,7,0,,,
6092,4,0,Camels(Female),Camels,female,14,Yes,,,,,3,0,0,0,0,,,
6092,5,0,Camels(Male),Camels,male,6,Yes,,,,,2,0,3,0,0,,,
6092,5,0,Cattle(Female),Cattle,female,1,Yes,,,,,0,0,0,0,0,,,
6092,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6092,5,0,Goats(Male),Goats,male,8,Yes,,,,,5,0,2,0,0,,,
6092,5,0,Camels(Female),Camels,female,11,Yes,,,,,3,0,2,1,0,,,
6092,5,0,Sheep(Female),Sheep,female,12,Yes,,,,,7,0,2,1,2,,,
6092,5,0,Sheep(Male),Sheep,male,3,Yes,,,,,0,0,2,2,2,,,
6092,5,0,Goats(Female),Goats,female,10,Yes,,,,,5,0,3,0,0,,,
6092,6,0,Sheep(Male),Sheep,male,,,,3,,,0,0,0,0,1,,,
6092,6,0,Sheep(Female),Sheep,female,,,,7,,,2,0,0,1,1,,,
6092,6,0,Goats(Male),Goats,male,,,,2,,,0,2,4,0,0,,,
6092,6,0,Camels(Male),Camels,male,,,,2,,,0,0,0,0,0,,,
6092,6,0,Goats(Female),Goats,female,,,,3,,,2,1,0,3,2,,,
6092,6,0,Camels(Female),Camels,female,,,,6,,,0,0,0,2,0,,,
6092,6,0,Cattle(Male),Cattle,male,,,,2,,,0,0,0,0,0,,,
6092,6,0,Cattle(Female),Cattle,female,,,,1,,,0,0,0,1,0,,,
6092,7,,Goat Both,Goats,both,,,,,,,,,,8,,,30,
6092,7,,Camel Both,Camels,both,,,,,,,2,,2,,,,8,
6092,7,,Cattle Both,Cattle,both,,,,,,,,,,,,,8,
6092,7,,Sheep Both,Sheep,both,,,,,,,,,,,1,,40,
6093,2,,Cattle(Male),Cattle,male,,,,1,,,,,,,,,,0
6093,2,,Goat Both,Goats,both,,,,,10,,,,,,,,14,
6093,2,,Sheep Both,Sheep,both,,,,,30,,,,,,,,39,
6093,2,,Sheep(Female),Sheep,female,,,,18,,,,,,,,,,25
6093,2,,Sheep(Male),Sheep,male,,,,12,,,,,,,,,,14
6093,2,,Camels(Female),Camels,female,,,,0,,,,,,,,,,0
6093,2,,Cattle(Female),Cattle,female,,,,9,,,,,,,,,,7
6093,2,,Camel Both,Camels,both,,,,,0,,0,0,0,0,0,,0,
6093,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,0
6093,2,,Cattle Both,Cattle,both,,,,,10,,3,0,0,0,0,,7,
6093,2,,0,Shoats,both,,,,,,40,3,8,1,9,0,53,,
6093,2,,Goats(Female),Goats,female,,,,6,,,,,,,,,,8
6093,2,,Goats(Male),Goats,male,,,,4,,,,,,,,,,6
6093,3,0,Goats(Female),Goats,female,8,Yes,,,,,0,0,0,5,0,,,
6093,3,0,Goats(Male),Goats,male,6,Yes,,,,,0,0,0,1,0,,,
6093,3,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6093,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,1,0,,,
6093,3,0,Cattle(Female),Cattle,female,7,Yes,,,,,1,0,0,3,0,,,
6093,3,0,Sheep(Male),Sheep,male,14,Yes,,,,,0,0,2,0,2,,,
6093,3,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
6093,3,0,Sheep(Female),Sheep,female,25,Yes,,,,,5,0,0,0,0,,,
6093,4,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
6093,4,0,Sheep(Male),Sheep,male,10,Yes,,,,,0,0,3,0,0,,,
6093,4,0,Cattle(Female),Cattle,female,9,Yes,,,,,3,0,0,0,0,,,
6093,4,0,Sheep(Female),Sheep,female,20,Yes,,,,,0,0,0,6,1,,,
6093,4,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6093,4,0,Goats(Male),Goats,male,7,Yes,,,,,1,0,2,3,0,,,
6093,4,0,Goats(Female),Goats,female,13,Yes,,,,,2,0,0,11,0,,,
6093,4,0,Cattle(Male),Cattle,male,1,Yes,,,,,0,0,1,0,0,,,
6093,5,0,Sheep(Male),Sheep,male,7,Yes,,,,,0,0,4,12,0,,,
6093,5,0,Cattle(Female),Cattle,female,6,No,herd size wrongly recorded,7,,,0,0,0,4,0,,,
6093,5,0,Goats(Male),Goats,male,7,Yes,,,,,0,0,1,9,0,,,
6093,5,0,Camels(Female),Camels,female,0,Yes,,,,,0,0,0,0,0,,,
6093,5,0,Camels(Male),Camels,male,0,Yes,,,,,0,0,0,0,0,,,
6093,5,0,Goats(Female),Goats,female,22,Yes,,,,,6,0,0,14,0,,,
6093,5,0,Cattle(Male),Cattle,male,0,No,confirmed the number was wrongly captured,1,,,0,0,0,2,0,,,
6093,5,0,Sheep(Female),Sheep,female,25,Yes,,,,,0,0,3,13,0,,,
6093,6,0,Sheep(Female),Sheep,female,,,,42,,,6,2,4,6,4,,,
6093,6,0,Goats(Male),Goats,male,,,,8,,,0,0,3,0,0,,,
6093,6,0,Camels(Male),Camels,male,,,,0,,,0,0,0,0,0,,,
6093,6,0,Sheep(Male),Sheep,male,,,,14,,,2,3,4,2,4,,,
6093,6,0,Cattle(Female),Cattle,female,,,,7,,,5,0,0,3,1,,,
6093,6,0,Cattle(Male),Cattle,male,,,,6,,,2,0,0,0,0,,,
6093,6,0,Goats(Female),Goats,female,,,,18,,,4,2,0,4,5,,,
6093,6,0,Camels(Female),Camels,female,,,,0,,,0,0,0,0,0,,,
6093,7,,Goat Both,Goats,both,,,,,,,,,5,12,,,21,
6093,7,,Sheep Both,Sheep,both,,,,,,,7,,10,,13,,29,
6093,7,,Camel Both,Camels,both,,,,,,,,3,,,,,7,
6093,7,,Cattle Both,Cattle,both,,,,,,,,,,,,,6,
6094,2,,Camels(Female),Camels,female,,,,1,,,,,,,,,,1
6094,2,,Cattle(Female),Cattle,female,,,,0,,,,,,,,,,0
6094,2,,Sheep(Female),Sheep,female,,,,0,,,,,,,,,,2
6094,2,,Cattle Both,Cattle,both,,,,,0,,0,0,0,0,0,,0,
6094,2,,Goats(Female),Goats,female,,,,6,,,,,,,,,,9
6094,2,,Goats(Male),Goats,male,,,,6,,,,,,,,,,7
6094,2,,Sheep(Male),Sheep,male,,,,8,,,,,,,,,,4
6094,2,,Cattle(Male),Cattle,male,,,,0,,,,,,,,,,0
6094,2,,Camels(Male),Camels,male,,,,0,,,,,,,,,,2
6094,2,,Sheep Both,Sheep,both,,,,,8,,,,,,,,6,
6094,2,,0,Shoats,both,,,,,,20,2,6,4,4,2,22,,
6094,2,,Camel Both,Camels,both,,,,,1,,0,1,0,1,0,,3,
6094,2,,Goat Both,Goats,both,,,,,12,,,,,,,,16,
6094,3,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6094,3,0,Camels(Female),Camels,female,1,Yes,,,,,0,0,0,1,0,,,
6094,3,0,Camels(Male),Camels,male,2,Yes,,,,,0,0,0,1,0,,,
6094,3,0,Goats(Male),Goats,male,7,Yes,,,,,0,0,6,2,0,,,
6094,3,0,Sheep(Male),Sheep,male,4,Yes,,,,,0,0,2,2,1,,,
6094,3,0,Sheep(Female),Sheep,female,6,Yes,,,,,2,0,0,2,1,,,
6094,3,0,Goats(Female),Goats,female,9,Yes,,,,,2,0,4,2,1,,,
6094,3,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6094,4,0,Camels(Male),Camels,male,3,Yes,,,,,1,0,0,0,0,,,
6094,4,0,Goats(Female),Goats,female,4,Yes,,,,,0,2,0,4,0,,,
6094,4,0,Sheep(Male),Sheep,male,3,Yes,,,,,0,0,0,1,0,,,
6094,4,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6094,4,0,Goats(Male),Goats,male,3,Yes,,,,,0,0,0,2,0,,,
6094,4,0,Camels(Female),Camels,female,2,Yes,,,,,0,0,0,0,0,,,
6094,4,0,Sheep(Female),Sheep,female,5,Yes,,,,,0,0,0,0,0,,,
6094,4,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6094,5,0,Goats(Female),Goats,female,10,Yes,,,,,5,0,4,6,0,,,
6094,5,0,Sheep(Male),Sheep,male,4,Yes,,,,,3,0,0,2,1,,,
6094,5,0,Camels(Male),Camels,male,2,No,wrong figure was captured in previous survey,1,,,1,0,0,2,0,,,
6094,5,0,Sheep(Female),Sheep,female,5,Yes,,,,,1,0,0,3,1,,,
6094,5,0,Goats(Male),Goats,male,5,Yes,,,,,4,0,2,4,0,,,
6094,5,0,Camels(Female),Camels,female,2,No,wrong figure was captured in previous survey,3,,,1,0,0,0,0,,,
6094,5,0,Cattle(Female),Cattle,female,0,Yes,,,,,0,0,0,0,0,,,
6094,5,0,Cattle(Male),Cattle,male,0,Yes,,,,,0,0,0,0,0,,,
6094,6,0,Goats(Female),Goats,female,,,,17,,,6,0,0,4,0,,,
6094,6,0,Goats(Male),Goats,male,,,,16,,,4,0,2,2,2,,,
6094,6,0,Camels(Female),Camels,female,,,,2,,,0,0,0,1,0,,,
6094,6,0,Cattle(Male),Cattle,male,,,,0,,,0,0,0,0,0,,,
