hhid,round,comment,intakeevent,s6q27a,s6q27b,s6q28,s6q29,s6q29a,s6q29a1,s6q29b,s6q30,s6q31,s6q32,s6q32b,s6q33,s6q33_r6,s6q34,s6q34b,s6q34c,s6q34d
9028,5,0,1,2013,Mar-15,Camel,Obtained as dowry,,,,3,3,Cultural and traditional rites,,Within the location,,,30000,Yes,
9028,5,0,3,2013,May-15,Shoat,Received as gifts,,,,2,2,Consumption,,Within the location,,,3000,Yes,
9028,5,0,2,2013,Apr-15,Camel,Exchange,,,,3,3,Cultural and traditional rites,,Within the location,,,30000,Yes,
9028,7,,1,2019,Mar-15,Sheep,Received as gifts,,,,1,,Expand herd,,,,,,,1
9029,2,,1,2010,Apr-15,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within sub-location,,1000,,,
9029,3,0,4,2011,Aug-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,18000,Yes,
9029,3,0,3,2011,Apr-15,Shoat,Exchange,,,,12,3,Expand herd,,Within sub-location,,,4200,Yes,
9029,3,0,5,2011,Sep-15,Shoat,Received as gifts,,,,3,1,Consumption,,Within sub-location,,,2400,Yes,
9029,3,0,2,2011,Apr-15,Camel,Received as gifts,,,,1,1,Milking purposes,,Within sub-location,,,25000,Yes,
9029,3,0,1,2010,Oct-14,Shoat,Exchange,,,,12,6,Expand herd,,Within sub-location,,,2500,Yes,
9029,5,0,2,2013,Aug-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,1400,Yes,
9029,5,0,1,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the location,,,2500,Yes,
9029,7,,1,2019,Feb-15,Sheep,Obtained as dowry,,,,3,,Expand herd,,,,,,,1
9030,3,0,1,2011,Mar-15,Shoat,Loaned in/Borrowed,,,,2,0,Restocking from loss,,Within sub-location,,,4300,Yes,
9030,4,0,1,2012,May-15,Cattle,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within sub-location,,,25000,Yes,
9030,4,0,2,2012,Jun-15,Cattle,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,25000,Yes,
9030,5,0,4,2013,Jun-15,Shoat,Loaned in/Borrowed,,,,1,0,Expand herd,,Within sub-location,,,2500,Yes,
9030,5,0,2,2012,Dec-14,Shoat,Loaned in/Borrowed,,,,2,0,Expand herd,,Within sub-location,,,4000,Yes,
9030,5,0,1,2012,Nov-14,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,30000,Yes,
9030,5,0,3,2013,May-15,Shoat,Loaned in/Borrowed,,,,1,0,Expand herd,,Within sub-location,,,2500,Yes,
9031,3,0,2,2011,Sep-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within sub-location,,,900,Yes,
9031,3,0,1,2011,Mar-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,1100,Yes,
9031,4,0,1,2012,Jul-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,1500,Yes,
9031,5,0,1,2012,Nov-14,Camel,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,30000,Yes,
9031,5,0,4,2013,Mar-15,Shoat,Purchased,,,,2,1,Expand herd,,Within sub-location,,,3000,Yes,
9031,5,0,5,2013,Jun-15,Shoat,Loaned in/Borrowed,,,,3,3,Restocking from loss,,Within sub-location,,,6000,Yes,
9031,5,0,3,2013,Feb-15,Shoat,Received as gifts,,,,7,5,Expand herd,,Within sub-location,,,14000,Yes,
9031,5,0,6,2013,Jun-15,Shoat,Received as a part of a restocking program,,,,10,1,Expand herd,,Within the location,,,20000,Yes,
9031,5,0,2,2013,Apr-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,35000,Yes,
9031,6,0,1,2015,Feb-15,Shoat,Received as gifts,,,,1,0,Expand herd,,,.b,,1500,Yes,
9031,7,,1,2019,Mar-15,Camel,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
9032,1,,4,2009,Aug-15,Shoat,Loaned in/Borrowed,,,,1,0,Consumption,,Within the location,,900,,,
9032,1,,2,2009,Jun-15,Shoat,Loaned in/Borrowed,,,,1,1,Restocking from loss,,Within sub-location,,1000,,,
9032,1,,1,2009,Apr-15,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within sub-location,,15000,,,
9032,1,,3,2009,Jul-15,Shoat,Loaned in/Borrowed,,,,2,1,Milking purposes,,Within sub-location,,800,,,
9032,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,3,3,Restocking from loss,,Within sub-location,,,3000,Yes,
9032,3,0,2,2011,Jul-15,Shoat,Purchased,,,,3,3,Expand herd,,Within the location,,,2900,Yes,
9032,5,0,6,2013,Apr-15,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within the location,,,4000,Yes,
9032,5,0,8,2013,Aug-15,Shoat,Purchased,,,,4,0,Expand herd,,Within the location,,,8000,Yes,
9032,5,0,7,2013,Jun-15,Shoat,Received as gifts,,,,5,0,Expand herd,,Within the location,,,5000,Yes,
9032,5,0,9,2013,Sep-15,Shoat,Received as gifts,,,,3,3,Milking purposes,,Within the location,,,6000,Yes,
9032,5,0,4,2013,Jan-15,Shoat,Exchange,,,,4,0,Expand herd,,Within the location,,,8000,Yes,
9032,5,0,2,2013,Jan-15,Camel,Purchased,,,,2,2,Consumption,,Within the location,,,20000,Yes,
9032,5,0,1,2012,Oct-14,Camel,Received as gifts,,,,1,1,Expand herd,,Within the location,,,10000,Yes,
9032,5,0,3,2012,Nov-14,Shoat,Loaned in/Borrowed,,,,2,2,Milking purposes,,Within the location,,,4000,Yes,
9032,5,0,5,2013,Mar-15,Shoat,Exchange,,,,2,0,Restocking from loss,,Within the location,,,4000,Yes,
9032,7,,1,2020,May-15,Sheep,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
9032,7,,1,2019,Feb-15,Goat,Loaned in/Borrowed,,,,1,,Milking purposes,,,,,,,1
9033,2,,3,2010,Jul-15,Shoat,Loaned in/Borrowed,,,,2,0,Expand herd,,Within sub-location,,900,,,
9033,2,,2,2010,May-15,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within sub-location,,800,,,
9033,2,,1,2010,Aug-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,10000,,,
9033,3,0,1,2011,Jan-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,13000,Yes,
9033,3,0,2,2011,Mar-15,Shoat,Purchased,,,,1,0,Consumption,,Within sub-location,,,1200,Yes,
9033,5,0,5,2013,Apr-15,Shoat,Exchange,,,,2,0,Consumption,,Within sub-location,,,15000,Yes,
9033,5,0,1,2012,Dec-14,Camel,Obtained as dowry,,,,1,0,Cultural and traditional rites,,Within the district,,,17000,Yes,
9033,5,0,2,2012,Dec-14,Shoat,Received as a part of a restocking program,,,,12,5,Expand herd,,Within sub-location,,,24000,Yes,
9033,5,0,4,2013,Mar-15,Shoat,Purchased,,,,2,0,Expand herd,,Within sub-location,,,3000,Yes,
9033,5,0,3,2013,Feb-15,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within sub-location,,,6000,Yes,
9034,5,0,3,2013,Jul-15,Shoat,Other (specify),,,got lost long time ago but found july 2013,1,0,Expand herd,,Within sub-location,,,3000,Yes,
9034,5,0,2,2013,Jan-15,Shoat,Loaned in/Borrowed,,,,3,1,Diversify herd composition,,Within the location,,,6000,Yes,
9034,5,0,1,2013,May-15,Camel,Received as gifts,,,,1,0,Expand herd,,Within the location,,,50000,Yes,
9035,1,,1,2008,Dec-14,Camel,Obtained as dowry,,,,2,1,Cultural and traditional rites,,Within the location,,16000,,,
9035,1,,2,2009,Jun-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,1000,,,
9035,3,0,1,2010,Nov-14,Cattle,Loaned in/Borrowed,,,,1,0,Expand herd,,Within the location,,,18000,Yes,
9035,3,0,2,2011,Jan-15,Camel,Received as gifts,,,,1,0,Expand herd,,Within the location,,,24000,Yes,
9035,3,0,3,2011,Apr-15,Shoat,Exchange,,,,6,0,Expand herd,,Within the location,,,18000,Yes,
9035,4,0,2,2012,Feb-15,Shoat,Received as gifts,,,,1,0,Restocking from loss,,Within the location,,,3000,Yes,
9035,4,0,1,2012,Jan-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,2500,Yes,
9035,5,0,1,2012,Dec-14,Shoat,Purchased,,,,8,6,Expand herd,,Within the location,,,32000,Yes,
9035,5,0,2,2013,Jan-15,Shoat,Purchased,,,,4,4,Expand herd,,Within the location,,,20000,Yes,
9035,5,0,3,2012,Oct-14,Shoat,Received as gifts,,,,4,4,Expand herd,,Within sub-location,,,20000,Yes,
9035,7,,1,2020,Aug-15,Sheep,Loaned in/Borrowed,,,,1,,Milking purposes,,,,,,,1
9036,2,,2,2010,Apr-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,2000,,,
9036,2,,1,2009,Dec-14,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the location,,18000,,,
9036,3,0,2,2011,Sep-15,Shoat,Loaned in/Borrowed,,,,1,1,Restocking from loss,,Within the location,,,1400,Yes,
9036,3,0,1,2011,Mar-15,Camel,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,,18000,Yes,
9036,4,0,2,2012,Jun-15,Shoat,Loaned in/Borrowed,,,,2,0,Expand herd,,Within sub-location,,,5000,Yes,
9036,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,3,0,Expand herd,,Within sub-location,,,9000,Yes,
9036,5,0,2,2013,Jan-15,Shoat,Received as gifts,,,,6,6,Milking purposes,,Within the location,,,12000,Yes,
9036,5,0,4,2013,Apr-15,Shoat,Exchange,,,,6,6,Expand herd,,Within the location,,,12000,Yes,
9036,5,0,1,2013,Feb-15,Cattle,Obtained as dowry,,,,4,3,Cultural and traditional rites,,Within the location,,,80000,Yes,
9036,5,0,6,2013,Jul-15,Shoat,Purchased,,,,9,9,Milking purposes,,Within the location,,,16000,Yes,
9036,5,0,5,2013,Jun-15,Shoat,Exchange,,,,4,0,Consumption,,Within the location,,,8000,Yes,
9036,5,0,3,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,3,3,Consumption,,Within the location,,,6000,Yes,
9036,7,,1,2020,Sep-15,Sheep,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
9036,7,,1,2020,Jun-15,Goat,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
9037,2,,1,2010,Aug-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,15000,,,
9037,2,,2,2010,Jul-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within sub-location,,900,,,
9037,3,0,2,2011,Apr-15,Shoat,Received as gifts,,,,1,0,Restocking from loss,,Within sub-location,,,2800,Yes,
9037,3,0,1,2011,Jan-15,Cattle,Loaned in/Borrowed,,,,1,1,Restocking from loss,,Within sub-location,,,13000,Yes,
9037,3,0,3,2011,Sep-15,Shoat,Received as a part of a restocking program,,,,1,0,Restocking from loss,,Within sub-location,,,1500,Yes,
9037,4,0,2,2012,Feb-15,Camel,Received as gifts,,,,2,1,Expand herd,,Within sub-location,,,40000,Yes,
9037,4,0,1,2011,Nov-14,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,16000,Yes,
9037,4,0,3,2012,Jun-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within sub-location,,,5000,Yes,
9037,5,0,5,2013,Jul-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,,3000,Yes,
9037,5,0,1,2012,Oct-14,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,17000,Yes,
9037,5,0,4,2013,Apr-15,Shoat,Received as gifts,,,,5,5,Expand herd,,Within sub-location,,,10000,Yes,
9037,5,0,3,2013,Feb-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the location,,,3000,Yes,
9037,5,0,2,2013,Jan-15,Cattle,Received as gifts,,,,1,0,Restocking from loss,,Within the location,,,22000,Yes,
9037,7,,1,2019,Mar-15,Camel,Loaned in/Borrowed,,,,4,,Expand herd,,,,,,,2
9037,7,,2,2020,Dec-14,Goat,Loaned in/Borrowed,,,,3,,Expand herd,,,,,,,2
9037,7,,2,2020,Aug-15,Camel,Obtained as dowry,,,,4,,Cultural and traditional rites,,,,,,,2
9037,7,,1,2019,Mar-15,Goat,Loaned in/Borrowed,,,,3,,Expand herd,,,,,,,2
9037,7,,1,2020,Nov-14,Sheep,Loaned in/Borrowed,,,,1,,Consumption,,,,,,,1
9038,1,,2,2009,Jul-15,Shoat,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the location,,800,,,
9038,1,,1,2009,May-15,Camel,Purchased,,,,1,0,Restocking from loss,,Within sub-location,,9000,,,
9038,2,,2,2010,Apr-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,1000,,,
9038,2,,3,2010,Jul-15,Shoat,Loaned in/Borrowed,,,,2,0,Consumption,,Within the location,,1200,,,
9038,2,,1,2010,Apr-15,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the location,,12000,,,
9038,3,0,1,2011,Apr-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within sub-location,,,2400,Yes,
9038,5,0,1,2012,Dec-14,Camel,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within sub-location,,,17000,Yes,
9038,5,0,4,2013,Feb-15,Shoat,Purchased,,,,2,1,Expand herd,,Within sub-location,,,3000,Yes,
9038,5,0,5,2013,May-15,Shoat,Purchased,,,,2,0,Expand herd,,Within sub-location,,,2000,Yes,
9038,5,0,2,2013,Mar-15,Camel,Received as gifts,,,,1,1,Milking purposes,,Within the location,,,18900,Yes,
9038,5,1,3,2013,Jan-15,Shoat,Received as gifts,,,,19,9,Restocking from loss,,Within sub-location,,,15200,Yes,
9038,6,0,2,2015,Mar-15,Shoat,Received as gifts,,,,1,1,Consumption,,,.b,,1200,Yes,
9038,6,0,1,2014,Dec-14,Shoat,Purchased,,,,2,2,Restocking from loss,,,A livestock trader within the village,,4000,Yes,
9038,6,0,3,2015,Jun-15,Shoat,Exchange,,,,1,1,Cultural and traditional rites,,,.b,,3400,Yes,
9038,7,,1,2020,Dec-14,Goat,Received as a part of a restocking program,,,,1,,Expand herd,,,,,,,1
9039,1,,3,2009,Jun-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,600,,,
9039,1,,1,2008,Dec-14,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within sub-location,,15000,,,
9039,1,,2,2009,Mar-15,Shoat,Exchange,,,,1,0,Consumption,,Within sub-location,,950,,,
9039,3,0,1,2010,Nov-14,Camel,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,30000,Yes,
9039,4,0,3,2012,Aug-15,Shoat,Purchased,,,,2,2,Restocking from loss,,Within the location,,,3000,Yes,
9039,4,0,1,2011,Oct-14,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,,4000,Yes,
9039,4,0,2,2012,Jan-15,Shoat,Received as gifts,,,,5,5,Expand herd,,Within the location,,,7500,Yes,
9039,5,0,1,2012,Nov-14,Camel,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the location,,,30000,Yes,
9039,5,0,2,2013,Feb-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,3000,Yes,
9039,7,,1,2019,Mar-15,Camel,Obtained as dowry,,,,3,,Expand herd,,,,,,,1
9040,1,,2,2009,Jun-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the location,,10000,,,
9040,1,,3,2009,Oct-14,Shoat,Received as gifts,,,,1,0,Restocking from loss,,Within sub-location,,500,,,
9040,1,,1,2009,Feb-15,Shoat,Purchased,,,,1,0,Consumption,,Within sub-location,,1000,,,
9040,2,,2,2010,Apr-15,Shoat,Loaned in/Borrowed,,,,1,0,Consumption,,Within the location,,2000,,,
9040,2,,1,2010,Feb-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within the location,,1800,,,
9040,3,0,2,2011,Apr-15,Camel,Exchange,,,,2,0,Expand herd,,Within the location,,,50000,Yes,
9040,3,0,1,2011,Jan-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within the location,,,2400,Yes,
9040,5,0,2,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,10,6,Expand herd,,Within sub-location,,,21000,Yes,
9040,5,0,1,2012,Nov-14,Camel,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,,18500,Yes,
9040,5,0,4,2013,Sep-15,Shoat,Exchange,,,,5,0,Consumption,,Within sub-location,,,5500,Yes,
9040,5,0,3,2013,Jul-15,Shoat,Purchased,,,,7,2,Expand herd,,Within the location,,,7000,Yes,
9040,7,,1,2019,Mar-15,Sheep,Loaned in/Borrowed,,,,2,,Cultural and traditional rites,,,,,,,2
9040,7,,1,2020,Apr-15,Goat,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
9040,7,,2,2020,Jul-15,Sheep,Loaned in/Borrowed,,,,2,,Expand herd,,,,,,,2
9041,1,,3,2008,Dec-14,Shoat,Received as gifts,,,,1,0,Cultural and traditional rites,,Within sub-location,,1000,,,
9041,1,,2,2009,May-15,Shoat,Received as gifts,,,,1,0,Cultural and traditional rites,,Within sub-location,,1000,,,
9041,1,,1,2009,Oct-14,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,1000,,,
9041,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within sub-location,,,950,Yes,
9041,5,0,2,2013,Feb-15,Shoat,Exchange,,,,15,12,Expand herd,,Within the location,,,50000,Yes,
9041,5,0,1,2013,Jul-15,Camel,Obtained as dowry,,,,4,4,Cultural and traditional rites,,Within sub-location,,,200000,Yes,
9041,5,0,3,2013,Jun-15,Shoat,Received as gifts,,,,5,3,Expand herd,,Within sub-location,,,15000,Yes,
9042,2,,1,2010,Jul-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,15000,,,
9042,2,,2,2010,Aug-15,Shoat,Received as gifts,,,,2,1,Milking purposes,,Within sub-location,,1000,,,
9042,4,0,1,2011,Oct-14,Camel,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the location,,,40000,Yes,
9042,4,0,2,2012,Jun-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within the location,,,3000,Yes,
9042,5,0,1,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,3,2,Expand herd,,Within sub-location,,,3000,Yes,
9043,1,,4,2009,Jul-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,800,,,
9043,1,,1,2008,Nov-14,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,1200,,,
9043,1,,2,2009,Mar-15,Shoat,Loaned in/Borrowed,,,,1,0,Consumption,,Within sub-location,,600,,,
9043,1,,3,2009,Apr-15,Shoat,Purchased,,,,2,0,Cultural and traditional rites,,Within sub-location,,700,,,
9043,2,,2,2010,Aug-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within sub-location,,800,,,
9043,2,,1,2010,Jun-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,10000,,,
9043,3,0,1,2011,Mar-15,Camel,Other (specify),,,,60,60,Expand herd,,Within sub-location,,,1200000,Yes,
9043,4,0,1,2012,Mar-15,Camel,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the location,,,40000,Yes,
9043,4,0,2,2011,Nov-14,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,,4000,Yes,
9043,4,0,3,2012,Jun-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,,4000,Yes,
9043,5,0,2,2013,Feb-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,,5000,Yes,
9043,5,0,1,2013,Apr-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within the location,,,25000,Yes,
9043,5,0,3,2013,Aug-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,1200,Yes,
9043,7,,2,2020,Jul-15,Sheep,Received as gifts,,,,2,,Restocking from loss,,,,,,,2
9043,7,,1,2020,May-15,Sheep,Loaned in/Borrowed,,,,2,,Expand herd,,,,,,,2
9044,2,,1,2010,Apr-15,Cattle,Received as gifts,,,,1,1,Milking purposes,,Within the location,,18000,,,
9044,4,0,2,2012,Mar-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within the location,,,3000,Yes,
9044,4,0,1,2011,Nov-14,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,,6000,Yes,
9044,5,0,3,2012,Oct-14,Shoat,Purchased,,,,9,9,Expand herd,,Within sub-location,,,36000,Yes,
9044,5,0,4,2013,May-15,Shoat,Loaned in/Borrowed,,,,3,0,Expand herd,,Within sub-location,,,12000,Yes,
9044,5,0,5,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,4,0,Expand herd,,Within sub-location,,,8000,Yes,
9044,5,0,2,2013,Jun-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,35000,Yes,
9044,5,0,1,2012,Nov-14,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,35000,Yes,
9044,6,0,1,2014,Nov-14,Camel,Loaned in/Borrowed,Long term borrowing/lending,Family member,,1,1,Expand herd,,,.b,,35000,Yes,
9044,6,0,2,2015,Jan-15,Shoat,Received as gifts,,,,2,0,Expand herd,,,.b,,7000,Yes,
9045,2,,2,2010,Apr-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within the location,,2000,,,
9045,2,,1,2009,Nov-14,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the location,,20000,,,
9045,3,0,.b,.b,.b,.b,.b,,,,.b,.b,.b,,.b,,,.b,Yes,
9045,4,0,1,2012,Feb-15,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,20000,Yes,
9045,5,0,2,2013,Apr-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,,4000,Yes,
9045,5,0,1,2012,Dec-14,Shoat,Loaned in/Borrowed,,,,1,0,Expand herd,,Within sub-location,,,2500,Yes,
9046,1,,2,2009,Jun-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,600,,,
9046,1,,1,2009,Apr-15,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within sub-location,,15000,,,
9046,1,,3,2009,Jul-15,Shoat,Exchange,,,,1,0,Consumption,,Within sub-location,,700,,,
9046,3,0,1,2011,May-15,Cattle,Loaned in/Borrowed,,,,1,1,Restocking from loss,,Within the district,,,14000,Yes,
9046,4,0,1,2012,Jan-15,Shoat,Purchased,,,,1,0,Restocking from loss,,Within sub-location,,,1800,Yes,
9046,5,0,1,2012,Oct-14,Shoat,Loaned in/Borrowed,,,,2,2,Expand herd,,Within sub-location,,,4000,Yes,
9046,5,0,2,2012,Nov-14,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,,5000,Yes,
9046,5,0,6,2013,Aug-15,Shoat,Purchased,,,,2,2,Expand herd,,Within sub-location,,,4000,Yes,
9046,5,0,3,2013,Mar-15,Shoat,Exchange,,,,2,2,Expand herd,,Within the district,,,4000,Yes,
9046,5,0,4,2013,May-15,Shoat,Loaned in/Borrowed,,,,3,0,Expand herd,,Within sub-location,,,6000,Yes,
9046,5,0,5,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,,5000,Yes,
9046,6,0,1,2015,Jan-15,Shoat,Purchased,,,,1,0,Expand herd,,,A livestock trader within the village,,1100,Yes,
9047,1,,1,2009,Feb-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,800,,,
9047,1,,3,2009,Jun-15,Shoat,Received as gifts,,,,2,1,Consumption,,Within sub-location,,1000,,,
9047,1,,2,2009,Apr-15,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the location,,12000,,,
9047,2,,2,2010,May-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within sub-location,,1000,,,
9047,2,,1,2010,Jan-15,Camel,Loaned in/Borrowed,,,,1,0,Milking purposes,,Within sub-location,,15000,,,
9047,3,0,1,2011,Feb-15,Shoat,Loaned in/Borrowed,,,,2,1,Restocking from loss,,Within the location,,,2700,Yes,
9047,3,0,2,2011,Apr-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within sub-location,,,900,Yes,
9047,4,0,2,2012,Aug-15,Shoat,Purchased,,,,2,1,Expand herd,,Within sub-location,,,4000,Yes,
9047,4,0,1,2012,Jun-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,,1500,Yes,
9047,6,0,1,2014,Nov-14,Shoat,Received as gifts,,,,1,0,Cultural and traditional rites,,,.b,,1200,Yes,
9047,7,,1,2019,Mar-15,Sheep,Loaned in/Borrowed,,,,1,,Milking purposes,,,,,,,1
9048,1,,3,2009,Aug-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within sub-location,,1000,,,
9048,1,,2,2009,Jun-15,Shoat,Loaned in/Borrowed,,,,1,0,Consumption,,Within the location,,500,,,
9048,1,,1,2009,Feb-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,700,,,
9048,2,,1,2010,Jun-15,Camel,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the location,,18000,,,
9048,2,,2,2010,Aug-15,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within sub-location,,1000,,,
9048,4,0,4,2012,Apr-15,Shoat,Received as gifts,,,,3,1,Restocking from loss,,Within the location,,,6000,Yes,
9048,4,0,2,2012,Mar-15,Camel,Obtained as dowry,,,,2,0,Cultural and traditional rites,,Within the location,,,60000,Yes,
9048,4,0,3,2012,Jul-15,Cattle,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Outside the district,,,60000,Yes,
9048,4,0,1,2011,Nov-14,Camel,Received as gifts,,,,2,2,Expand herd,,Within the location,,,70000,Yes,
9048,5,0,1,2012,Dec-14,Cattle,Loaned in/Borrowed,,,,1,0,Expand herd,,Within sub-location,,,60000,Yes,
9048,6,0,1,2014,Oct-14,Camel,Obtained as dowry,,,,3,1,Cultural and traditional rites,,,.b,,90000,Yes,
9048,6,0,2,2015,Mar-15,Shoat,Received as gifts,,,,5,2,Expand herd,,,.b,,15000,Yes,
