hhid,round,comment,s6q49a,s6q49b,s6q50,s6q51,s6q52,s6q52b,s6q52c,s6q52d,s6q52e,slaughterevent
6027,1,,2008,12,Goat/Sheep,4, Ceremony/guests,,,,,2
6027,1,,2008,11,Goat/Sheep,2, Household consumption,,,,,1
6027,1,,2009,7,Goat/Sheep,12, Ceremony/guests,,,,,3
6027,2,,2010,7,Goat/Sheep,1, Household consumption,,,,,1
6027,2,,2010,9,Goat/Sheep,1, Ceremony/guests,,,,,2
6027,3,0,2011,4,Goat/Sheep,5,For sale,,,,,1
6027,5,0,2012,10,Goat/Sheep,1, Household consumption,,,,,1
6027,5,0,2013,6,Goat/Sheep,3, Ceremony/guests,,,,,3
6027,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,2
6027,7,,2020,12,Goat,1, Ceremony/guests,,1,,5000,1
6027,7,,2020,12,Sheep,3, Ceremony/guests,,1,,7500,1
6028,1,,2009,7,Goat/Sheep,2, Household consumption,,,,,1
6028,1,,2009,8,Goat/Sheep,1, Ceremony/guests,,,,,2
6028,2,,2010,5,Goat/Sheep,1, Household consumption,,,,,1
6028,3,0,2010,12,Goat/Sheep,1, Household consumption,,,,,1
6028,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,2
6028,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,3
6028,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,1
6028,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,1
6028,7,,2020,5,Goat,2,For sale,,2,3000,,1
6028,7,,2020,10,Goat,2,For sale,,2,3600,,2
6029,2,,2010,9,Goat/Sheep,3,For sale,,,,,3
6029,2,,2010,8,Goat/Sheep,2, Ceremony/guests,,,,,1
6029,2,,2010,9,Goat/Sheep,1, Animals would have died,,,,,2
6029,4,0,2012,9,Goat/Sheep,2, Household consumption,,,,,1
6029,5,0,2013,2,Goat/Sheep,2,For sale,,,,,2
6029,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,3
6029,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
6029,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,4
6029,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,3
6029,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,1
6029,6,0,2015,7,Goat/Sheep,4, Ceremony/guests,,,,,2
6030,1,,2009,8,Goat/Sheep,1,For sale,,,,,1
6030,2,,2010,2,Goat/Sheep,2, Household consumption,,,,,1
6030,2,,2010,8,Goat/Sheep,2, Ceremony/guests,,,,,2
6030,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,1
6030,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
6030,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,1
6030,6,0,2015,3,Goat/Sheep,2, Household consumption,,,,,1
6030,6,0,2015,6,Goat/Sheep,3, Ceremony/guests,,,,,2
6031,2,,2010,8,Goat/Sheep,2, Ceremony/guests,,,,,2
6031,2,,2010,7,Goat/Sheep,1, Household consumption,,,,,1
6031,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,1
6031,6,0,2015,7,Goat/Sheep,2, Ceremony/guests,,,,,1
6032,1,,2009,8,Goat/Sheep,2, Ceremony/guests,,,,,1
6032,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,2
6032,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,2
6032,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
6032,2,,2010,8,Goat/Sheep,2, Ceremony/guests,,,,,3
6032,3,0,2011,7,Goat/Sheep,8, Household consumption,,,,,1
6032,4,0,2012,7,Goat/Sheep,1, Household consumption,,,,,2
6032,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,1
6032,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,2
6032,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,3
6032,6,0,2015,5,Goat/Sheep,2, Ceremony/guests,,,,,1
6032,7,,2020,12,Goat,2, Household consumption,,2,,3000,2
6032,7,,2020,11,Sheep,1, Household consumption,,1,,3000,1
6032,7,,2020,10,Goat,2, Household consumption,,2,,2000,1
6033,1,,2009,9,Goat/Sheep,4, Animals would have died,,,,,2
6033,1,,2009,8,Goat/Sheep,5, Animals would have died,,,,,1
6033,7,,2019,2,Sheep,4,For sale,,3,3500,,1
6033,7,,2020,8,Sheep,4, Household consumption,,3,,7000,2
6033,7,,2020,5,Goat,3, Household consumption,,2,,3000,2
6033,7,,2019,3,Goat,3,For sale,,2,6000,,1
6033,7,,2020,11,Sheep,4,For sale,,3,3500,,3
6034,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
6034,3,0,2011,4,Goat/Sheep,1,For sale,,,,,1
6034,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,1
6034,6,0,2015,6,Goat/Sheep,1, Household consumption,,,,,1
6034,7,,2019,2,Sheep,3, Household consumption,,3,,3000,1
6034,7,,2020,12,Goat,1, Household consumption,,1,,4500,1
6034,7,,2020,9,Sheep,3, Household consumption,,3,,3000,3
6034,7,,2020,5,Sheep,3, Household consumption,,3,,2500,2
6035,3,0,2010,12,Goat/Sheep,4,For sale,,,,,1
6035,4,0,2012,6,Goat/Sheep,1, Household consumption,,,,,1
6035,6,0,2015,6,Goat/Sheep,1, Ceremony/guests,,,,,3
6035,6,0,2015,1,Goat/Sheep,1, Ceremony/guests,,,,,1
6035,6,0,2015,3,Goat/Sheep,2, Household consumption,,,,,2
6035,7,,2020,8,Sheep,5, Household consumption,,3,,3000,2
6035,7,,2020,12,Sheep,5, Household consumption,,3,,9000,3
6035,7,,2019,2,Sheep,5, Household consumption,,3,,3000,1
6036,2,,2010,7,Goat/Sheep,1, Household consumption,,,,,1
6036,3,0,2011,7,Goat/Sheep,4,For sale,,,,,2
6036,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,1
6036,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,1
6036,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
6036,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,2
6036,6,0,2015,7,Goat/Sheep,1, Household consumption,,,,,1
6036,7,,2020,9,Sheep,2,For sale,,2,2000,,1
6036,7,,2020,10,Goat,1,For sale,,1,1800,,1
6036,7,,2020,12,Sheep,2,For sale,,2,1500,,2
6037,1,,2009,2,Goat/Sheep,2, Household consumption,,,,,1
6037,1,,2009,7,Goat/Sheep,3, Household consumption,,,,,2
6037,1,,2009,9,Goat/Sheep,2, Ceremony/guests,,,,,3
6038,2,,2010,7,Goat/Sheep,1, Household consumption,,,,,1
6038,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,1
6038,7,,2020,12,Goat,2,For sale,,1,3500,,1
6040,1,,2009,5,Goat/Sheep,1, Household consumption,,,,,2
6040,1,,2009,1,Goat/Sheep,1, Household consumption,,,,,1
6040,2,,2010,5, Camel,1, Household consumption,,,,,1
6040,3,0,2011,1,Goat/Sheep,1, Household consumption,,,,,1
6040,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,2
6040,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,1
6040,7,,2020,12,Sheep,2, Ceremony/guests,,2,,2500,2
6040,7,,2020,7,Sheep,2, Ceremony/guests,,2,,2000,1
6041,1,,2009,2,Goat/Sheep,1, Household consumption,,,,,1
6041,1,,2009,8,Goat/Sheep,1, Household consumption,,,,,2
6041,2,,2010,8,Goat/Sheep,3, Household consumption,,,,,2
6041,2,,2009,12,Goat/Sheep,2, Ceremony/guests,,,,,1
6041,3,0,2011,6,Goat/Sheep,6, Animals would have died,,,,,1
6041,4,0,2012,1,Goat/Sheep,1, Household consumption,,,,,1
6041,6,0,2015,3,Goat/Sheep,2, Household consumption,,,,,2
6041,6,0,2015,7,Goat/Sheep,8, Ceremony/guests,,,,,3
6041,6,0,2015,8,Goat/Sheep,2, Household consumption,,,,,4
6041,6,0,2014,12,Goat/Sheep,6,For sale,,,,,1
6041,7,,2020,7,Goat,2, Ceremony/guests,,2,,3000,1
6041,7,,2020,12,Sheep,6, Ceremony/guests,,3,,4000,3
6041,7,,2020,9,Sheep,6, Household consumption,,3,,6500,2
6041,7,,2020,12,Goat,2, Ceremony/guests,,2,,2800,2
6041,7,,2020,7,Sheep,6, Ceremony/guests,,3,,6400,1
6042,1,,2009,1,Goat/Sheep,1, Household consumption,,,,,1
6042,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,3
6042,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
6042,2,,2010,7,Goat/Sheep,1, Household consumption,,,,,2
6042,2,,2010,4,Goat/Sheep,2, Ceremony/guests,,,,,1
6042,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,3
6042,3,0,.a,.a,Goat/Sheep,5, Household consumption,,,,,1
6042,4,0,2012,6,Goat/Sheep,1, Household consumption,,,,,1
6042,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,1
6042,7,,2020,8,Sheep,3, Household consumption,,3,,4500,2
6042,7,,2020,12,Goat,4, Household consumption,,2,,8000,2
6042,7,,2020,5,Goat,4, Household consumption,,2,,7000,1
6042,7,,2020,7,Sheep,3, Household consumption,,3,,4000,1
6042,7,,2020,9,Sheep,3, Household consumption,,3,,5000,3
6043,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,1
6043,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,2
6043,2,,2009,12,Goat/Sheep,3, Household consumption,,,,,2
6043,2,,2009,11,Goat/Sheep,2, Ceremony/guests,,,,,1
6043,2,,2010,6,Goat/Sheep,2,For sale,,,,,3
6043,3,0,2011,7,Goat/Sheep,4, Ceremony/guests,,,,,1
6043,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
6043,4,0,2012,3,Goat/Sheep,3, Household consumption,,,,,1
6044,2,,2009,12,Goat/Sheep,1, Household consumption,,,,,1
6044,2,,2010,8,Goat/Sheep,2, Ceremony/guests,,,,,2
6044,3,0,2011,1,Goat/Sheep,1, Household consumption,,,,,1
6044,4,0,2012,2,Goat/Sheep,2, Household consumption,,,,,1
6044,7,,2020,7,Sheep,10, Ceremony/guests,,2,,28000,1
6044,7,,2020,8,Sheep,10, Household consumption,,2,,12000,2
6045,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,1
6045,1,,2009,8,Goat/Sheep,2, Ceremony/guests,,,,,2
6045,2,,2010,8,Goat/Sheep,2, Ceremony/guests,,,,,2
6045,2,,2010,9,Goat/Sheep,2, Ceremony/guests,,,,,3
6045,2,,2010,7,Goat/Sheep,2, Household consumption,,,,,1
6045,3,0,2011,6,Goat/Sheep,1, Household consumption,,,,,1
6045,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
6045,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,2
6045,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,4
6045,5,0,2013,9,Goat/Sheep,3, Ceremony/guests,,,,,5
6045,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
6045,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,2
6045,5,0,2013,3,Goat/Sheep,2, Household consumption,,,,,3
6045,6,0,2015,1,Goat/Sheep,2, Household consumption,,,,,1
6045,6,0,2015,4,Goat/Sheep,3, Household consumption,,,,,2
6045,6,0,2015,6,Goat/Sheep,1, Ceremony/guests,,,,,3
6045,7,,2019,2,Goat,4, Household consumption,,3,,3000,1
6045,7,,2020,5,Goat,4,For sale,,3,4500,,2
6045,7,,2020,12,Goat,4, Ceremony/guests,,3,,8000,3
6045,7,,2020,7,Sheep,2, Household consumption,,2,,3000,2
6045,7,,2020,4,Sheep,2, Household consumption,,2,,3000,1
6046,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
6046,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,2
6046,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,5
6046,2,,2010,6,Goat/Sheep,3, Ceremony/guests,,,,,4
6046,2,,2009,12,Goat/Sheep,3, Ceremony/guests,,,,,1
6046,2,,2010,2,Goat/Sheep,2, Household consumption,,,,,2
6046,2,,2010,4,Goat/Sheep,1, Household consumption,,,,,3
6046,2,,2009,10,Goat/Sheep,2, Animals would have died,,,,,6
6046,3,0,2011,7,Goat/Sheep,10, Household consumption,,,,,1
6046,4,0,2012,6,Goat/Sheep,1, Household consumption,,,,,1
6046,4,0,2012,9,Goat/Sheep,1, Ceremony/guests,,,,,2
6046,5,0,2013,6,Goat/Sheep,1, Household consumption,,,,,5
6046,5,0,2012,11,Goat/Sheep,2, Ceremony/guests,,,,,1
6046,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,6
6046,5,0,2013,5,Goat/Sheep,2, Ceremony/guests,,,,,3
6046,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,2
6046,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,4
6046,6,0,2015,5,Goat/Sheep,4, Ceremony/guests,,,,,1
6046,6,0,2015,6,Goat/Sheep,4, Ceremony/guests,,,,,2
6046,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,3
6047,1,,2009,8,Goat/Sheep,4, Household consumption,,,,,4
6047,1,,2009,2,Goat/Sheep,2, Ceremony/guests,,,,,2
6047,1,,2008,12,Goat/Sheep,2, Ceremony/guests,,,,,1
6047,1,,2009,7,Goat/Sheep,2, Household consumption,,,,,3
6047,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
6047,2,,2010,7,Goat/Sheep,3, Ceremony/guests,,,,,2
6047,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,3
6047,3,0,2011,7,Goat/Sheep,4, Ceremony/guests,,,,,4
6047,3,0,2011,6,Goat/Sheep,3, Ceremony/guests,,,,,3
6047,3,0,2011,8,Goat/Sheep,1, Household consumption,,,,,5
6047,3,0,2010,11,Goat/Sheep,2, Animals would have died,,,,,1
6047,3,0,2011,1,Goat/Sheep,3, Household consumption,,,,,2
6047,4,0,2012,6,Goat/Sheep,4, Household consumption,,,,,2
6047,4,0,2011,12,Goat/Sheep,1, Household consumption,,,,,1
6047,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,1
6047,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,3
6047,6,0,2015,3,Goat/Sheep,1, Household consumption,,,,,1
6047,6,0,2015,7,Goat/Sheep,2, Ceremony/guests,,,,,2
6047,7,,2020,5,Goat,4, Household consumption,,4,,3500,2
6047,7,,2019,2,Goat,4, Household consumption,,4,,4000,1
6047,7,,2020,7,Goat,4, Household consumption,,4,,2500,3
6047,7,,2020,12,Sheep,2, Household consumption,,2,,1,2
6047,7,,2020,12,Goat,4, Ceremony/guests,,4,,3000,4
6047,7,,2020,9,Sheep,2, Household consumption,,2,,3000,1
6048,1,,2009,10,Goat/Sheep,1, Ceremony/guests,,,,,1
6048,1,,2009,7,Goat/Sheep,7, Ceremony/guests,,,,,2
6048,1,,2009,8,Goat/Sheep,1, Household consumption,,,,,3
6048,2,,2010,5,Goat/Sheep,2, Household consumption,,,,,2
6048,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
6048,2,,2010,7,Goat/Sheep,6, Ceremony/guests,,,,,3
6048,2,,2010,9,Goat/Sheep,3, Ceremony/guests,,,,,4
6048,4,0,2012,6,Goat/Sheep,2, Household consumption,,,,,1
6048,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,3
6048,5,0,2013,4,Goat/Sheep,2, Household consumption,,,,,1
6048,5,0,2013,5,Goat/Sheep,2, Ceremony/guests,,,,,2
6048,6,0,2015,6,Goat/Sheep,9, Ceremony/guests,,,,,1
6048,7,,2020,11,Sheep,4, Ceremony/guests,,3,,2600,2
6048,7,,2020,7,Sheep,4, Ceremony/guests,,3,,4600,1
6048,7,,2020,12,Sheep,4, Household consumption,,3,,3400,3
6049,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,1
6049,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,2
6049,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,1
6049,3,0,2011,6,Goat/Sheep,3, Ceremony/guests,,,,,1
6049,4,0,2012,3,Goat/Sheep,4, Household consumption,,,,,1
6049,4,0,2012,7,Goat/Sheep,3, Ceremony/guests,,,,,2
6049,5,0,2013,5,Goat/Sheep,2, Ceremony/guests,,,,,1
6049,6,0,2015,6,Goat/Sheep,3, Ceremony/guests,,,,,3
6049,6,0,2015,5,Goat/Sheep,3, Ceremony/guests,,,,,2
6049,6,0,2014,10,Goat/Sheep,4, Household consumption,,,,,1
6049,7,,2019,3,Goat,3, Ceremony/guests,,2,,3000,1
6049,7,,2020,5,Sheep,3, Household consumption,,2,,2500,1
6049,7,,2020,12,Goat,3,For sale,,2,8100,,2
6049,7,,2020,7,Sheep,3, Ceremony/guests,,2,,3500,2
6050,1,,2009,7,Goat/Sheep,2, Household consumption,,,,,1
6050,1,,2009,8,Goat/Sheep,2, Ceremony/guests,,,,,2
6050,2,,2010,9,Goat/Sheep,6, Animals would have died,,,,,2
6050,2,,2010,7,Goat/Sheep,4, Ceremony/guests,,,,,1
6050,3,0,2011,6,Goat/Sheep,1, Household consumption,,,,,2
6050,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,1
6050,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
6050,5,0,2013,6,Goat/Sheep,1, Household consumption,,,,,1
6052,1,,2009,9,Goat/Sheep,2, Animals would have died,,,,,1
6052,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,2
6052,2,,2010,3,Goat/Sheep,1, Ceremony/guests,,,,,1
6052,3,0,2011,2,Goat/Sheep,2,For sale,,,,,1
6052,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
6052,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
6052,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,2
6052,7,,2020,5,Sheep,3, Household consumption,,2,,6000,1
6052,7,,2020,10,Sheep,3, Animals would have died,,2,,2500,2
6052,7,,2020,12,Goat,2, Household consumption,,2,,4500,2
6052,7,,2019,3,Goat,2, Ceremony/guests,,2,,3000,1
6053,1,,2009,8,Goat/Sheep,2, Household consumption,,,,,1
6053,2,,2009,10,Goat/Sheep,1, Household consumption,,,,,1
6053,2,,2010,4,Goat/Sheep,1, Household consumption,,,,,2
6053,3,0,2011,9,Goat/Sheep,1, Household consumption,,,,,2
6053,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,4
6053,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,3
6053,3,0,.a,.a,Goat/Sheep,1, Household consumption,,,,,1
6053,4,0,2011,11,Goat/Sheep,2, Household consumption,,,,,1
6053,4,0,2012,8,Goat/Sheep,2,For sale,,,,,3
6053,4,0,2012,3,Goat/Sheep,3, Household consumption,,,,,2
6053,5,0,2013,6, Cattle,2, Ceremony/guests,,,,,1
6053,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,2
6053,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
6053,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,1
6053,7,,2020,7,Sheep,3, Household consumption,,3,,3000,2
6053,7,,2020,9,Sheep,3, Household consumption,,3,,3500,3
6053,7,,2020,6,Sheep,3, Household consumption,,3,,4000,1
6053,7,,2020,9,Goat,7, Household consumption,,4,,4000,4
6053,7,,2020,6,Goat,7, Household consumption,,4,,4500,2
6053,7,,2020,8,Goat,7, Household consumption,,4,,5500,3
6053,7,,2020,6,Goat,7, Household consumption,,4,,5000,1
6054,4,0,2011,12,Goat/Sheep,2, Household consumption,,,,,1
6054,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,2
6054,5,0,2013,3,Goat/Sheep,2, Ceremony/guests,,,,,1
6054,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,2
6054,5,0,2013,4,Goat/Sheep,1, Ceremony/guests,,,,,3
6054,6,0,2014,11,Goat/Sheep,1, Ceremony/guests,,,,,1
6054,6,0,2015,6,Goat/Sheep,1, Ceremony/guests,,,,,2
6054,7,,2020,12,Goat,1, Ceremony/guests,,1,,1000,1
6054,7,,2020,12,Sheep,2, Ceremony/guests,,2,,1000,1
6054,7,,2020,12,Sheep,2, Ceremony/guests,,2,,3000,2
6056,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,1
6056,1,,2009,8,Goat/Sheep,2, Household consumption,,,,,2
6056,2,,2010,6, Cattle,1,For sale,,,,,3
6056,2,,2010,8,Goat/Sheep,2, Ceremony/guests,,,,,5
6056,2,,2009,12,Goat/Sheep,3, Ceremony/guests,,,,,2
6056,2,,2010,6,Goat/Sheep,2, Household consumption,,,,,4
6056,2,,2010,2, Cattle,2,For sale,,,,,1
6056,3,0,2011,2,Goat/Sheep,1,For sale,,,,,1
6056,3,0,2011,7,Goat/Sheep,1, Household consumption,,,,,2
6056,4,0,2011,10,Goat/Sheep,1, Ceremony/guests,,,,,3
6056,4,0,2012,1,Goat/Sheep,1, Animals would have died,,,,,2
6056,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
6056,5,0,2012,12,Goat/Sheep,1, Household consumption,,,,,1
6056,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,3
6056,5,0,2013,3,Goat/Sheep,2, Household consumption,,,,,2
6056,6,0,2014,12,Goat/Sheep,2, Ceremony/guests,,,,,1
6056,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,4
6056,6,0,2015,5,Goat/Sheep,2, Ceremony/guests,,,,,2
6056,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,3
6056,7,,2020,5,Sheep,7, Ceremony/guests,,3,,6000,2
6056,7,,2020,12,Sheep,7, Ceremony/guests,,3,,9000,3
6056,7,,2019,3,Sheep,7, Household consumption,,3,,6000,1
6057,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
6057,2,,2010,6,Goat/Sheep,1, Household consumption,,,,,2
6057,4,0,2012,9,Goat/Sheep,3, Household consumption,,,,,1
6057,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
6057,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,3
6057,5,0,2013,9,Goat/Sheep,1, Household consumption,,,,,4
6057,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,2
6057,7,,2020,12,Sheep,2, Ceremony/guests,,2,,1500,2
6057,7,,2019,1,Goat,1, Animals would have died,,1,,2000,1
6057,7,,2020,8,Sheep,2, Household consumption,,2,,3000,1
6058,1,,2009,7,Goat/Sheep,5, Animals would have died,,,,,1
6058,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,1
6058,5,0,2013,8,Goat/Sheep,2, Ceremony/guests,,,,,2
6058,7,,2020,12,Goat,2,For sale,,2,2700,,2
6058,7,,2019,1,Sheep,2,For sale,,2,3450,,1
6058,7,,2020,9,Sheep,2,For sale,,2,1700,,2
6058,7,,2020,4,Goat,2,For sale,,2,2500,,1
6059,1,,2008,12,Goat/Sheep,5, Ceremony/guests,,,,,1
6059,1,,2009,9, Camel,1, Household consumption,,,,,3
6059,1,,2009,4,Goat/Sheep,2, Household consumption,,,,,2
6059,2,,2010,4,Goat/Sheep,1, Household consumption,,,,,2
6059,2,,2010,2,Goat/Sheep,2, Household consumption,,,,,1
6059,2,,2009,10,Goat/Sheep,1, Household consumption,,,,,6
6059,2,,2010,8,Goat/Sheep,2, Animals would have died,,,,,4
6059,2,,2010,6,Goat/Sheep,3, Ceremony/guests,,,,,3
6059,2,,2010,9,Goat/Sheep,3, Household consumption,,,,,5
6059,3,0,2011,6,Goat/Sheep,3, Ceremony/guests,,,,,1
6059,4,0,.a,.a,Goat/Sheep,4, Household consumption,,,,,4
6059,4,0,2012,6,Goat/Sheep,3, Household consumption,,,,,3
6059,4,0,2011,12,Goat/Sheep,4, Animals would have died,,,,,2
6059,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,1
6059,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,2
6059,5,0,2013,1,Goat/Sheep,2, Household consumption,,,,,1
6059,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,3
6059,6,0,2015,8,Goat/Sheep,2, Household consumption,,,,,2
6059,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,1
6059,7,,2019,2,Goat,6, Household consumption,,3,,5000,1
6059,7,,2020,12,Goat,6, Ceremony/guests,,3,,6000,3
6059,7,,2020,6,Goat,6, Ceremony/guests,,3,,18000,2
6060,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
6060,2,,2010,4,Goat/Sheep,1, Household consumption,,,,,2
6060,2,,2010,6,Goat/Sheep,1, Household consumption,,,,,3
6060,3,0,2011,6,Goat/Sheep,3, Ceremony/guests,,,,,1
6060,3,0,2011,9,Goat/Sheep,2,For sale,,,,,4
6060,3,0,2011,8,Goat/Sheep,2,For sale,,,,,3
6060,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
6060,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,1
6060,7,,2020,7,Sheep,1, Ceremony/guests,,1,,2000,1
6061,1,,2009,6,Goat/Sheep,3, Ceremony/guests,,,,,1
6061,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
6061,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,3
6061,2,,2010,6,Goat/Sheep,1, Household consumption,,,,,2
6061,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,1
6061,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,2
6061,6,0,2015,7,Goat/Sheep,1, Household consumption,,,,,1
6061,7,,2020,11,Goat,1,For sale,,1,4500,,1
6061,7,,2020,5,Sheep,1, Ceremony/guests,,1,,3000,1
6062,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
6062,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,2
6062,1,,2009,9,Goat/Sheep,1,For sale,,,,,3
6062,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
6062,2,,2009,10,Goat/Sheep,3, Ceremony/guests,,,,,3
6062,2,,2010,6,Goat/Sheep,2, Ceremony/guests,,,,,2
6062,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,1
6062,4,0,2012,1,Goat/Sheep,3, Household consumption,,,,,1
6062,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,2
6062,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,3
6062,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,1
6062,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,2
6062,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,1
6062,6,0,2015,9,Goat/Sheep,2, Household consumption,,,,,2
6062,7,,2020,12,Goat,4, Ceremony/guests,,3,,6000,3
6062,7,,2020,7,Goat,4, Ceremony/guests,,3,,4500,2
6062,7,,2019,2,Goat,4, Household consumption,,3,,3000,1
6063,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,2
6063,1,,2008,12,Goat/Sheep,1, Ceremony/guests,,,,,1
6063,2,,2009,12,Goat/Sheep,1, Household consumption,,,,,2
6063,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,3
6063,2,,2009,11,Goat/Sheep,1, Household consumption,,,,,1
6063,3,0,2011,9,Goat/Sheep,1, Household consumption,,,,,2
6063,3,0,2011,7,Goat/Sheep,2, Household consumption,,,,,1
6063,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,1
