hhid,round,conflict_yn,conflict_why_1,conflict_why_2,conflict_why_3,conflict_why_4,conflict_why_5,conflict_why_6,conflict_why_7,conflict_why_97,conflict_why_other,conflict_impact_yn,conflict_impact_how_1,conflict_impact_how_2,conflict_impact_how_3,conflict_impact_how_4,conflict_impact_how_5,conflict_impact_how_6,conflict_impact_how_7,conflict_impact_how_8,conflict_impact_how_9,conflict_impact_how_10,conflict_impact_how_97,conflict_impact_how_other,conflict_community_impact_1,conflict_community_impact_2,conflict_community_impact_3,conflict_community_impact_4,conflict_community_impact_5,conflict_community_impact_6,conflict_community_impact_97,conflict_community_impact_other
5019,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,7,Yes,Yes,No,Yes,No,Yes,No,Yes,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
5055,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,7,Yes,Yes,No,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
5075,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,7,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,
5093,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6004,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
6018,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
6021,7,Yes,Yes,No,Yes,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,
6022,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,
6026,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6029,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6033,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034,7,Yes,No,No,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
6035,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6042,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6043,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6044,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6046,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6047,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6048,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6049,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6052,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,7,Yes,Yes,No,No,No,Yes,Yes,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Injured household member in conflict,No,Yes,No,No,No,No,No,
6054,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6057,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6058,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6061,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6062,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6063,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6064,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6066,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,Yes,No,No,No,
6067,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6070,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,livestock njuries by the raiders
6074,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6076,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
6077,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6078,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6082,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6085,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6088,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6089,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6092,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6093,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6094,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6096,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
6101,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,7,Yes,No,No,Yes,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
6104,7,Yes,No,No,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
6105,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6108,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6109,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
6112,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002,7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
7003,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,Yes,No,No,No,
7004,7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
7005,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006,7,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Political Differences,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
7007,7,Yes,Yes,No,No,No,Yes,No,No,Yes,Political differences,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,No,No,No,No,No,
7008,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,Yes,No,No,No,No,
7009,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,7,Yes,No,No,No,No,No,No,No,Yes,Land,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
7012,7,Yes,Yes,No,Yes,No,Yes,No,No,No,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,
7013,7,Yes,No,No,No,No,Yes,No,No,No,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,No,Yes,No,No,
7014,7,Yes,No,No,No,No,Yes,No,No,Yes,Land,No,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,Restricted grazing fields
7015,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,No,Yes,No,No,
7016,7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,No,Yes,No,No,No,No,No,
7017,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,Yes,Many households families become vulnerable
7018,7,Yes,No,No,No,No,Yes,No,No,Yes,Land,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
7019,7,Yes,No,No,No,No,Yes,No,No,Yes,Land,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
7020,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
7021,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7022,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,Yes,No,No,No,
7023,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7024,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,Yes,No,No,No,No,
7026,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,No,Yes,No,No,
7027,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,Yes,No,No,No,
7028,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,Yes,No,No,No,
7029,7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,
7030,7,Yes,No,No,No,No,Yes,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,
7031,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
7032,7,Yes,No,No,No,No,Yes,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,
7033,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,Yes,No,No,No,
7034,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,No,Yes,No,No,
7035,7,Yes,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,
7036,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
7037,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
7039,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,No,No,No,Yes,No,No,
7040,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
7041,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7042,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
7043,7,Yes,No,No,No,No,No,No,No,Yes,Land and political incitements,No,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,
7049,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,No,No,No,Yes,No,No,
8001,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002,7,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8003,7,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8005,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8006,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8007,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8009,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
8010,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8020,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8021,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8024,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,7,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,
8027,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8029,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8030,7,Yes,Yes,Yes,No,No,No,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,
8032,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8034,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
8035,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8036,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038,7,Yes,Yes,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8039,7,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,
8040,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8044,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8049,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
8053,7,Yes,Yes,Yes,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,
8054,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8055,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8056,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8057,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8059,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
8061,7,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
8062,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9001,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9003,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9004,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9005,7,Yes,No,No,No,No,No,Yes,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9006,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9007,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9008,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9009,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9010,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9011,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9012,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9013,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9014,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9015,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9016,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9017,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9020,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9021,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9022,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9025,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9027,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9028,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9029,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9032,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9033,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9034,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9035,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9036,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9037,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9038,7,Yes,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9039,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040,7,Yes,No,No,No,No,No,Yes,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9041,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9043,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9046,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9047,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9048,7,Yes,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9049,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9050,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,7,Yes,Yes,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9052,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9053,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9054,7,Yes,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,
9055,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,
9056,7,Yes,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
9057,7,Yes,No,No,Yes,No,No,No,No,No,,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,
