hhid,round,comment,s14q1,s14q2,s14q2b,s14q2a,s14q4a,s14q4b,s14q3,s14q3_a,s14q3_b,s14q5,s14q6,s14q6b,s14q7,s14q8,s14q9,s14q10,s14q11,s14q51,s14q52,s14q52b,s14q24,s14q25,s14q28,s14q53,s14q54,s14q83,s14q55,s14q56,s14q56b,s14q57,s14q57b,s14q51_a,s14q51_b,s14q51_c,s14q51_d,s14q51_e,s14q51_f,s14q73,s14q71,s14q72,s14q18a,s14q18a2,s14q18b,s14q19a,s14q19a2,s14q19b,s14q20a,s14q20a2,s14q20b,s14q21a,s14q21a2,s14q21b,s14q5_r1,s14q6_r1,s14q6b_r1,s14q7_r1,s14q8_r1,s14q9_r1,s14q9b_r1,s14q10_r1,s14q10b_r1,s14q11_r1,s14q12,s14q13,s14q13b,s14q14,s14q15,s14q16,s14q16b,s14q17,s14q58_r23,s14q58a_r23,s14q58b_r23,s14q58,s14q58a,s14q58b,s14q59,s14q59b,s14q59c,s14q5_r7,s14q8_r7,debt_3,debt_4,debt_5,debt_6,debt_5_support_yn,debt_5_support_who,debt_7,debt_8,debt_9,debt_10
14054,1,,No,,,,,,,,,,,,,,,,,Yes,,,4,4600,4600,,,,,Private (family/friend etc.),,Food,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),2,Don't need it,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,,,,,,,,,
14054,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Money lender,,Quite difficult (2 out of 6 chances),Bank,,Very easy (always get it),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
14054,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 600 in a month,Bank,,Very difficult (1 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14054,4,0,Yes,At home,,,No bank/saving association in the location,,1400,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
14054,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,No one would lend,,,,,,,,,,,,,
14054,6,0,Yes,At home,,,No bank/saving association in the location,,10000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14054,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,30000,No,,Yes,15000,No,,No,,No,
14055,5,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,1,1000,1000,800,Private (family/friend etc.),,Health costs,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,No one would lend,,,,,,,,,,,,,
14055,6,0,Yes,Bank,,KCB BANK,,,500000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Dont need it,,,,,,,,,,,,,
14055,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,5000,No,,,,No,,No,
14056,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Impossible,Private (family/friend etc.),,Impossible,Trader,,Impossible,Trader,,Impossible,2,Don't need it,,,,,,,,,No,No-one would lend: not credit worthy,,,,,,,,,,,,,,,,,,,,,,,,,,,
14056,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14056,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 600 in a month,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,Impossible,Bank,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14056,4,0,Yes,At home,,,More costly than other choices,,1000,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14056,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14056,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14056,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,500,No,,No,,,,No,,No,
14057,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,No-one would lend: not credit worthy,,,,,,,,,,,,,,,,,,,,,,,,,,,
14057,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14057,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,Money lender,,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Bank,,Impossible,Bank,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14057,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14057,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14057,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
14057,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14058,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),2,No-one would lend: no-one has money,,,,,,,,,Yes,,,4,1000,Food,,1000,,,,,,,,,,,,,,,,,,,,,
14058,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
14058,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,pay back Ksh 600 in a month,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Bank,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Other (specify),NO ONE HAS EVER COME HERE.,,,,,,,,,,,,,,,,,,
14058,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
14058,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14058,6,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,2,5000,500,3000,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
14058,7,,Yes,At home,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14059,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,Impossible,2,No-one would lend: no-one has money,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14060,1,,No,,,,,,,,,,,,,,,,,Yes,,,1,100,100,,,,,Private (family/friend etc.),,Food,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),2,No-one would lend: no-one has money,,,,,,,,,Yes,,,2,500,Food,,200,,,,,,,,,,,,,,,,,,,,,
14060,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
14060,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,Don't know,Trader,,Quite easy (4 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Bank,,Impossible,Bank,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14060,4,0,Yes,At home,,,No bank/saving association in the location,,8650,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
14060,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
14060,6,0,Yes,Bank,,Equity Bank,,,30000,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14060,7,,Yes,Bank,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3000,Yes,2000,No,,,,No,,No,
14061,1,,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),2,No-one would lend: no-one has money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14061,2,,Yes,At home,,,No bank/saving association in the location,,155000,,,,,,,,,,,Yes,,,,,,2,50000,,0,.b,Neighbour,Food,,,,,,,,,,,Trader,,O.K. (3 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14061,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,pay back Ksh 600 in a month,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Bank,,Impossible,Trader,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14061,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14061,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
14061,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14061,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14062,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),1,,,1,1500,Private (family/friend etc),,Health costs,,0,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
14062,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Trader,,Quite easy (4 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
14062,4,0,Yes,At home,,,No bank/saving association in the location,,6500,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
14062,5,0,Yes,At home,,,Cash saving is not large enough,,700,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
14062,6,0,Yes,At home,,,Lack of information about availability and operations of banking insitutions,,7000,,,,,,,,,,,Yes,,,,,,1,3700,0,0,Trader,,To buy livestock,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
14062,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14064,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064,2,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Trader,,Impossible,Trader,,Impossible,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
14064,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Impossible,Money lender,,Impossible,Religious organization,,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14064,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
14064,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Dont need it,,,,,,,,,,,,,
14064,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14064,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1500,No,,No,,,,No,,No,
14065,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Bank,,Impossible,2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14065,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Private (family/friend etc.),,Impossible,Trader,,Very difficult (1 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Informal saving scheme (e.g. merry go round),,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14065,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
14065,5,0,Yes,At home,,,No bank/saving association in the location,,2000,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14065,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14065,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3500,Yes,2500,No,,,,No,,No,
14066,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,No-one would lend: not credit worthy,,,,,,,,,,,,,,,,,,,,,,,,,,,
14066,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14066,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
14066,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,Prefer not to owe credit,,,,,,,,,,,,,
14066,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,Prefer not to owe credit,,,,,,,,,,,,,
14066,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14067,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
