hhid,round,comment,animaltype,s13q1,s13q2
7017,4,0,Donkey/Ass/mule,8,0
7017,4,0,Cat,0,0
7017,4,0,poultry,15,0
7017,4,0,Dog,0,0
7017,5,1,poultry,15,15
7017,5,0,Cat,0,0
7017,5,0,Dog,0,0
7017,5,1,Donkey/Ass/mule,11,11
7017,6,0,poultry,0,3
7017,6,0,Dog,0,0
7017,6,0,Donkey/Ass/mule,0,5
7017,6,0,Cat,0,0
7018,1,,Donkey/Ass/mule,1,1
7018,1,,poultry,1,1
7018,2,,Donkey/Ass/mule,2,2
7018,2,,poultry,0,0
7018,2,,Cat,0,0
7018,2,,Dog,0,0
7018,3,0,Cat,0,0
7018,3,0,Dog,0,0
7018,3,0,poultry,0,0
7018,3,0,Donkey/Ass/mule,1,0
7018,4,0,Cat,0,0
7018,4,0,Dog,1,1
7018,4,0,Donkey/Ass/mule,0,0
7018,4,0,poultry,0,0
7018,5,1,Dog,2,2
7018,5,1,Donkey/Ass/mule,1,1
7018,5,0,Cat,0,0
7018,5,0,poultry,0,0
7018,6,0,Cat,0,0
7018,6,0,poultry,0,0
7018,6,0,Dog,1,1
7018,6,0,Donkey/Ass/mule,2,2
7019,1,,Donkey/Ass/mule,1,1
7019,1,,poultry,0,0
7019,2,,Dog,0,0
7019,2,,Donkey/Ass/mule,1,1
7019,2,,Cat,0,0
7019,2,,poultry,0,0
7019,3,0,Dog,0,0
7019,3,0,Donkey/Ass/mule,1,1
7019,3,0,Cat,0,0
7019,3,0,poultry,0,0
7019,4,0,Donkey/Ass/mule,1,1
7019,4,0,Dog,0,0
7019,4,0,poultry,0,0
7019,4,0,Cat,0,0
7019,5,0,Cat,0,0
7019,5,0,Donkey/Ass/mule,1,2
7019,5,0,poultry,0,0
7019,5,0,Dog,0,0
7019,6,0,Cat,0,0
7019,6,0,Donkey/Ass/mule,3,3
7019,6,0,poultry,0,0
7019,6,0,Dog,0,0
7020,1,,Donkey/Ass/mule,1,1
7020,1,,poultry,0,0
7020,2,,Donkey/Ass/mule,2,2
7020,2,,Cat,0,0
7020,2,,poultry,0,0
7020,2,,Dog,0,0
7020,3,0,Donkey/Ass/mule,0,1
7020,3,0,poultry,0,0
7020,3,0,Dog,0,0
7020,3,0,Cat,0,0
7020,4,0,Donkey/Ass/mule,1,0
7020,4,0,Dog,0,0
7020,4,0,Cat,0,0
7020,4,0,poultry,0,0
7020,5,1,Donkey/Ass/mule,1,1
7020,5,0,poultry,0,0
7020,5,0,Cat,0,0
7020,5,0,Dog,0,0
7020,6,0,Cat,0,0
7020,6,0,Dog,0,0
7020,6,0,poultry,0,0
7020,6,0,Donkey/Ass/mule,1,1
7021,1,,poultry,0,0
7021,1,,Donkey/Ass/mule,2,2
7021,2,,poultry,0,0
7021,2,,Dog,0,0
7021,2,,Donkey/Ass/mule,2,2
7021,2,,Cat,0,0
7021,3,0,Dog,0,0
7021,3,0,Cat,0,0
7021,3,0,Donkey/Ass/mule,1,0
7021,3,0,poultry,0,0
7021,4,0,Donkey/Ass/mule,1,1
7021,4,0,poultry,0,0
7021,4,0,Cat,0,0
7021,4,0,Dog,0,0
7021,5,0,poultry,0,0
7021,5,0,Dog,0,0
7021,5,0,Cat,0,0
7021,5,1,Donkey/Ass/mule,2,2
7021,6,0,poultry,0,0
7021,6,0,Donkey/Ass/mule,3,4
7021,6,0,Dog,0,0
7021,6,0,Cat,0,0
7022,1,,Donkey/Ass/mule,8,8
7022,1,,poultry,0,0
7022,2,,Cat,0,0
7022,2,,Dog,0,0
7022,2,,poultry,0,0
7022,2,,Donkey/Ass/mule,8,8
7022,3,0,poultry,0,0
7022,3,0,Cat,0,0
7022,3,0,Dog,1,1
7022,3,0,Donkey/Ass/mule,7,7
7022,4,0,Cat,0,0
7022,4,0,Dog,0,0
7022,4,0,Donkey/Ass/mule,2,2
7022,4,0,poultry,0,0
7022,5,0,Donkey/Ass/mule,5,5
7022,5,0,Dog,0,0
7022,5,0,poultry,1,1
7022,5,0,Cat,0,0
7022,6,0,Dog,0,0
7022,6,0,poultry,0,0
7022,6,0,Donkey/Ass/mule,4,4
7022,6,0,Cat,0,0
7023,1,,poultry,0,0
7023,1,,Donkey/Ass/mule,1,1
7023,2,,poultry,0,0
7023,2,,Cat,0,0
7023,2,,Dog,0,0
7023,2,,Donkey/Ass/mule,1,1
7023,3,0,Donkey/Ass/mule,3,0
7023,3,0,Dog,0,0
7023,3,0,Cat,0,0
7023,3,0,poultry,0,0
7023,4,0,Dog,0,0
7023,4,0,Cat,0,0
7023,4,0,Donkey/Ass/mule,0,0
7023,4,0,poultry,0,0
7023,5,0,poultry,0,0
7023,5,1,Donkey/Ass/mule,1,1
7023,5,0,Cat,0,0
7023,5,0,Dog,0,0
7023,6,0,poultry,0,0
7023,6,0,Donkey/Ass/mule,2,2
7023,6,0,Cat,0,0
7023,6,0,Dog,0,0
7024,1,,poultry,0,0
7024,1,,Donkey/Ass/mule,4,4
7024,2,,poultry,0,0
7024,2,,Dog,0,0
7024,2,,Donkey/Ass/mule,4,5
7024,2,,Cat,0,0
7024,3,0,Cat,0,0
7024,3,0,Dog,0,0
7024,3,0,Donkey/Ass/mule,2,2
7024,3,0,poultry,0,0
7024,4,0,poultry,0,0
7024,4,0,Cat,0,0
7024,4,0,Donkey/Ass/mule,2,2
7024,4,0,Dog,1,1
7024,5,0,poultry,0,0
7024,5,1,Cat,1,1
7024,5,0,Dog,0,0
7024,5,1,Donkey/Ass/mule,3,3
7024,6,0,poultry,0,0
7024,6,0,Cat,1,1
7024,6,0,Dog,0,0
7024,6,0,Donkey/Ass/mule,4,4
7025,1,,Donkey/Ass/mule,0,0
7025,1,,poultry,0,0
7025,2,,Donkey/Ass/mule,1,1
7025,2,,Dog,0,0
7025,2,,Cat,0,0
7025,2,,poultry,0,0
7025,3,0,Donkey/Ass/mule,0,0
7025,3,0,Dog,0,0
7025,3,0,Cat,0,0
7025,3,0,poultry,0,0
7025,4,0,Dog,0,0
7025,4,0,Donkey/Ass/mule,2,2
7025,4,0,Cat,0,0
7025,4,0,poultry,0,0
7025,5,0,Cat,0,0
7025,5,1,Donkey/Ass/mule,1,1
7025,5,0,poultry,0,0
7025,5,0,Dog,0,0
7025,6,0,Donkey/Ass/mule,0,1
7025,6,0,Dog,0,0
7025,6,0,poultry,0,0
7025,6,0,Cat,0,0
7026,1,,poultry,0,0
7026,1,,Donkey/Ass/mule,2,2
7026,2,,Donkey/Ass/mule,2,2
7026,2,,poultry,0,0
7026,2,,Dog,0,0
7026,2,,Cat,0,0
7026,3,0,Dog,0,0
7026,3,0,Donkey/Ass/mule,0,0
7026,3,0,Cat,0,0
7026,3,0,poultry,0,0
7026,4,0,Dog,0,0
7026,4,0,Donkey/Ass/mule,3,3
7026,4,0,poultry,0,0
7026,4,0,Cat,0,0
7026,5,0,Cat,0,0
7026,5,0,Donkey/Ass/mule,5,5
7026,5,0,poultry,0,0
7026,5,0,Dog,0,0
7026,6,0,poultry,0,0
7026,6,0,Donkey/Ass/mule,5,5
7026,6,0,Cat,0,0
7026,6,0,Dog,0,0
7027,1,,Donkey/Ass/mule,3,3
7027,1,,poultry,3,3
7027,2,,poultry,0,0
7027,2,,Cat,0,0
7027,2,,Donkey/Ass/mule,2,2
7027,2,,Dog,0,0
7027,3,0,poultry,8,8
7027,3,0,Dog,0,0
7027,3,0,Donkey/Ass/mule,4,4
7027,3,0,Cat,0,0
7027,4,0,Donkey/Ass/mule,3,0
7027,4,0,poultry,10,0
7027,4,0,Cat,0,0
7027,4,0,Dog,0,0
7027,5,0,Dog,0,0
7027,5,0,poultry,10,10
7027,5,0,Cat,0,0
7027,5,1,Donkey/Ass/mule,2,2
7027,6,0,poultry,4,4
7027,6,0,Cat,0,0
7027,6,0,Donkey/Ass/mule,2,2
7027,6,0,Dog,0,0
7028,1,,poultry,2,2
7028,1,,Donkey/Ass/mule,0,0
7028,2,,Donkey/Ass/mule,1,1
7028,2,,Dog,0,0
7028,2,,Cat,0,0
7028,2,,poultry,23,23
7028,3,0,Cat,0,0
7028,3,0,Donkey/Ass/mule,1,1
7028,3,0,Dog,0,0
7028,3,0,poultry,12,12
7028,4,0,Donkey/Ass/mule,1,0
7028,4,0,Cat,0,0
7028,4,0,Dog,0,0
7028,4,0,poultry,13,0
7028,5,0,poultry,18,18
7028,5,0,Dog,0,0
7028,5,0,Cat,0,0
7028,5,1,Donkey/Ass/mule,1,1
7028,6,0,poultry,0,15
7028,6,0,Donkey/Ass/mule,1,2
7028,6,0,Cat,0,0
7028,6,0,Dog,0,0
7029,1,,Donkey/Ass/mule,1,1
7029,1,,poultry,0,0
7029,2,,Cat,0,0
7029,2,,Dog,0,0
7029,2,,poultry,1,1
7029,2,,Donkey/Ass/mule,2,2
7029,3,0,Cat,0,0
7029,3,0,Dog,0,0
7029,3,0,Donkey/Ass/mule,2,2
7029,3,0,poultry,12,12
7029,4,0,Donkey/Ass/mule,0,0
7029,4,0,Dog,0,0
7029,4,0,Cat,0,0
7029,4,0,poultry,7,7
7029,5,0,Cat,0,0
7029,5,0,Dog,0,0
7029,5,0,poultry,0,0
7029,5,0,Donkey/Ass/mule,0,0
7029,6,0,Cat,0,0
7029,6,0,Donkey/Ass/mule,1,1
7029,6,0,Dog,0,0
7029,6,0,poultry,5,5
7030,1,,poultry,0,0
7030,1,,Donkey/Ass/mule,0,0
7030,2,,Cat,0,0
7030,2,,poultry,0,0
7030,2,,Dog,0,0
7030,2,,Donkey/Ass/mule,0,0
7030,3,0,poultry,0,0
7030,3,0,Cat,0,0
7030,3,0,Donkey/Ass/mule,1,1
7030,3,0,Dog,0,0
7030,4,0,Cat,0,0
7030,4,0,poultry,4,4
7030,4,0,Donkey/Ass/mule,0,0
7030,4,0,Dog,0,0
7030,5,0,Donkey/Ass/mule,0,0
7030,5,0,Dog,0,0
7030,5,1,poultry,4,4
7030,5,0,Cat,0,0
7030,6,0,Dog,0,0
7030,6,0,Cat,0,0
7030,6,0,poultry,5,5
7030,6,0,Donkey/Ass/mule,0,0
7031,1,,Donkey/Ass/mule,1,1
7031,1,,poultry,0,0
7031,2,,Cat,0,0
7031,2,,Donkey/Ass/mule,1,1
7031,2,,poultry,0,0
7031,2,,Dog,0,0
7031,3,0,Donkey/Ass/mule,0,0
7031,3,0,Cat,0,0
7031,3,0,Dog,0,0
7031,3,0,poultry,0,0
7031,4,0,Donkey/Ass/mule,0,0
7031,4,0,Cat,0,0
7031,4,0,Dog,0,0
7031,4,0,poultry,0,0
7031,5,0,poultry,0,0
7031,5,0,Dog,0,0
7031,5,0,Cat,0,0
7031,5,1,Donkey/Ass/mule,1,1
7031,6,0,Dog,0,0
7031,6,0,poultry,0,0
7031,6,0,Cat,0,0
7031,6,0,Donkey/Ass/mule,0,0
7032,1,,Donkey/Ass/mule,2,2
7032,1,,poultry,3,3
7032,2,,Cat,0,0
7032,2,,poultry,0,0
7032,2,,Dog,0,0
7032,2,,Donkey/Ass/mule,3,3
7032,3,0,Dog,0,0
7032,3,0,Cat,0,0
7032,3,0,poultry,0,0
7032,3,0,Donkey/Ass/mule,2,2
7032,4,0,Dog,0,0
7032,4,0,Donkey/Ass/mule,4,4
7032,4,0,Cat,0,0
7032,4,0,poultry,8,0
7032,5,0,Dog,0,0
7032,5,1,Donkey/Ass/mule,5,5
7032,5,1,poultry,9,9
7032,5,0,Cat,0,0
7032,6,0,Dog,0,0
7032,6,0,Donkey/Ass/mule,3,5
7032,6,0,poultry,0,0
7032,6,0,Cat,0,0
7033,1,,Donkey/Ass/mule,2,2
7033,1,,poultry,0,0
7033,2,,Donkey/Ass/mule,4,4
7033,2,,Cat,0,0
7033,2,,poultry,0,0
7033,2,,Dog,0,0
7033,3,0,Cat,0,0
7033,3,0,Dog,0,0
7033,3,0,poultry,0,0
7033,3,0,Donkey/Ass/mule,2,2
7033,4,0,Donkey/Ass/mule,1,1
7033,4,0,Dog,0,0
7033,4,0,Cat,0,0
7033,4,0,poultry,5,5
7033,5,0,Dog,0,0
7033,5,0,Donkey/Ass/mule,1,3
7033,5,0,Cat,0,0
7033,5,1,poultry,3,3
7033,6,0,Cat,0,0
7033,6,0,poultry,0,0
7033,6,0,Donkey/Ass/mule,1,1
7033,6,0,Dog,0,0
7034,1,,poultry,0,0
7034,1,,Donkey/Ass/mule,0,0
7034,2,,Dog,0,0
7034,2,,poultry,0,0
7034,2,,Donkey/Ass/mule,1,1
7034,2,,Cat,0,0
7034,3,0,Cat,0,0
7034,3,0,Donkey/Ass/mule,0,0
7034,3,0,Dog,0,0
7034,3,0,poultry,0,0
7034,4,0,Donkey/Ass/mule,0,0
7034,4,0,Cat,0,0
7034,4,0,poultry,0,0
7034,4,0,Dog,0,0
7034,5,0,poultry,0,0
7034,5,0,Cat,0,0
7034,5,0,Dog,0,0
7034,5,0,Donkey/Ass/mule,0,0
7034,6,0,Dog,0,0
7034,6,0,poultry,0,0
7034,6,0,Cat,0,0
7034,6,0,Donkey/Ass/mule,1,1
7035,1,,Donkey/Ass/mule,4,5
7035,1,,poultry,0,0
7035,2,,Dog,0,0
7035,2,,Donkey/Ass/mule,6,6
7035,2,,poultry,0,0
7035,2,,Cat,0,0
7035,3,0,poultry,0,0
7035,3,0,Donkey/Ass/mule,3,0
7035,3,0,Cat,0,0
7035,3,0,Dog,0,0
7035,4,0,Donkey/Ass/mule,3,0
7035,4,0,poultry,0,0
7035,4,0,Dog,0,0
7035,4,0,Cat,0,0
7035,5,1,Donkey/Ass/mule,7,7
7035,5,0,Dog,0,0
7035,5,0,Cat,0,0
7035,5,0,poultry,0,0
7035,6,0,poultry,0,0
7035,6,0,Donkey/Ass/mule,8,8
7035,6,0,Cat,0,0
7035,6,0,Dog,0,0
7036,1,,Donkey/Ass/mule,1,1
7036,1,,poultry,2,2
7036,2,,Dog,0,0
7036,2,,Cat,0,0
7036,2,,poultry,0,0
7036,2,,Donkey/Ass/mule,1,1
7036,3,0,Cat,0,0
7036,3,0,Dog,0,0
7036,3,0,poultry,9,9
7036,3,0,Donkey/Ass/mule,0,0
7036,4,0,Dog,0,0
7036,4,0,Cat,0,0
7036,4,0,poultry,2,2
7036,4,0,Donkey/Ass/mule,0,0
7036,5,0,Cat,0,0
7036,5,0,Dog,0,0
7036,5,0,poultry,0,0
7036,5,0,Donkey/Ass/mule,0,0
7036,6,0,Cat,0,0
7036,6,0,Dog,0,0
7036,6,0,Donkey/Ass/mule,0,1
7036,6,0,poultry,0,0
7037,1,,poultry,0,0
7037,1,,Donkey/Ass/mule,3,3
7037,2,,Dog,0,0
7037,2,,Donkey/Ass/mule,2,2
7037,2,,poultry,0,0
7037,2,,Cat,0,0
7037,3,0,Cat,0,0
7037,3,0,Dog,0,0
7037,3,0,Donkey/Ass/mule,3,3
7037,3,0,poultry,0,0
7037,4,0,poultry,0,0
7037,4,0,Cat,0,0
7037,4,0,Dog,0,0
7037,4,0,Donkey/Ass/mule,1,0
7037,5,0,Dog,0,0
7037,5,0,poultry,0,0
7037,5,0,Donkey/Ass/mule,0,1
7037,5,0,Cat,0,0
7037,6,0,poultry,0,0
7037,6,0,Donkey/Ass/mule,1,1
7037,6,0,Dog,0,0
7037,6,0,Cat,0,0
7038,1,,Donkey/Ass/mule,3,3
7038,1,,poultry,0,0
7038,2,,Cat,0,0
7038,2,,poultry,0,0
7038,2,,Dog,0,0
7038,2,,Donkey/Ass/mule,3,3
7038,3,0,Dog,0,0
7038,3,0,poultry,0,0
7038,3,0,Donkey/Ass/mule,4,0
7038,3,0,Cat,0,0
7038,4,0,poultry,0,0
7038,4,0,Cat,0,0
7038,4,0,Dog,0,0
7038,4,0,Donkey/Ass/mule,2,0
7038,5,1,poultry,1,1
7038,5,1,Donkey/Ass/mule,3,3
7038,5,0,Dog,0,0
7038,5,0,Cat,0,0
7038,6,0,poultry,0,0
7038,6,0,Cat,0,0
7038,6,0,Donkey/Ass/mule,1,1
7038,6,0,Dog,0,0
7039,1,,poultry,0,0
7039,1,,Donkey/Ass/mule,0,0
7039,2,,poultry,0,0
7039,2,,Dog,0,0
7039,2,,Cat,0,0
7039,2,,Donkey/Ass/mule,1,1
7039,3,0,Dog,0,0
7039,3,0,Donkey/Ass/mule,1,1
7039,3,0,Cat,0,0
7039,3,0,poultry,0,0
7039,4,0,Cat,1,0
7039,4,0,Dog,0,0
7039,4,0,Donkey/Ass/mule,1,0
7039,4,0,poultry,0,0
7039,5,0,Dog,0,0
7039,5,0,poultry,0,0
7039,5,1,Donkey/Ass/mule,1,1
7039,5,0,Cat,0,0
7039,6,0,Dog,0,0
7039,6,0,poultry,0,0
7039,6,0,Cat,1,1
7039,6,0,Donkey/Ass/mule,1,1
7040,1,,poultry,0,0
7040,1,,Donkey/Ass/mule,0,0
7040,2,,Cat,0,0
7040,2,,poultry,0,0
7040,2,,Donkey/Ass/mule,0,0
7040,2,,Dog,0,0
7040,3,0,Dog,0,0
7040,3,0,poultry,0,0
7040,3,0,Cat,0,0
7040,3,0,Donkey/Ass/mule,0,0
7040,4,0,Donkey/Ass/mule,0,0
7040,4,0,poultry,0,0
7040,4,0,Cat,0,0
7040,4,0,Dog,0,0
7040,5,0,Donkey/Ass/mule,0,0
7040,5,0,Cat,0,0
7040,5,1,poultry,1,1
7040,5,0,Dog,0,0
7040,6,0,Cat,0,0
7040,6,0,poultry,0,0
7040,6,0,Donkey/Ass/mule,0,0
7040,6,0,Dog,0,0
7041,1,,poultry,0,0
7041,1,,Donkey/Ass/mule,0,0
7041,2,,poultry,0,0
7041,2,,Dog,0,0
7041,2,,Donkey/Ass/mule,0,0
7041,2,,Cat,0,0
7041,3,0,Dog,0,0
7041,3,0,Cat,0,0
7041,3,0,poultry,0,0
7041,3,0,Donkey/Ass/mule,0,0
7041,4,0,Cat,0,0
7041,4,0,Donkey/Ass/mule,0,0
7041,4,0,poultry,0,0
7041,4,0,Dog,0,0
7041,5,0,Dog,0,0
7041,5,0,Cat,0,0
7041,5,0,Donkey/Ass/mule,0,0
7041,5,0,poultry,0,0
7041,6,0,Dog,0,0
7041,6,0,Donkey/Ass/mule,0,0
7041,6,0,Cat,2,2
7041,6,0,poultry,8,8
7042,1,,poultry,0,0
7042,1,,Donkey/Ass/mule,0,0
7042,2,,Dog,0,0
7042,2,,poultry,0,0
7042,2,,Donkey/Ass/mule,0,0
7042,2,,Cat,0,0
7042,3,0,Donkey/Ass/mule,0,0
7042,3,0,poultry,0,0
7042,3,0,Cat,0,0
7042,3,0,Dog,0,0
7042,4,0,Dog,0,0
7042,4,0,poultry,0,0
7042,4,0,Cat,0,0
7042,4,0,Donkey/Ass/mule,0,0
7042,5,0,Dog,0,0
7042,5,0,poultry,0,0
7042,5,0,Donkey/Ass/mule,0,0
7042,5,0,Cat,0,0
7042,6,0,Donkey/Ass/mule,0,0
7042,6,0,Dog,0,0
7042,6,0,Cat,0,0
7042,6,0,poultry,0,0
7043,1,,poultry,0,0
7043,1,,Donkey/Ass/mule,0,0
7043,2,,Dog,0,0
7043,2,,Donkey/Ass/mule,0,0
7043,2,,Cat,0,0
7043,2,,poultry,0,0
7043,3,0,Cat,0,0
7043,3,0,poultry,3,3
7043,3,0,Dog,0,0
7043,3,0,Donkey/Ass/mule,0,0
7043,4,0,Dog,0,0
7043,4,0,Cat,0,0
7043,4,0,Donkey/Ass/mule,0,0
7043,4,0,poultry,0,0
7043,5,0,Donkey/Ass/mule,0,0
7043,5,0,Dog,0,0
7043,5,0,poultry,0,0
7043,5,0,Cat,0,0
7043,6,0,Donkey/Ass/mule,0,0
7043,6,0,Dog,1,1
7043,6,0,Cat,0,0
7043,6,0,poultry,0,0
7046,6,0,Cat,0,0
7046,6,0,Dog,0,0
7046,6,0,Donkey/Ass/mule,1,1
7046,6,0,poultry,0,0
7049,1,,poultry,0,0
7049,1,,Donkey/Ass/mule,8,8
7049,2,,poultry,0,0
7049,2,,Dog,0,0
7049,2,,Donkey/Ass/mule,8,8
7049,2,,Cat,0,0
7049,3,0,poultry,0,0
7049,3,0,Cat,0,0
7049,3,0,Donkey/Ass/mule,0,6
7049,3,0,Dog,1,1
7049,4,0,poultry,0,0
7049,4,0,Cat,0,0
7049,4,0,Dog,0,0
7049,4,0,Donkey/Ass/mule,0,0
7049,5,0,poultry,0,0
7049,5,0,Dog,0,0
7049,5,0,Cat,0,0
7049,5,0,Donkey/Ass/mule,10,10
7049,6,0,poultry,0,0
7049,6,0,Dog,0,0
7049,6,0,Cat,0,0
7049,6,0,Donkey/Ass/mule,4,4
8001,1,,Donkey/Ass/mule,0,0
8001,1,,poultry,0,0
8001,2,,Dog,0,0
8001,2,,Donkey/Ass/mule,0,0
8001,2,,Cat,0,0
8001,2,,poultry,0,0
8001,3,0,poultry,0,0
8001,3,0,Dog,0,0
8001,3,0,Donkey/Ass/mule,0,0
8001,3,0,Cat,0,0
8001,4,0,Dog,0,0
8001,4,0,poultry,0,0
8001,4,0,Donkey/Ass/mule,0,0
8001,4,0,Cat,1,0
8001,5,0,Donkey/Ass/mule,0,0
8001,5,0,Dog,0,0
8001,5,0,Cat,0,0
8001,5,0,poultry,0,0
8001,6,0,Cat,0,0
8001,6,0,Donkey/Ass/mule,0,0
8001,6,0,Dog,0,0
8001,6,0,poultry,0,0
8002,1,,poultry,0,0
8002,1,,Donkey/Ass/mule,0,0
8002,2,,Dog,1,1
8002,2,,poultry,0,0
8002,2,,Donkey/Ass/mule,0,0
8002,2,,Cat,0,0
8002,3,0,Cat,0,0
8002,3,0,poultry,1,1
8002,3,0,Donkey/Ass/mule,0,0
8002,3,0,Dog,0,0
8002,4,0,poultry,0,0
8002,4,0,Cat,1,0
8002,4,0,Dog,0,0
8002,4,0,Donkey/Ass/mule,0,0
8002,5,0,poultry,7,7
8002,5,0,Dog,0,0
8002,5,0,Cat,1,1
8002,5,0,Donkey/Ass/mule,0,0
8002,6,0,Cat,0,0
8002,6,0,Dog,0,1
8002,6,0,Donkey/Ass/mule,0,1
8002,6,0,poultry,0,0
8003,1,,poultry,0,0
8003,1,,Donkey/Ass/mule,1,1
8003,2,,Dog,1,1
8003,2,,poultry,0,0
8003,2,,Cat,0,0
8003,2,,Donkey/Ass/mule,1,1
8003,3,0,Donkey/Ass/mule,3,0
8003,3,0,Dog,1,0
8003,3,0,Cat,0,0
8003,3,0,poultry,0,0
8003,4,0,Donkey/Ass/mule,3,3
8003,4,0,Cat,1,1
8003,4,0,poultry,0,0
8003,4,0,Dog,2,2
8003,5,0,Dog,1,1
8003,5,0,Donkey/Ass/mule,3,3
8003,5,0,Cat,1,1
8003,5,0,poultry,0,0
8003,6,0,Donkey/Ass/mule,0,1
8003,6,0,Dog,0,0
8003,6,0,poultry,0,0
8003,6,0,Cat,0,1
8004,1,,poultry,0,0
8004,1,,Donkey/Ass/mule,0,0
8004,2,,Donkey/Ass/mule,0,0
8004,2,,poultry,0,0
8004,2,,Cat,0,0
8004,2,,Dog,0,0
8004,3,0,Cat,0,0
8004,3,0,Donkey/Ass/mule,0,0
8004,3,0,Dog,0,0
8004,3,0,poultry,0,0
8004,4,0,poultry,0,0
8004,4,0,Donkey/Ass/mule,0,0
8004,4,0,Cat,0,0
8004,4,0,Dog,0,0
8004,5,0,Donkey/Ass/mule,0,0
8004,5,0,poultry,0,0
8004,5,0,Cat,0,0
8004,5,0,Dog,0,0
8004,6,0,Dog,1,1
8004,6,0,Donkey/Ass/mule,0,0
8004,6,0,poultry,0,0
8004,6,0,Cat,0,0
8005,1,,poultry,0,0
8005,1,,Donkey/Ass/mule,0,0
8005,2,,Donkey/Ass/mule,0,0
8005,2,,poultry,0,0
8005,2,,Dog,0,0
8005,2,,Cat,0,0
8005,3,0,poultry,0,0
8005,3,0,Donkey/Ass/mule,2,2
8005,3,0,Dog,0,0
8005,3,0,Cat,1,1
8005,4,0,Cat,0,0
8005,4,0,Dog,0,0
8005,4,0,Donkey/Ass/mule,0,0
8005,4,0,poultry,0,0
8005,5,0,Donkey/Ass/mule,0,0
8005,5,0,poultry,0,0
8005,5,0,Dog,0,0
8005,5,0,Cat,0,0
8005,6,0,Cat,0,0
8005,6,0,poultry,0,0
8005,6,0,Donkey/Ass/mule,0,0
8005,6,0,Dog,0,0
8006,1,,Donkey/Ass/mule,0,0
8006,1,,poultry,0,0
8006,2,,Dog,0,0
8006,2,,Donkey/Ass/mule,1,1
8006,2,,Cat,0,0
8006,2,,poultry,0,0
8006,3,0,Donkey/Ass/mule,0,0
8006,3,0,Cat,0,0
8006,3,0,poultry,0,0
8006,3,0,Dog,0,0
8006,4,0,poultry,0,0
8006,4,0,Cat,0,0
8006,4,0,Donkey/Ass/mule,0,0
8006,4,0,Dog,0,0
8006,5,0,Cat,0,0
8006,5,0,Dog,0,0
8006,5,0,poultry,0,0
8006,5,0,Donkey/Ass/mule,0,0
8006,6,0,Dog,0,0
8006,6,0,Cat,0,0
8006,6,0,Donkey/Ass/mule,0,0
8006,6,0,poultry,0,0
8007,1,,Donkey/Ass/mule,0,0
8007,1,,poultry,0,0
8007,2,,poultry,0,0
8007,2,,Cat,0,0
8007,2,,Donkey/Ass/mule,0,0
8007,2,,Dog,0,0
8007,3,0,Cat,1,0
8007,3,0,Dog,0,0
8007,3,0,poultry,0,0
8007,3,0,Donkey/Ass/mule,0,0
8007,4,0,Cat,0,0
8007,4,0,Donkey/Ass/mule,0,0
8007,4,0,Dog,0,0
8007,4,0,poultry,0,0
8007,5,0,Cat,1,2
8007,5,0,Dog,0,0
8007,5,0,poultry,0,0
8007,5,0,Donkey/Ass/mule,0,0
8007,6,0,Dog,0,0
8007,6,0,poultry,1,1
8007,6,0,Donkey/Ass/mule,0,0
8007,6,0,Cat,0,0
8008,1,,poultry,0,0
8008,1,,Donkey/Ass/mule,0,0
8009,1,,Donkey/Ass/mule,0,0
8009,1,,poultry,0,0
8009,2,,poultry,0,0
8009,2,,Dog,0,0
8009,2,,Donkey/Ass/mule,1,1
8009,2,,Cat,0,0
8009,3,0,Cat,0,0
8009,3,0,Dog,1,1
8009,3,0,poultry,0,0
8009,3,0,Donkey/Ass/mule,0,0
8009,4,0,Dog,1,2
8009,4,0,Cat,0,0
8009,4,0,Donkey/Ass/mule,0,0
8009,4,0,poultry,0,0
8009,5,0,Cat,0,0
8009,5,0,Donkey/Ass/mule,0,0
8009,5,0,poultry,0,0
8009,5,0,Dog,0,0
8009,6,0,poultry,7,7
8009,6,0,Dog,1,1
8009,6,0,Donkey/Ass/mule,1,1
8009,6,0,Cat,0,0
8010,1,,poultry,0,0
8010,1,,Donkey/Ass/mule,0,0
8010,2,,Dog,0,0
8010,2,,Cat,0,0
8010,2,,poultry,0,0
8010,2,,Donkey/Ass/mule,0,0
8010,3,0,Dog,0,0
8010,3,0,Donkey/Ass/mule,0,0
8010,3,0,Cat,0,0
8010,3,0,poultry,0,0
8010,4,0,Cat,0,0
8010,4,0,poultry,3,0
8010,4,0,Dog,0,0
8010,4,0,Donkey/Ass/mule,0,0
8010,5,0,Donkey/Ass/mule,0,1
8010,5,1,poultry,2,2
8010,5,1,Dog,1,1
8010,5,0,Cat,0,0
8010,6,0,Dog,0,1
8010,6,0,Donkey/Ass/mule,0,0
8010,6,0,Cat,0,0
8010,6,0,poultry,0,0
8011,1,,poultry,0,0
8011,1,,Donkey/Ass/mule,0,0
8011,2,,Donkey/Ass/mule,0,0
8011,2,,Cat,0,0
8011,2,,Dog,0,0
8011,2,,poultry,0,0
8011,3,0,poultry,0,0
8011,3,0,Cat,0,0
8011,3,0,Donkey/Ass/mule,0,0
8011,3,0,Dog,1,0
8011,4,0,poultry,0,0
8011,4,0,Cat,0,0
8011,4,0,Donkey/Ass/mule,0,0
8011,4,0,Dog,0,0
8011,5,0,Donkey/Ass/mule,0,0
8011,5,0,Cat,0,0
