hhid,round,comment,animaltype,s13q1,s13q2
4021,6,0,poultry,5,5
4021,6,0,Cat,3,3
4021,6,0,Dog,0,0
4022,1,,poultry,0,0
4022,1,,Donkey/Ass/mule,2,2
4022,2,,Dog,0,0
4022,2,,Cat,0,0
4022,2,,Donkey/Ass/mule,4,4
4022,2,,poultry,0,0
4022,3,0,poultry,0,0
4022,3,0,Cat,0,0
4022,3,0,Donkey/Ass/mule,0,0
4022,3,0,Dog,0,0
4022,4,0,Cat,0,0
4022,4,0,Donkey/Ass/mule,3,0
4022,4,0,Dog,0,0
4022,4,0,poultry,0,0
4022,5,0,poultry,0,0
4022,5,0,Dog,0,0
4022,5,0,Donkey/Ass/mule,0,0
4022,5,0,Cat,0,0
4022,6,0,poultry,0,0
4022,6,0,Dog,0,0
4022,6,0,Donkey/Ass/mule,1,1
4022,6,0,Cat,0,0
4023,1,,poultry,0,0
4023,1,,Donkey/Ass/mule,1,3
4023,2,,Dog,0,0
4023,2,,Cat,0,0
4023,2,,Donkey/Ass/mule,1,6
4023,2,,poultry,0,0
4023,3,0,poultry,0,0
4023,3,0,Dog,0,0
4023,3,0,Cat,0,0
4023,3,0,Donkey/Ass/mule,1,1
4023,4,0,Donkey/Ass/mule,0,0
4023,4,0,Cat,0,0
4023,4,0,Dog,0,0
4023,4,0,poultry,0,0
4023,5,0,Dog,0,0
4023,5,0,poultry,0,0
4023,5,0,Cat,0,0
4023,5,0,Donkey/Ass/mule,1,1
4023,6,0,Donkey/Ass/mule,1,1
4023,6,0,poultry,0,0
4023,6,0,Cat,0,0
4023,6,0,Dog,0,0
4024,1,,Donkey/Ass/mule,2,2
4024,1,,poultry,0,0
4024,2,,Donkey/Ass/mule,4,4
4024,2,,Cat,0,0
4024,2,,poultry,0,0
4024,2,,Dog,0,0
4024,3,0,poultry,0,0
4024,3,0,Cat,0,0
4024,3,0,Dog,0,0
4024,3,0,Donkey/Ass/mule,4,4
4024,4,0,Donkey/Ass/mule,3,0
4024,4,0,poultry,0,0
4024,4,0,Cat,0,0
4024,4,0,Dog,0,0
4024,5,1,Donkey/Ass/mule,4,4
4024,5,0,poultry,0,0
4024,5,0,Cat,0,0
4024,5,0,Dog,0,0
4024,6,0,poultry,0,0
4024,6,0,Donkey/Ass/mule,10,10
4024,6,0,Cat,0,0
4024,6,0,Dog,0,0
4025,1,,poultry,0,0
4025,1,,Donkey/Ass/mule,0,0
4025,2,,Donkey/Ass/mule,0,0
4025,2,,poultry,0,0
4025,2,,Dog,0,0
4025,2,,Cat,0,0
4025,3,0,poultry,0,0
4025,3,0,Cat,0,0
4025,3,0,Donkey/Ass/mule,1,1
4025,3,0,Dog,0,0
4025,4,0,Donkey/Ass/mule,1,0
4025,4,0,poultry,0,0
4025,4,0,Dog,0,0
4025,4,0,Cat,0,0
4025,5,0,Cat,0,0
4025,5,0,Donkey/Ass/mule,1,2
4025,5,0,Dog,0,0
4025,5,0,poultry,0,0
4025,6,0,Dog,0,0
4025,6,0,Cat,0,0
4025,6,0,Donkey/Ass/mule,4,4
4025,6,0,poultry,0,0
4026,1,,poultry,0,0
4026,1,,Donkey/Ass/mule,0,0
4026,2,,Dog,0,0
4026,2,,poultry,0,0
4026,2,,Donkey/Ass/mule,1,1
4026,2,,Cat,0,0
4026,3,0,Donkey/Ass/mule,1,1
4026,3,0,Dog,0,0
4026,3,0,Cat,0,0
4026,3,0,poultry,0,0
4026,4,0,Donkey/Ass/mule,1,0
4026,4,0,Dog,0,0
4026,4,0,Cat,0,0
4026,4,0,poultry,0,0
4026,5,1,Donkey/Ass/mule,1,1
4026,5,0,poultry,0,0
4026,5,0,Cat,0,0
4026,5,0,Dog,0,0
4026,6,0,poultry,0,0
4026,6,0,Donkey/Ass/mule,0,0
4026,6,0,Cat,0,0
4026,6,0,Dog,0,0
4027,1,,poultry,0,0
4027,1,,Donkey/Ass/mule,0,0
4027,2,,Donkey/Ass/mule,0,0
4027,2,,Cat,0,0
4027,2,,Dog,0,0
4027,2,,poultry,0,0
4027,3,0,poultry,0,0
4027,3,0,Donkey/Ass/mule,0,0
4027,3,0,Dog,0,0
4027,3,0,Cat,0,0
4027,4,0,Cat,0,0
4027,4,0,Donkey/Ass/mule,0,0
4027,4,0,poultry,0,0
4027,4,0,Dog,0,0
4027,5,0,Cat,0,0
4027,5,0,Donkey/Ass/mule,0,0
4027,5,0,poultry,0,0
4027,5,0,Dog,0,0
4027,6,0,Dog,0,0
4027,6,0,Cat,0,0
4027,6,0,poultry,0,0
4027,6,0,Donkey/Ass/mule,0,0
4028,1,,poultry,0,0
4028,1,,Donkey/Ass/mule,1,2
4028,2,,poultry,0,0
4028,2,,Cat,0,0
4028,2,,Donkey/Ass/mule,0,1
4028,2,,Dog,0,0
4028,3,0,poultry,0,0
4028,3,0,Dog,0,0
4028,3,0,Donkey/Ass/mule,0,1
4028,3,0,Cat,0,0
4028,4,0,Cat,0,0
4028,4,0,poultry,0,0
4028,4,0,Donkey/Ass/mule,1,1
4028,4,0,Dog,0,0
4028,5,0,Cat,0,0
4028,5,1,Donkey/Ass/mule,1,1
4028,5,0,Dog,0,0
4028,5,0,poultry,0,0
4028,6,0,Dog,0,0
4028,6,0,Donkey/Ass/mule,2,2
4028,6,0,poultry,0,0
4028,6,0,Cat,0,0
4029,1,,Donkey/Ass/mule,3,3
4029,1,,poultry,0,0
4029,2,,poultry,0,0
4029,2,,Dog,0,0
4029,2,,Cat,0,0
4029,2,,Donkey/Ass/mule,3,3
4029,3,0,Cat,0,0
4029,3,0,poultry,0,0
4029,3,0,Dog,0,0
4029,3,0,Donkey/Ass/mule,0,0
4029,4,0,Dog,0,0
4029,4,0,Cat,0,0
4029,4,0,poultry,0,0
4029,4,0,Donkey/Ass/mule,0,0
4029,5,0,Cat,0,0
4029,5,0,Donkey/Ass/mule,0,0
4029,5,0,poultry,0,0
4029,5,0,Dog,0,0
4029,6,0,Dog,0,0
4029,6,0,poultry,0,0
4029,6,0,Donkey/Ass/mule,0,0
4029,6,0,Cat,0,0
4030,1,,poultry,0,0
4030,1,,Donkey/Ass/mule,1,1
4030,2,,Cat,0,0
4030,2,,Donkey/Ass/mule,1,1
4030,2,,Dog,0,0
4030,2,,poultry,0,0
4030,3,0,poultry,0,0
4030,3,0,Dog,0,0
4030,3,0,Cat,0,0
4030,3,0,Donkey/Ass/mule,2,2
4030,4,0,poultry,0,0
4030,4,0,Dog,0,0
4030,4,0,Cat,0,0
4030,4,0,Donkey/Ass/mule,1,1
4030,5,0,Dog,0,0
4030,5,0,poultry,0,0
4030,5,0,Cat,0,0
4030,5,1,Donkey/Ass/mule,2,2
4030,6,0,Donkey/Ass/mule,2,2
4030,6,0,Cat,0,0
4030,6,0,poultry,0,0
4030,6,0,Dog,0,0
4031,1,,poultry,0,0
4031,1,,Donkey/Ass/mule,0,0
4031,2,,Dog,0,0
4031,2,,Cat,0,0
4031,2,,Donkey/Ass/mule,0,0
4031,2,,poultry,0,0
4031,3,0,Cat,0,0
4031,3,0,poultry,0,0
4031,3,0,Dog,0,0
4031,3,0,Donkey/Ass/mule,0,0
4031,4,0,Dog,0,0
4031,4,0,Cat,0,0
4031,4,0,Donkey/Ass/mule,0,0
4031,4,0,poultry,0,0
4031,5,0,Donkey/Ass/mule,0,0
4031,5,0,Dog,0,0
4031,5,0,Cat,0,0
4031,5,0,poultry,0,0
4031,6,0,Cat,0,0
4031,6,0,Dog,0,0
4031,6,0,poultry,0,0
4031,6,0,Donkey/Ass/mule,0,0
4032,1,,poultry,0,0
4032,1,,Donkey/Ass/mule,0,0
4032,2,,Donkey/Ass/mule,0,0
4032,2,,Cat,0,0
4032,2,,poultry,0,0
4032,2,,Dog,0,0
4032,3,0,poultry,0,0
4032,3,0,Dog,0,0
4032,3,0,Cat,0,0
4032,3,0,Donkey/Ass/mule,0,1
4032,4,0,Dog,0,0
4032,4,0,Cat,0,0
4032,4,0,Donkey/Ass/mule,0,0
4032,4,0,poultry,0,0
4032,5,0,Donkey/Ass/mule,0,0
4032,5,0,poultry,0,0
4032,5,0,Cat,0,0
4032,5,0,Dog,0,0
4032,6,0,Donkey/Ass/mule,2,2
4032,6,0,poultry,0,0
4032,6,0,Cat,0,0
4032,6,0,Dog,0,0
4033,1,,poultry,0,0
4033,1,,Donkey/Ass/mule,0,0
4033,2,,Donkey/Ass/mule,0,0
4033,2,,poultry,0,0
4033,2,,Cat,0,0
4033,2,,Dog,0,0
4033,3,0,Cat,0,0
4033,3,0,Dog,0,0
4033,3,0,Donkey/Ass/mule,0,0
4033,3,0,poultry,0,0
4033,4,0,Dog,0,0
4033,4,0,poultry,0,0
4033,4,0,Cat,0,0
4033,4,0,Donkey/Ass/mule,0,0
4033,5,0,poultry,0,0
4033,5,0,Dog,0,0
4033,5,0,Cat,0,0
4033,5,0,Donkey/Ass/mule,0,0
4033,6,0,Dog,0,0
4033,6,0,Donkey/Ass/mule,0,0
4033,6,0,Cat,0,0
4033,6,0,poultry,0,0
4034,1,,poultry,0,0
4034,1,,Donkey/Ass/mule,0,0
4034,2,,Cat,0,0
4034,2,,poultry,0,0
4034,2,,Dog,0,0
4034,2,,Donkey/Ass/mule,0,0
4034,3,0,Donkey/Ass/mule,0,0
4034,3,0,poultry,0,0
4034,3,0,Dog,0,0
4034,3,0,Cat,0,0
4034,4,0,Donkey/Ass/mule,0,0
4034,4,0,poultry,0,0
4034,4,0,Cat,0,0
4034,4,0,Dog,0,0
4034,6,0,Dog,0,0
4034,6,0,Donkey/Ass/mule,0,0
4034,6,0,poultry,0,0
4034,6,0,Cat,0,0
4035,1,,Donkey/Ass/mule,3,3
4035,1,,poultry,0,0
4035,2,,Dog,0,0
4035,2,,Cat,0,0
4035,2,,poultry,0,0
4035,2,,Donkey/Ass/mule,6,6
4035,3,0,Cat,0,0
4035,3,0,Donkey/Ass/mule,3,3
4035,3,0,Dog,0,0
4035,3,0,poultry,0,0
4035,4,0,Cat,0,0
4035,4,0,Dog,1,1
4035,4,0,Donkey/Ass/mule,2,2
4035,4,0,poultry,0,0
4035,5,0,Cat,0,0
4035,5,0,Dog,0,0
4035,5,0,Donkey/Ass/mule,1,4
4035,5,0,poultry,0,0
4035,6,0,poultry,0,0
4035,6,0,Cat,0,0
4035,6,0,Donkey/Ass/mule,0,0
4035,6,0,Dog,0,0
4036,1,,poultry,0,0
4036,1,,Donkey/Ass/mule,1,1
4037,1,,poultry,0,0
4037,1,,Donkey/Ass/mule,1,1
4037,2,,poultry,0,0
4037,2,,Donkey/Ass/mule,2,2
4037,2,,Dog,0,0
4037,2,,Cat,0,0
4037,3,0,Donkey/Ass/mule,1,1
4037,3,0,Dog,0,0
4037,3,0,poultry,0,0
4037,3,0,Cat,0,0
4037,4,0,Donkey/Ass/mule,1,0
4037,4,0,Dog,0,0
4037,4,0,Cat,0,0
4037,4,0,poultry,0,0
4037,5,0,poultry,0,0
4037,5,0,Dog,0,0
4037,5,0,Cat,0,0
4037,5,1,Donkey/Ass/mule,2,2
4037,6,0,Donkey/Ass/mule,3,3
4037,6,0,poultry,0,0
4037,6,0,Cat,0,0
4037,6,0,Dog,0,0
4038,1,,poultry,0,0
4038,1,,Donkey/Ass/mule,2,2
4038,2,,Dog,0,0
4038,2,,Cat,0,0
4038,2,,poultry,0,0
4038,2,,Donkey/Ass/mule,2,2
4038,3,0,Donkey/Ass/mule,2,2
4038,3,0,Cat,0,0
4038,3,0,poultry,0,0
4038,3,0,Dog,0,0
4038,4,0,Dog,0,0
4038,4,0,poultry,0,0
4038,4,0,Cat,0,0
4038,4,0,Donkey/Ass/mule,2,0
4038,5,0,Donkey/Ass/mule,3,3
4038,5,0,Cat,0,0
4038,5,0,poultry,0,0
4038,5,0,Dog,0,0
4038,6,0,Dog,0,0
4038,6,0,Cat,0,0
4038,6,0,poultry,0,0
4038,6,0,Donkey/Ass/mule,4,4
4039,1,,Donkey/Ass/mule,3,3
4039,1,,poultry,0,0
4039,2,,Donkey/Ass/mule,3,3
4039,2,,Cat,0,0
4039,2,,poultry,0,0
4039,2,,Dog,0,0
4039,3,0,Donkey/Ass/mule,2,2
4039,3,0,Dog,0,0
4039,3,0,Cat,0,0
4039,3,0,poultry,0,0
4039,4,0,poultry,0,0
4039,4,0,Donkey/Ass/mule,0,0
4039,4,0,Cat,0,0
4039,4,0,Dog,0,0
4039,5,1,Donkey/Ass/mule,2,2
4039,5,0,poultry,0,0
4039,5,0,Dog,0,0
4039,5,0,Cat,0,0
4039,6,0,Cat,0,0
4039,6,0,Donkey/Ass/mule,1,1
4039,6,0,poultry,0,0
4039,6,0,Dog,0,0
4040,1,,Donkey/Ass/mule,0,0
4040,1,,poultry,0,0
4040,2,,Dog,0,0
4040,2,,Cat,0,0
4040,2,,poultry,0,0
4040,2,,Donkey/Ass/mule,0,0
4040,3,0,Donkey/Ass/mule,0,0
4040,3,0,Cat,0,0
4040,3,0,Dog,0,0
4040,3,0,poultry,0,0
4040,4,0,Cat,0,0
4040,4,0,poultry,0,0
4040,4,0,Donkey/Ass/mule,1,1
4040,4,0,Dog,0,0
4040,5,0,poultry,0,0
4040,5,0,Dog,0,0
4040,5,1,Donkey/Ass/mule,1,1
4040,5,0,Cat,0,0
4040,6,0,Donkey/Ass/mule,0,3
4040,6,0,poultry,0,0
4040,6,0,Cat,0,0
4040,6,0,Dog,0,0
4041,1,,poultry,0,0
4041,1,,Donkey/Ass/mule,2,2
4041,2,,Donkey/Ass/mule,2,2
4041,2,,poultry,0,0
4041,2,,Cat,1,1
4041,2,,Dog,0,0
4041,3,0,Dog,0,0
4041,3,0,poultry,0,0
4041,3,0,Cat,0,0
4041,3,0,Donkey/Ass/mule,1,1
4041,4,0,Cat,2,2
4041,4,0,Dog,0,0
4041,4,0,Donkey/Ass/mule,2,2
4041,4,0,poultry,0,0
4041,5,0,Cat,0,0
4041,5,0,Donkey/Ass/mule,0,0
4041,5,0,poultry,0,0
4041,5,0,Dog,0,0
4041,6,0,Donkey/Ass/mule,1,1
4041,6,0,poultry,0,0
4041,6,0,Cat,0,0
4041,6,0,Dog,0,0
4042,1,,Donkey/Ass/mule,1,1
4042,1,,poultry,0,0
4042,2,,Cat,0,0
4042,2,,Donkey/Ass/mule,0,0
4042,2,,Dog,0,0
4042,2,,poultry,0,0
4042,3,0,poultry,0,0
4042,3,0,Cat,0,0
4042,3,0,Dog,0,0
4042,3,0,Donkey/Ass/mule,0,0
4042,4,0,Donkey/Ass/mule,0,0
4042,4,0,Dog,0,0
4042,4,0,poultry,0,0
4042,4,0,Cat,0,0
4042,5,0,Donkey/Ass/mule,0,0
4042,5,0,poultry,0,0
4042,5,0,Dog,0,0
4042,5,0,Cat,0,0
4042,6,0,poultry,0,0
4042,6,0,Dog,0,0
4042,6,0,Cat,0,0
4042,6,0,Donkey/Ass/mule,0,0
4043,1,,Donkey/Ass/mule,2,2
4043,1,,poultry,0,0
4043,2,,Dog,0,0
4043,2,,poultry,0,0
4043,2,,Cat,0,0
4043,2,,Donkey/Ass/mule,2,2
4043,3,0,poultry,0,0
4043,3,0,Donkey/Ass/mule,3,3
4043,3,0,Cat,0,0
4043,3,0,Dog,0,0
4043,4,0,Cat,0,0
4043,4,0,Dog,0,0
4043,4,0,poultry,0,0
4043,4,0,Donkey/Ass/mule,2,2
4043,5,1,Donkey/Ass/mule,3,3
4043,5,0,Cat,0,0
4043,5,0,Dog,0,0
4043,5,0,poultry,0,0
4043,6,0,Cat,0,0
4043,6,0,Donkey/Ass/mule,0,4
4043,6,0,Dog,0,0
4043,6,0,poultry,0,0
4044,1,,poultry,0,0
4044,1,,Donkey/Ass/mule,0,0
4044,2,,Dog,0,0
4044,2,,poultry,0,0
4044,2,,Cat,0,0
4044,2,,Donkey/Ass/mule,1,1
4044,3,0,Donkey/Ass/mule,1,1
4044,3,0,poultry,0,0
4044,3,0,Dog,0,0
4044,3,0,Cat,1,1
4044,4,0,Cat,1,1
4044,4,0,Dog,0,0
4044,4,0,poultry,0,0
4044,4,0,Donkey/Ass/mule,1,1
4044,5,0,poultry,0,0
4044,5,0,Cat,0,0
4044,5,0,Dog,0,0
4044,5,1,Donkey/Ass/mule,2,2
4044,6,0,Dog,0,0
4044,6,0,Donkey/Ass/mule,3,3
4044,6,0,poultry,0,0
4044,6,0,Cat,1,1
4045,1,,poultry,0,0
4045,1,,Donkey/Ass/mule,0,0
4045,2,,Dog,0,0
4045,2,,Cat,1,1
4045,2,,poultry,0,0
4045,2,,Donkey/Ass/mule,1,1
4045,3,0,Cat,0,0
4045,3,0,Donkey/Ass/mule,1,1
4045,3,0,poultry,0,0
4045,3,0,Dog,0,0
4045,4,0,Dog,0,0
4045,4,0,Cat,0,0
4045,4,0,poultry,0,0
4045,4,0,Donkey/Ass/mule,1,1
4045,5,0,Cat,0,0
4045,5,0,Dog,0,0
4045,5,0,poultry,0,0
4045,5,1,Donkey/Ass/mule,1,1
4045,6,0,Cat,2,2
4045,6,0,poultry,0,0
4045,6,0,Donkey/Ass/mule,2,2
4045,6,0,Dog,0,0
4046,1,,Donkey/Ass/mule,2,2
4046,1,,poultry,0,0
4047,1,,poultry,0,0
4047,1,,Donkey/Ass/mule,0,0
4047,2,,Dog,0,0
4047,2,,poultry,0,0
4047,2,,Donkey/Ass/mule,0,0
4047,2,,Cat,0,0
4048,1,,Donkey/Ass/mule,1,1
4048,1,,poultry,0,0
4048,2,,Cat,0,0
4048,2,,Dog,0,0
4048,2,,poultry,0,0
4048,2,,Donkey/Ass/mule,1,1
4048,3,0,poultry,0,0
4048,3,0,Cat,0,0
4048,3,0,Donkey/Ass/mule,1,0
4048,3,0,Dog,0,0
4048,4,0,Donkey/Ass/mule,1,0
4048,4,0,Dog,0,0
4048,4,0,poultry,0,0
4048,4,0,Cat,0,0
4048,5,0,poultry,0,0
4048,5,0,Cat,0,0
4048,5,0,Dog,0,0
4048,5,0,Donkey/Ass/mule,0,0
4049,1,,poultry,0,0
4049,1,,Donkey/Ass/mule,3,3
4049,2,,Cat,0,0
4049,2,,poultry,0,0
4049,2,,Donkey/Ass/mule,3,3
4049,2,,Dog,0,0
4049,3,0,Donkey/Ass/mule,3,3
4049,3,0,poultry,0,0
4049,3,0,Cat,0,0
4049,3,0,Dog,0,0
4049,4,0,Cat,0,0
4049,4,0,Dog,0,0
4049,4,0,poultry,0,0
4049,4,0,Donkey/Ass/mule,0,0
4049,5,1,Donkey/Ass/mule,4,4
4049,5,0,Dog,0,0
4049,5,0,poultry,0,0
4049,5,0,Cat,0,0
4050,1,,Donkey/Ass/mule,2,2
4050,1,,poultry,0,0
4050,2,,Cat,0,0
4050,2,,Donkey/Ass/mule,2,2
4050,2,,Dog,0,0
4050,2,,poultry,0,0
4050,3,0,poultry,0,0
4050,3,0,Donkey/Ass/mule,2,2
4050,3,0,Dog,0,0
4050,3,0,Cat,0,0
4050,4,0,Cat,0,0
4050,4,0,Dog,0,0
4050,4,0,Donkey/Ass/mule,2,2
4050,4,0,poultry,0,0
4050,5,0,Cat,0,0
4050,5,0,Dog,0,0
4050,5,0,poultry,0,0
4050,5,0,Donkey/Ass/mule,0,0
4050,6,0,Donkey/Ass/mule,0,3
4050,6,0,Cat,0,0
4050,6,0,poultry,0,0
4050,6,0,Dog,0,0
4051,1,,poultry,0,0
4051,1,,Donkey/Ass/mule,0,0
4051,2,,Cat,0,0
4051,2,,Dog,0,0
4051,2,,poultry,0,0
4051,2,,Donkey/Ass/mule,3,0
4051,3,0,Cat,0,0
4051,3,0,poultry,0,0
4051,3,0,Dog,0,0
4051,3,0,Donkey/Ass/mule,0,0
4051,4,0,Donkey/Ass/mule,2,0
4051,4,0,poultry,0,0
4051,4,0,Cat,0,0
4051,4,0,Dog,0,0
4051,5,0,poultry,0,0
4051,5,1,Donkey/Ass/mule,1,1
4051,5,0,Dog,0,0
4051,5,0,Cat,0,0
4051,6,0,Cat,0,0
4051,6,0,Donkey/Ass/mule,2,2
4051,6,0,poultry,0,0
4051,6,0,Dog,0,0
4052,1,,Donkey/Ass/mule,2,2
4052,1,,poultry,0,0
4052,2,,Dog,0,0
4052,2,,Donkey/Ass/mule,2,2
4052,2,,Cat,0,0
4052,2,,poultry,0,0
4052,3,0,Dog,0,0
4052,3,0,poultry,0,0
4052,3,0,Cat,0,0
4052,3,0,Donkey/Ass/mule,2,2
4052,4,0,Donkey/Ass/mule,1,1
4052,4,0,Cat,0,0
4052,4,0,poultry,0,0
4052,4,0,Dog,0,0
4052,5,0,poultry,0,0
4052,5,0,Donkey/Ass/mule,0,0
4052,5,0,Cat,0,0
4052,5,0,Dog,0,0
4052,6,0,Donkey/Ass/mule,0,0
4052,6,0,Cat,0,0
4052,6,0,Dog,0,0
4052,6,0,poultry,0,0
4053,1,,poultry,0,0
4053,1,,Donkey/Ass/mule,1,1
4053,2,,Donkey/Ass/mule,2,0
4053,2,,Cat,0,0
4053,2,,poultry,0,0
4053,2,,Dog,0,0
4053,3,0,poultry,0,0
4053,3,0,Cat,0,0
4053,3,0,Dog,0,0
4053,3,0,Donkey/Ass/mule,1,0
4053,4,0,Donkey/Ass/mule,1,1
4053,4,0,Dog,0,0
4053,4,0,poultry,0,0
4053,4,0,Cat,0,0
4053,5,0,Donkey/Ass/mule,0,2
4053,5,0,Dog,0,0
4053,5,0,poultry,0,0
4053,5,0,Cat,0,0
4053,6,0,poultry,0,0
4053,6,0,Cat,0,0
4053,6,0,Dog,0,0
4053,6,0,Donkey/Ass/mule,1,2
4054,1,,poultry,0,0
4054,1,,Donkey/Ass/mule,2,2
4054,2,,poultry,0,0
4054,2,,Dog,0,0
4054,2,,Cat,0,0
4054,2,,Donkey/Ass/mule,2,2
4054,3,0,poultry,0,0
4054,3,0,Cat,0,0
4054,3,0,Donkey/Ass/mule,2,2
4054,3,0,Dog,0,0
4054,4,0,Cat,0,0
4054,4,0,poultry,0,0
4054,4,0,Dog,0,0
4054,4,0,Donkey/Ass/mule,0,0
4054,5,0,Donkey/Ass/mule,3,4
4054,5,0,Cat,0,0
4054,5,0,poultry,0,0
4054,5,0,Dog,0,0
4054,6,0,poultry,0,0
4054,6,0,Dog,0,0
4054,6,0,Donkey/Ass/mule,5,5
4054,6,0,Cat,0,0
4055,1,,Donkey/Ass/mule,0,0
4055,1,,poultry,0,0
4055,2,,poultry,0,0
4055,2,,Donkey/Ass/mule,0,0
4055,2,,Cat,0,0
4055,2,,Dog,0,0
4055,3,0,Donkey/Ass/mule,1,1
4055,3,0,poultry,0,0
4055,3,0,Dog,0,0
4055,3,0,Cat,0,0
4055,4,0,Cat,0,0
4055,4,0,poultry,0,0
4055,4,0,Donkey/Ass/mule,1,0
4055,4,0,Dog,0,0
4055,5,0,poultry,0,0
4055,5,0,Donkey/Ass/mule,2,2
4055,5,0,Cat,0,0
4055,5,0,Dog,0,0
4055,6,0,poultry,0,0
4055,6,0,Cat,0,0
4055,6,0,Dog,0,0
4055,6,0,Donkey/Ass/mule,1,1
4056,1,,Donkey/Ass/mule,3,3
4056,1,,poultry,0,0
4056,2,,Donkey/Ass/mule,3,3
4056,2,,Dog,0,0
4056,2,,Cat,0,0
4056,2,,poultry,0,0
4056,3,0,Dog,0,0
4056,3,0,Cat,0,0
4056,3,0,Donkey/Ass/mule,2,2
4056,3,0,poultry,0,0
4056,4,0,Donkey/Ass/mule,3,3
4056,4,0,poultry,0,0
4056,4,0,Cat,0,0
4056,4,0,Dog,0,0
4056,5,0,poultry,0,0
4056,5,0,Cat,0,0
4056,5,0,Dog,0,0
4056,5,1,Donkey/Ass/mule,4,4
4056,6,0,Dog,0,0
4056,6,0,Donkey/Ass/mule,5,5
4056,6,0,Cat,0,0
4056,6,0,poultry,0,0
4057,1,,poultry,0,0
4057,1,,Donkey/Ass/mule,0,0
4057,2,,Donkey/Ass/mule,0,0
4057,2,,poultry,0,0
4057,2,,Cat,0,0
4057,2,,Dog,0,0
4057,3,0,Donkey/Ass/mule,1,1
4057,3,0,poultry,0,0
4057,3,0,Dog,0,0
4057,3,0,Cat,0,0
4057,4,0,Donkey/Ass/mule,1,1
4057,4,0,Dog,0,0
4057,4,0,Cat,0,0
4057,4,0,poultry,0,0
4057,5,0,Donkey/Ass/mule,0,1
4057,5,0,Cat,0,0
4057,5,0,poultry,0,0
4057,5,0,Dog,0,0
4057,6,0,Donkey/Ass/mule,1,1
4057,6,0,Dog,0,0
4057,6,0,Cat,0,0
4057,6,0,poultry,0,0
4058,1,,poultry,0,0
4058,1,,Donkey/Ass/mule,2,2
4058,2,,Cat,0,0
4058,2,,Dog,0,0
4058,2,,poultry,0,0
4058,2,,Donkey/Ass/mule,1,0
4058,3,0,Dog,0,0
4058,3,0,Donkey/Ass/mule,1,1
4058,3,0,Cat,0,0
4058,3,0,poultry,0,0
4058,4,0,poultry,0,0
4058,4,0,Donkey/Ass/mule,1,1
4058,4,0,Dog,0,0
4058,4,0,Cat,0,0
4058,5,0,Dog,0,0
4058,5,0,poultry,0,0
4058,5,0,Cat,0,0
4058,5,1,Donkey/Ass/mule,1,1
4058,6,0,Cat,0,0
4058,6,0,Donkey/Ass/mule,0,0
4058,6,0,poultry,0,0
4058,6,0,Dog,0,0
4059,1,,poultry,0,0
4059,1,,Donkey/Ass/mule,0,0
4059,2,,poultry,0,0
4059,2,,Donkey/Ass/mule,0,0
4059,2,,Cat,0,0
4059,2,,Dog,0,0
4059,3,0,Dog,0,0
4059,3,0,Cat,0,0
4059,3,0,Donkey/Ass/mule,0,0
4059,3,0,poultry,0,0
4059,4,0,Dog,0,0
4059,4,0,Cat,0,0
4059,4,0,poultry,0,0
4059,4,0,Donkey/Ass/mule,1,1
4059,5,0,Dog,0,0
4059,5,0,poultry,0,0
4059,5,0,Donkey/Ass/mule,0,0
4059,5,0,Cat,0,0
4059,6,0,Donkey/Ass/mule,1,1
4059,6,0,poultry,0,0
4059,6,0,Dog,0,0
4059,6,0,Cat,0,0
4060,1,,poultry,0,0
4060,1,,Donkey/Ass/mule,2,2
4060,2,,poultry,0,0
4060,2,,Cat,0,0
4060,2,,Donkey/Ass/mule,1,1
4060,2,,Dog,0,0
4060,3,0,poultry,0,0
4060,3,0,Donkey/Ass/mule,2,2
4060,3,0,Dog,0,0
4060,3,0,Cat,0,0
4060,4,0,Cat,0,0
4060,4,0,poultry,0,0
4060,4,0,Donkey/Ass/mule,2,2
4060,4,0,Dog,0,0
4060,5,0,Dog,0,0
4060,5,0,Donkey/Ass/mule,3,3
4060,5,0,poultry,0,0
4060,5,0,Cat,0,0
4060,6,0,Cat,0,0
4060,6,0,Donkey/Ass/mule,5,5
4060,6,0,Dog,0,0
4060,6,0,poultry,0,0
4061,1,,poultry,0,0
4061,1,,Donkey/Ass/mule,1,1
4062,1,,Donkey/Ass/mule,3,3
4062,1,,poultry,0,0
4062,2,,Donkey/Ass/mule,1,1
4062,2,,poultry,0,0
4062,2,,Dog,0,0
4062,2,,Cat,0,0
4062,4,0,Dog,0,0
4062,4,0,Donkey/Ass/mule,0,0
4062,4,0,Cat,0,0
4062,4,0,poultry,0,0
4062,5,0,Dog,0,0
4062,5,1,Donkey/Ass/mule,1,1
4062,5,0,Cat,0,0
4062,5,0,poultry,0,0
4062,6,0,Cat,0,0
4062,6,0,poultry,0,0
4062,6,0,Dog,0,0
4062,6,0,Donkey/Ass/mule,2,2
4063,1,,poultry,0,0
4063,1,,Donkey/Ass/mule,3,3
4063,2,,Cat,0,0
4063,2,,Dog,0,0
4063,2,,Donkey/Ass/mule,2,2
4063,2,,poultry,0,0
4063,3,0,Dog,0,0
4063,3,0,Donkey/Ass/mule,3,3
4063,3,0,Cat,0,0
4063,3,0,poultry,0,0
4063,4,0,poultry,0,0
4063,4,0,Donkey/Ass/mule,0,0
4063,4,0,Cat,0,0
