COUNTRY,DISTRICT,UAI_NAME,year,sales_season,firm,premium_rate,tlu,tsi_usd
ETHIOPIA,BORANA,GOLBO_ET,2014,Aug/Sep,OIC,.077,36.40000152587891,9424.7998
ETHIOPIA,BORANA,MIYO,2014,Aug/Sep,OIC,.098,76.69999694824219,21955.5
ETHIOPIA,BORANA,MALBE DILLO,2014,Aug/Sep,OIC,.086,34.59999847412109,10475.399
ETHIOPIA,BORANA,GARA MEGA,2014,Aug/Sep,OIC,.084,23.5,7430.6997
ETHIOPIA,BORANA,GAMOJI DUGDA DAWA,2014,Aug/Sep,OIC,.071,6,1836
KENYA,MARSABIT,NORTH HORR,2015,Jan/Feb,APA,.056,105.8,14812
KENYA,MARSABIT,DUKANA,2015,Jan/Feb,APA,.0629,134.2,18788
KENYA,MARSABIT,TURBI,2015,Jan/Feb,APA,.0787,21.6,3024
KENYA,MARSABIT,MAIKONA,2015,Jan/Feb,APA,.0789,62.4,8736
KENYA,MARSABIT,LOIYANGALANI,2015,Jan/Feb,APA,.0801,42.4,5936
KENYA,MARSABIT,KARGI,2015,Jan/Feb,APA,.084,17.6,2464
KENYA,MARSABIT,MT KULAL,2015,Jan/Feb,APA,.1043,5.2,728
KENYA,GARISSA,BENANE,2015,Jan/Feb,TIA,.0734,3,420
KENYA,GARISSA,BALAMBALA,2015,Jan/Feb,TIA,.0915325731039047,140.6,19684
KENYA,GARISSA,CENTRAL GARISSA,2015,Jan/Feb,TIA,.0736184865236282,77.59999999999999,10864
KENYA,GARISSA,BURA GARISSA,2015,Jan/Feb,TIA,.1374381929636002,211.9,29666
KENYA,MANDERA,WARGADUD,2015,Jan/Feb,TIA,.0682005509734154,5.2,728
KENYA,WAJIR,BUNA,2015,Jan/Feb,TIA,.0838447511196136,55,7700
KENYA,WAJIR,BUTE,2015,Jan/Feb,TIA,.0807142853736877,33.8,4732
KENYA,GARISSA,IJARA,2015,Jan/Feb,TIA,.0765,19.3,2702
KENYA,WAJIR,GURAR,2015,Jan/Feb,TIA,.1211677342653275,180.6999999999999,25298
KENYA,ISIOLO,GARBA TULLA,2015,Jan/Feb,TIA,.0875590741634369,57.20000000000001,8008
KENYA,WAJIR,KOTULO (WAJIR),2015,Jan/Feb,TIA,.0867,41.7,5838
KENYA,ISIOLO,KINNA,2015,Jan/Feb,TIA,.1106411516666412,37.4,5236
KENYA,GARISSA,DADAAB,2015,Jan/Feb,TIA,.081924244761467,20.5,2870
KENYA,MANDERA,CENTRAL MANDERA,2015,Jan/Feb,TIA,.0827669203281403,7.699999999999999,1078
KENYA,MANDERA,TAKABA,2015,Jan/Feb,TIA,.09080870449543,182.7,25578
KENYA,ISIOLO,CENTRAL ISIOLO,2015,Jan/Feb,TIA,.0931411683559418,47.9,6706
