hhid,round,comment,birthevent,s6q45a,s6q45b,s6q46,s6q47,s6q47b
9083,5,0,4,Current year,July,Sheep/Goat,4,
9083,5,0,3,Current year,April,Sheep/Goat,5,
9084,1,,2,Current year,March,Sheep/Goat,10,
9084,1,,1,Previous year,December,Camel,8,
9084,1,,3,Current year,April,Sheep/Goat,12,
9084,2,,2,Current year,March,Sheep/Goat,12,
9084,2,,4,Current year,April,Sheep/Goat,16,
9084,2,,3,Current year,April,Camel,1,
9084,2,,1,Previous year,November,Camel,2,
9084,3,0,1,Previous year,November,Camel,3,
9084,3,0,3,Current year,August,Sheep/Goat,6,
9084,3,0,2,Previous year,December,Sheep/Goat,9,
9084,4,0,3,Previous year,November,Camel,2,
9084,4,0,7,Current year,June,Sheep/Goat,4,
9084,4,0,1,Current year,January,Cattle,1,
9084,4,0,4,Current year,May,Camel,2,
9084,4,0,6,Current year,April,Sheep/Goat,4,
9084,4,0,5,Current year,January,Sheep/Goat,6,
9084,4,0,2,Current year,April,Cattle,1,
9084,5,0,1,Previous year,December,Camel,4,
9084,5,0,2,Current year,April,Camel,2,
9084,5,0,3,Current year,March,Sheep/Goat,4,
9084,5,0,6,Current year,June,Sheep/Goat,2,
9084,5,0,5,Current year,May,Sheep/Goat,4,
9084,5,0,4,Current year,April,Sheep/Goat,4,
9084,5,0,7,Current year,September,Sheep/Goat,7,
9084,7,,2,2020,August,Sheep,15,3
9084,7,,1,2020,August,Goat,10,2
9084,7,,1,2019,February,Sheep,15,3
9084,7,,2,2020,November,Goat,10,2
9084,7,,3,2020,December,Sheep,15,3
9084,7,,1,2019,March,Camel,5,1
9085,1,,1,.a,.a,Camel,3,
9085,1,,3,Current year,March,Sheep/Goat,12,
9085,1,,2,Current year,February,Sheep/Goat,6,
9085,2,,1,Previous year,December,Sheep/Goat,12,
9085,2,,2,Current year,May,Camel,2,
9085,3,0,2,Current year,January,Sheep/Goat,2,
9085,3,0,1,Previous year,December,Sheep/Goat,2,
9085,4,0,1,Current year,January,Camel,3,
9085,4,0,5,Current year,July,Sheep/Goat,9,
9085,4,0,4,Current year,June,Sheep/Goat,10,
9085,4,0,3,Current year,February,Sheep/Goat,9,
9085,4,0,2,Current year,January,Sheep/Goat,10,
9085,5,0,4,Current year,March,Sheep/Goat,6,
9085,5,0,2,Current year,January,Camel,3,
9085,5,0,1,Previous year,October,Camel,3,
9085,5,0,3,Previous year,November,Sheep/Goat,9,
9085,6,0,1,Previous year,November,Camel,1,
9085,6,0,2,Previous year,October,Sheep/Goat,2,
9085,6,0,4,Current year,September,Sheep/Goat,2,
9085,6,0,3,Current year,January,Sheep/Goat,2,
9085,7,,1,2020,May,Camel,2,1
9085,7,,2,2020,August,Goat,2,2
9085,7,,1,2019,February,Goat,2,2
9085,7,,2,2020,August,Sheep,4,2
9085,7,,1,2019,March,Sheep,4,2
9086,1,,1,Previous year,October,Sheep/Goat,12,
9086,1,,3,Current year,April,Sheep/Goat,10,
9086,1,,2,Current year,February,Cattle,18,
9086,2,,2,Previous year,December,Sheep/Goat,10,
9086,2,,1,Previous year,December,Cattle,2,
9086,2,,3,Previous year,October,Camel,2,
9086,2,,4,Current year,March,Sheep/Goat,16,
9086,3,0,3,Current year,March,Sheep/Goat,2,
9086,3,0,2,Previous year,November,Sheep/Goat,8,
9086,3,0,1,Previous year,October,Cattle,1,
9086,4,0,1,Current year,January,Camel,1,
9086,4,0,3,Current year,June,Sheep/Goat,2,
9086,4,0,4,Current year,August,Sheep/Goat,1,
9086,4,0,2,Current year,February,Sheep/Goat,1,
9086,5,0,1,Previous year,October,Camel,2,
9086,5,0,2,Current year,February,Sheep/Goat,4,
9086,5,0,4,Current year,August,Sheep/Goat,2,
9086,5,0,3,Current year,May,Sheep/Goat,2,
9086,6,0,5,Current year,July,Sheep/Goat,3,
9086,6,0,3,Current year,February,Sheep/Goat,2,
9086,6,0,2,Previous year,October,Sheep/Goat,3,
9086,6,0,4,Current year,May,Sheep/Goat,4,
9086,6,0,1,Current year,March,Camel,2,
9087,1,,1,Previous year,December,Camel,6,
9087,2,,2,Current year,May,Sheep/Goat,6,
9087,2,,1,Current year,April,Camel,2,
9087,3,0,2,Previous year,November,Sheep/Goat,10,
9087,3,0,3,Current year,August,Sheep/Goat,5,
9087,3,0,1,Previous year,October,Camel,2,
9087,4,0,5,Current year,April,Sheep/Goat,6,
9087,4,0,2,Current year,April,Camel,1,
9087,4,0,6,Current year,September,Sheep/Goat,2,
9087,4,0,3,Previous year,December,Sheep/Goat,4,
9087,4,0,4,Current year,January,Sheep/Goat,7,
9087,4,0,1,Current year,January,Camel,2,
9087,5,0,3,Current year,February,Sheep/Goat,2,
9087,5,0,1,Previous year,November,Camel,1,
9087,5,0,2,Current year,June,Sheep/Goat,2,
9087,5,0,4,Current year,April,Sheep/Goat,2,
9087,6,0,1,Current year,May,Camel,1,
9087,6,0,2,Current year,May,Sheep/Goat,2,
9087,7,,1,2019,February,Sheep,2,2
9087,7,,2,2020,May,Sheep,2,2
9087,7,,1,2019,March,Camel,1,1
9088,1,,3,Current year,March,Sheep/Goat,18,
9088,1,,2,Current year,January,Sheep/Goat,10,
9088,1,,1,Previous year,December,Camel,6,
9088,2,,2,Current year,April,Sheep/Goat,7,
9088,2,,1,Current year,April,Camel,2,
9088,3,0,2,Current year,April,Sheep/Goat,16,
9088,3,0,1,Previous year,November,Camel,3,
9088,3,0,3,Current year,August,Sheep/Goat,4,
9088,4,0,1,Previous year,November,Camel,1,
9088,4,0,5,Current year,August,Sheep/Goat,2,
9088,4,0,3,Current year,February,Sheep/Goat,2,
9088,4,0,2,Current year,March,Camel,1,
9088,4,0,4,Current year,July,Sheep/Goat,2,
9088,5,0,1,Previous year,November,Camel,3,
9088,5,0,6,Current year,August,Sheep/Goat,7,
9088,5,0,2,Current year,January,Camel,5,
9088,5,0,5,Current year,March,Sheep/Goat,18,
9088,5,0,4,Current year,January,Sheep/Goat,13,
9088,5,0,3,Previous year,October,Sheep/Goat,29,
9088,6,0,8,Current year,September,Sheep/Goat,2,
9088,6,0,6,Current year,March,Sheep/Goat,3,
9088,6,0,2,Previous year,December,Camel,2,
9088,6,0,4,Previous year,October,Sheep/Goat,3,
9088,6,0,1,Previous year,November,Camel,2,
9088,6,0,7,Current year,July,Sheep/Goat,2,
9088,6,0,3,Current year,May,Camel,2,
9088,6,0,5,Current year,January,Sheep/Goat,3,
9088,7,,1,2019,February,Camel,3,1
9088,7,,1,2019,March,Sheep,4,1
9088,7,,1,2019,March,Goat,5,1
9089,1,,4,Current year,April,Sheep/Goat,20,
9089,1,,2,Previous year,December,Cattle,9,
9089,1,,1,Previous year,October,Camel,11,
9089,1,,3,Current year,February,Sheep/Goat,14,
9089,2,,3,Previous year,December,Sheep/Goat,10,
9089,2,,2,Previous year,December,Cattle,4,
9089,2,,6,Current year,April,Cattle,1,
9089,2,,4,Current year,March,Camel,1,
9089,2,,1,Previous year,December,Camel,3,
9089,2,,5,Current year,March,Sheep/Goat,15,
9089,2,,7,Current year,May,Sheep/Goat,5,
9089,3,0,5,Current year,February,Sheep/Goat,2,
9089,3,0,1,Previous year,October,Camel,3,
9089,3,0,3,Current year,February,Cattle,1,
9089,3,0,4,Previous year,December,Sheep/Goat,4,
9089,3,0,2,Previous year,December,Cattle,1,
9089,4,0,8,Current year,June,Sheep/Goat,1,
9089,4,0,7,Current year,May,Sheep/Goat,5,
9089,4,0,3,Previous year,December,Sheep/Goat,5,
9089,4,0,6,Current year,March,Sheep/Goat,4,
9089,4,0,4,Current year,January,Sheep/Goat,7,
9089,4,0,5,Current year,February,Cattle,2,
9089,4,0,1,Previous year,November,Sheep/Goat,5,
9089,4,0,2,Previous year,November,Cattle,3,
9089,5,0,2,Previous year,December,Cattle,1,
9089,5,0,4,Current year,February,Sheep/Goat,2,
9089,5,0,3,Previous year,December,Sheep/Goat,4,
9089,5,0,1,Previous year,November,Cattle,1,
9089,5,0,5,Current year,June,Sheep/Goat,1,
9089,6,0,3,Current year,April,Sheep/Goat,4,
9089,6,0,4,Current year,August,Sheep/Goat,2,
9089,6,0,1,Previous year,December,Sheep/Goat,4,
9089,6,0,2,Current year,February,Sheep/Goat,3,
9089,7,,2,2020,May,Sheep,5,2
9089,7,,1,2019,February,Goat,2,1
9089,7,,1,2020,November,Cattle,1,1
9089,7,,1,2019,February,Sheep,5,2
9090,1,,1,Previous year,December,Camel,9,
9090,1,,2,Current year,January,Camel,20,
9090,1,,3,Current year,March,Sheep/Goat,25,
9090,1,,5,Current year,April,Cattle,5,
9090,1,,4,Current year,April,Sheep/Goat,4,
9090,2,,1,Previous year,October,Camel,3,
9090,2,,3,Current year,March,Sheep/Goat,10,
9090,2,,4,Current year,April,Sheep/Goat,15,
9090,2,,2,Previous year,December,Cattle,4,
9090,3,0,5,Current year,April,Sheep/Goat,2,
9090,3,0,1,Previous year,October,Camel,1,
9090,3,0,3,Current year,February,Camel,1,
9090,3,0,9,Current year,August,Sheep/Goat,2,
9090,3,0,2,Current year,January,Camel,1,
9090,3,0,4,Current year,March,Camel,1,
9090,3,0,6,Current year,May,Sheep/Goat,3,
9090,3,0,8,Current year,September,Sheep/Goat,2,
9090,3,0,7,Current year,June,Sheep/Goat,3,
9090,4,0,1,Previous year,November,Sheep/Goat,1,
9090,4,0,3,Current year,September,Sheep/Goat,1,
9090,4,0,2,Current year,February,Sheep/Goat,2,
9090,5,0,4,Current year,July,Sheep/Goat,3,
9090,5,0,1,Current year,April,Camel,1,
9090,5,0,3,Current year,June,Camel,1,
9090,5,0,2,Current year,May,Camel,1,
9090,5,0,5,Current year,August,Sheep/Goat,3,
9090,5,0,6,Current year,April,Cattle,3,
9090,6,0,3,Previous year,November,Sheep/Goat,3,
9090,6,0,5,Current year,July,Sheep/Goat,1,
9090,6,0,1,Current year,March,Camel,1,
9090,6,0,4,Current year,April,Sheep/Goat,2,
9090,6,0,2,Current year,January,Cattle,1,
9090,7,,1,2020,April,Sheep,6,2
9090,7,,1,2020,May,Goat,5,3
9090,7,,2,2020,August,Sheep,6,2
9090,7,,3,2020,December,Goat,5,3
9090,7,,2,2020,September,Goat,5,3
9090,7,,1,2019,March,Camel,3,1
9091,1,,4,Current year,May,Sheep/Goat,2,
9091,1,,3,Current year,April,Sheep/Goat,22,
9091,1,,1,Previous year,November,Camel,7,
9091,1,,2,Current year,March,Sheep/Goat,16,
9091,2,,4,Current year,April,Sheep/Goat,13,
9091,2,,1,Previous year,December,Camel,3,
9091,2,,3,Current year,March,Sheep/Goat,7,
9091,2,,2,Previous year,December,Sheep/Goat,10,
9091,3,0,4,Current year,June,Camel,3,
9091,3,0,3,Current year,April,Sheep/Goat,2,
9091,3,0,2,Previous year,November,Sheep/Goat,6,
9091,3,0,1,Previous year,November,Camel,5,
9091,4,0,4,Current year,June,Sheep/Goat,1,
9091,4,0,3,Current year,February,Sheep/Goat,1,
9091,4,0,1,Previous year,November,Camel,2,
9091,4,0,5,Current year,September,Sheep/Goat,1,
9091,4,0,2,Previous year,November,Sheep/Goat,2,
9091,5,0,4,Current year,April,Sheep/Goat,4,
9091,5,0,2,Previous year,December,Camel,4,
9091,5,0,5,Current year,July,Sheep/Goat,3,
9091,5,0,1,Previous year,November,Camel,4,
9091,5,0,3,Previous year,December,Sheep/Goat,3,
9091,6,0,2,Current year,February,Camel,3,
9091,6,0,1,Previous year,November,Camel,2,
9091,6,0,6,Current year,July,Sheep/Goat,3,
9091,6,0,3,Current year,May,Camel,1,
9091,6,0,5,Current year,May,Sheep/Goat,1,
9091,6,0,4,Current year,January,Sheep/Goat,2,
9091,7,,1,2019,March,Goat,2,1
9091,7,,1,2019,February,Camel,1,1
9092,1,,1,Previous year,December,Sheep/Goat,10,
9092,1,,3,Current year,April,Sheep/Goat,12,
9092,1,,2,Current year,February,Sheep/Goat,10,
9092,2,,1,Previous year,December,Camel,3,
9092,2,,3,Current year,April,Sheep/Goat,15,
9092,2,,2,Previous year,December,Sheep/Goat,10,
9092,3,0,2,Previous year,December,Sheep/Goat,7,
9092,3,0,1,Previous year,December,Camel,3,
9092,3,0,3,Current year,April,Sheep/Goat,5,
9092,4,0,2,Previous year,November,Sheep/Goat,3,
9092,4,0,1,Previous year,December,Camel,1,
9092,4,0,4,Current year,July,Sheep/Goat,4,
9092,4,0,3,Current year,March,Sheep/Goat,4,
9092,5,0,1,Previous year,December,Camel,3,
9092,5,0,4,Current year,August,Sheep/Goat,4,
9092,5,0,3,Current year,June,Sheep/Goat,2,
9092,5,0,2,Previous year,December,Sheep/Goat,3,
9092,7,,1,2019,January,Goat,1,1
9092,7,,1,2020,May,Sheep,3,2
9092,7,,2,2020,November,Sheep,3,2
9093,1,,2,Current year,January,Sheep/Goat,10,
9093,1,,3,Current year,March,Sheep/Goat,14,
9093,1,,4,Current year,April,Sheep/Goat,6,
9093,1,,1,Previous year,December,Camel,7,
9093,2,,1,Current year,April,Camel,3,
9093,2,,2,Current year,April,Sheep/Goat,7,
9093,2,,3,Current year,July,Sheep/Goat,3,
9093,3,0,1,Current year,August,Sheep/Goat,2,
9093,4,0,1,Current year,July,Sheep/Goat,5,
9093,4,0,2,Current year,April,Cattle,1,
9093,5,0,1,Current year,March,Camel,1,
9093,5,0,5,Current year,May,Sheep/Goat,2,
9093,5,0,4,Current year,February,Sheep/Goat,2,
9093,5,0,3,Previous year,November,Sheep/Goat,3,
9093,5,0,2,Current year,April,Camel,2,
9093,5,0,6,Current year,August,Sheep/Goat,1,
9093,6,0,1,Previous year,December,Camel,2,
9093,6,0,2,Previous year,December,Sheep/Goat,3,
9093,6,0,3,Current year,February,Sheep/Goat,2,
9093,6,0,5,Current year,July,Sheep/Goat,4,
9093,6,0,4,Current year,April,Sheep/Goat,3,
9093,7,,1,2019,February,Goat,3,1
9093,7,,1,2019,February,Sheep,2,1
9094,1,,1,.a,.a,Camel,2,
9094,1,,2,Current year,January,Sheep/Goat,14,
9094,1,,3,Current year,March,Sheep/Goat,10,
9094,2,,1,Current year,April,Camel,3,
9094,2,,2,Current year,May,Sheep/Goat,6,
9094,3,0,1,Current year,January,Camel,1,
9094,3,0,4,Current year,March,Camel,3,
9094,3,0,3,Current year,February,Camel,1,
9094,3,0,2,Current year,January,Camel,1,
9094,3,0,5,Current year,August,Sheep/Goat,2,
9094,3,0,6,Current year,August,Sheep/Goat,10,
9094,4,0,4,Current year,May,Camel,1,
9094,4,0,2,Current year,March,Sheep/Goat,5,
9094,4,0,1,Current year,January,Sheep/Goat,2,
9094,4,0,3,Current year,July,Sheep/Goat,4,
9094,5,0,1,Previous year,October,Camel,1,
9094,5,0,4,Current year,June,Sheep/Goat,1,
9094,5,0,5,Current year,September,Sheep/Goat,1,
9094,5,0,3,Current year,March,Sheep/Goat,1,
9094,5,0,2,Previous year,October,Sheep/Goat,2,
9094,6,0,4,Current year,July,Sheep/Goat,2,
9094,6,0,2,Previous year,December,Sheep/Goat,4,
9094,6,0,3,Current year,March,Sheep/Goat,5,
9094,6,0,1,Previous year,November,Camel,1,
9094,7,,1,2020,December,Camel,1,1
9094,7,,1,2020,August,Goat,4,1
9094,7,,1,2020,August,Sheep,3,1
9095,1,,1,Previous year,November,Camel,3,
9095,1,,2,Current year,March,Sheep/Goat,4,
9095,1,,4,Current year,May,Sheep/Goat,4,
9095,1,,3,Current year,April,Sheep/Goat,12,
9095,2,,3,Current year,April,Sheep/Goat,12,
9095,2,,2,Current year,February,Sheep/Goat,8,
9095,2,,1,Previous year,November,Camel,2,
9095,3,0,2,Previous year,December,Sheep/Goat,1,
9095,3,0,1,Current year,January,Camel,1,
9095,3,0,3,Current year,March,Sheep/Goat,1,
9095,4,0,1,Previous year,December,Camel,1,
9095,4,0,2,Current year,July,Sheep/Goat,3,
9095,5,0,1,Previous year,December,Camel,1,
9095,5,0,2,Previous year,December,Cattle,1,
9095,5,0,3,Current year,January,Sheep/Goat,5,
9095,5,0,4,Current year,April,Sheep/Goat,4,
9095,6,0,5,Current year,September,Sheep/Goat,2,
9095,6,0,3,Current year,January,Sheep/Goat,3,
9095,6,0,1,Previous year,December,Camel,2,
9095,6,0,2,Previous year,December,Sheep/Goat,4,
9095,6,0,4,Current year,March,Sheep/Goat,2,
9095,7,,1,2020,December,Sheep,3,1
9095,7,,1,2020,November,Goat,2,1
9096,1,,1,Current year,March,Camel,2,
9096,1,,2,Current year,April,Sheep/Goat,3,
9096,1,,3,Current year,April,Sheep/Goat,12,
9096,2,,1,Current year,January,Camel,2,
9096,2,,2,Current year,March,Sheep/Goat,6,
9096,2,,3,Current year,March,Camel,1,
9096,2,,4,Current year,April,Sheep/Goat,12,
9096,3,0,2,Previous year,December,Sheep/Goat,3,
9096,3,0,5,Current year,September,Sheep/Goat,1,
9096,3,0,1,Previous year,October,Camel,1,
