hhid,round,s23q1,s23q1b,s23q1c,s23q2a,s23q2b,s23q2c,s23q2d,s23q2e1,s23q2e2,s23q2e3,s23q2e4,s23q2e5,s23q2e6,s23q2e7,s23q2e8,s23q2e9,s23q2e10,s23q2e11,s23q2e12,s23q2e13,s23q2e14,s23q2e15,s23q2e16,s23q2e17,s23q2e18,s23q2e97,s23q3a,s23q3b
13023,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
13025,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13026,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
13028,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13029,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13030,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13035,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13038,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14001,7,No,,,Yes,Good but irrelevant: It can be helpful to other people but not for pastoralists,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14002,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14003,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14004,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14005,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14008,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,Yes,Equity
14009,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14011,7,No,,,Yes,Bad and irrelevant: It is not helpful for normal people,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14012,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14013,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14014,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14015,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14016,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,Yes,Concern worldwide
14017,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14018,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14019,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14020,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14021,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14024,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14027,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14028,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
14029,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14030,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14031,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14033,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14035,7,No,,,Yes,Good but irrelevant: It can be helpful to other people but not for pastoralists,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14037,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14038,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14040,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14041,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14043,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14044,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me",Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14045,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14046,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14048,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14049,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14050,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14051,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14052,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14054,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14055,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14056,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14057,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14058,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,Yes,Concern Worldwide
14060,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14061,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14062,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14064,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14065,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14066,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14067,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14068,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14069,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14071,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14073,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14075,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14076,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14077,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14078,7,No,,,Yes,Bad and irrelevant: It is not helpful for normal people,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14082,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14083,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14085,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14086,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14087,7,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I do not have access",Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14088,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14089,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14090,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me",Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14091,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14092,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14094,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14095,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14096,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14097,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14098,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14099,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,Yes,Equity HSNP
14101,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14102,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14103,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14104,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14105,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,Yes,Equity Hsnp
14106,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14108,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14109,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,
14110,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14111,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14112,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14113,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14114,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14115,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14116,7,No,,,Yes,Very bad: It is not helpful for anyone except the companies,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14117,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14118,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14120,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14121,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14122,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14124,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14125,7,No,,,Yes,Good but irrelevant: It can be helpful to other people but not for pastoralists,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
14129,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14130,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
14134,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
14137,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,Yes,Equity Hsnp
14138,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me",Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Equity HSNP
15001,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15002,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15003,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I do not have access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15005,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15007,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15008,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15009,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15012,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15013,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15014,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15016,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15018,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15019,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15020,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15021,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15023,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",No,,,,,,,,,,,,,,,,,,,,,,,No,
15024,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15025,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15026,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15027,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15028,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15029,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,National Safety Net Program
15030,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15031,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15033,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15034,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
15035,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15037,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15038,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15039,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15040,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15041,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15042,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15044,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15046,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
15047,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15049,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
15050,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
15052,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16001,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16004,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16007,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16008,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16009,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16010,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16011,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16012,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16014,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16015,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16016,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
16017,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16018,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16019,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16020,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16021,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16023,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16024,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16025,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16026,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
16027,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,
16028,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16029,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16030,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16031,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16032,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16033,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16034,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16035,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16037,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16038,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16040,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16042,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16043,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16044,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16045,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16046,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16047,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16048,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,
16049,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16050,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16051,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16052,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
16053,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
16063,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
