hhid,round,gps_latitude,gps_longitude
2027,7,2.4000001,38.299999
2027,7,2.3,38.0
2028,1,2.4000001,38.200001
2028,2,2.4000001,38.200001
2028,3,2.4000001,38.200001
2028,5,2.4000001,38.200001
2028,7,2.4000001,38.200001
2028,7,2.4000001,38.200001
2028,7,2.4000001,38.200001
2028,7,2.4000001,38.200001
2028,7,2.4000001,38.200001
2028,7,2.4000001,38.200001
2028,7,2.3,38.099998
2029,1,2.5,38.200001
2029,2,2.5,38.200001
2029,3,2.5,38.200001
2029,5,2.5,38.200001
2029,7,2.5,38.200001
2029,7,2.5,38.200001
2029,7,2.5,38.200001
2029,7,2.5,38.200001
2029,7,2.5,38.200001
2029,7,2.5,38.200001
2029,7,2.3,38.0
2030,1,2.3,38.200001
2030,2,2.3,38.200001
2030,3,2.3,38.200001
2030,5,2.3,38.200001
2030,7,2.3,38.200001
2030,7,2.3,38.200001
2030,7,2.3,38.200001
2030,7,2.3,38.200001
2030,7,2.3,38.200001
2030,7,2.3,38.099998
2031,1,2.5,38.200001
2031,2,2.5,38.200001
2031,3,2.5,38.200001
2031,5,2.5,38.200001
2031,7,2.5,38.200001
2031,7,2.5,38.200001
2031,7,2.5,38.200001
2031,7,2.5,38.200001
2031,7,2.5,38.200001
2031,7,2.5,38.200001
2031,7,2.3,38.099998
2032,1,2.4000001,38.299999
2032,2,2.4000001,38.299999
2032,3,2.4000001,38.299999
2032,5,2.4000001,38.299999
2032,7,2.4000001,38.299999
2032,7,2.4000001,38.299999
2032,7,2.4000001,38.299999
2032,7,2.4000001,38.299999
2032,7,2.4000001,38.299999
2032,7,2.4000001,38.299999
2032,7,2.3,38.099998
2033,1,2.5,38.299999
2033,2,2.5,38.299999
2033,3,2.5,38.299999
2033,5,2.5,38.299999
2033,7,2.5,38.299999
2033,7,2.5,38.299999
2033,7,2.5,38.299999
2033,7,2.5,38.299999
2033,7,2.5,38.299999
2033,7,2.5,38.299999
2033,7,2.3,38.099998
2034,1,2.5,38.299999
2034,2,2.5,38.299999
2034,3,2.5,38.299999
2034,5,2.5,38.299999
2034,7,2.5,38.299999
2034,7,2.5,38.299999
2034,7,2.5,38.299999
2034,7,2.5,38.299999
2034,7,2.5,38.299999
2034,7,2.5,38.299999
2034,7,2.3,38.0
2035,1,2.5,38.299999
2035,2,2.5,38.299999
2035,3,2.5,38.299999
2035,5,2.5,38.299999
2035,7,2.5,38.299999
2035,7,2.5,38.299999
2035,7,2.5,38.299999
2035,7,2.5,38.299999
2035,7,2.5,38.299999
2035,7,2.5,38.299999
2035,7,2.3,38.0
2036,1,2.4000001,38.200001
2036,2,2.4000001,38.200001
2036,3,2.4000001,38.200001
2036,5,2.4000001,38.200001
2036,7,2.4000001,38.200001
2036,7,2.4000001,38.200001
2036,7,2.4000001,38.200001
2036,7,2.4000001,38.200001
2036,7,2.4000001,38.200001
2036,7,2.4000001,38.200001
2036,7,2.3,38.099998
2037,1,2.4000001,38.299999
2037,2,2.4000001,38.299999
2037,3,2.4000001,38.299999
2037,5,2.4000001,38.299999
2037,7,2.4000001,38.299999
2037,7,2.4000001,38.299999
2037,7,2.4000001,38.299999
2037,7,2.4000001,38.299999
2037,7,2.4000001,38.299999
2037,7,2.4000001,38.299999
2037,7,2.3,38.099998
2038,1,2.4000001,38.299999
2038,2,2.4000001,38.299999
2038,3,2.4000001,38.299999
2038,5,2.4000001,38.299999
2038,7,2.4000001,38.299999
2038,7,2.4000001,38.299999
2038,7,2.4000001,38.299999
2038,7,2.4000001,38.299999
2038,7,2.4000001,38.299999
2038,7,2.4000001,38.299999
2038,7,2.3,38.099998
2039,1,2.4000001,38.099998
2039,2,2.4000001,38.099998
2039,3,2.4000001,38.099998
2039,5,2.4000001,38.099998
2039,7,2.4000001,38.099998
2039,7,2.4000001,38.099998
2039,7,2.4000001,38.099998
2039,7,2.4000001,38.099998
2039,7,2.4000001,38.099998
2039,7,2.4000001,38.099998
2040,1,2.4000001,38.099998
2040,2,2.4000001,38.099998
2040,3,2.4000001,38.099998
2040,5,2.4000001,38.099998
2040,7,2.4000001,38.099998
2040,7,2.4000001,38.099998
2040,7,2.4000001,38.099998
2040,7,2.4000001,38.099998
2040,7,2.4000001,38.099998
2040,7,2.4000001,38.099998
2041,1,2.4000001,38.099998
2041,2,2.4000001,38.099998
2041,3,2.4000001,38.099998
2041,5,2.4000001,38.099998
2041,7,2.4000001,38.099998
2041,7,2.4000001,38.099998
2041,7,2.4000001,38.099998
2041,7,2.4000001,38.099998
2041,7,2.4000001,38.099998
2041,7,2.4000001,38.099998
2041,7,2.4000001,38.099998
2042,1,2.5999999,38.099998
2042,2,2.2,38.0
2042,7,2.2,38.0
2042,7,2.2,38.0
2043,1,2.5,38.299999
2043,2,2.5,38.299999
2043,3,2.5,38.299999
2043,5,2.5,38.299999
2043,7,2.5,38.299999
2043,7,2.5,38.299999
2043,7,2.5,38.299999
2043,7,2.5,38.299999
2043,7,2.5,38.299999
2043,7,2.5,38.299999
2043,7,2.3,38.099998
2044,1,2.3,38.099998
2044,2,2.3,38.099998
2044,3,2.3,38.099998
2044,5,2.3,38.099998
2044,7,2.3,38.099998
2044,7,2.3,38.099998
2044,7,2.3,38.099998
2044,7,2.3,38.099998
2044,7,2.3,38.099998
2044,7,2.3,38.099998
2044,7,2.3,38.099998
2045,1,2.4000001,38.099998
2045,2,2.4000001,38.099998
2045,3,2.4000001,38.099998
2045,5,2.4000001,38.099998
2045,7,2.4000001,38.099998
2045,7,2.4000001,38.099998
2045,7,2.4000001,38.099998
2045,7,2.4000001,38.099998
2045,7,2.4000001,38.099998
2045,7,2.4000001,38.099998
2045,7,2.3,38.0
2046,1,2.4000001,38.099998
2046,2,2.4000001,38.099998
2046,3,2.4000001,38.099998
2046,5,2.4000001,38.099998
2046,7,2.4000001,38.099998
2046,7,2.4000001,38.099998
2046,7,2.4000001,38.099998
2046,7,2.4000001,38.099998
2046,7,2.4000001,38.099998
2046,7,2.4000001,38.099998
2046,7,2.3,38.0
2047,1,2.4000001,38.200001
2047,2,2.4000001,38.200001
2047,3,2.4000001,38.200001
2047,5,2.4000001,38.200001
2047,7,2.4000001,38.200001
2047,7,2.4000001,38.200001
2047,7,2.4000001,38.200001
2047,7,2.4000001,38.200001
2047,7,2.4000001,38.200001
2047,7,2.4000001,38.200001
2047,7,2.3,38.0
2048,1,2.4000001,38.099998
2048,2,2.4000001,38.099998
2048,3,2.4000001,38.099998
2048,5,2.4000001,38.099998
2048,7,2.4000001,38.099998
2048,7,2.4000001,38.099998
2048,7,2.4000001,38.099998
2048,7,2.4000001,38.099998
2048,7,2.4000001,38.099998
2048,7,2.4000001,38.099998
2048,7,2.3,38.0
2049,1,2.3,38.099998
2049,2,2.3,38.099998
2049,3,2.3,38.099998
2049,5,2.3,38.099998
2049,7,2.3,38.099998
2049,7,2.3,38.099998
2049,7,2.3,38.099998
2049,7,2.3,38.099998
2049,7,2.3,38.099998
2049,7,2.3,38.099998
2049,7,2.3,38.0
2050,1,2.5,38.099998
2050,2,2.2,38.0
2050,3,2.2,38.0
2050,5,2.2,38.0
2050,7,2.2,38.0
2050,7,2.2,38.0
2050,7,2.2,38.0
2050,7,2.2,38.0
