hhid,round,comment,LSID,LSID_other,s14q74,s14q70_r6,s14q70b_r6,s14q74a,s14q66_r6,s14q66a_r6,s14q66b_r6,s14q75,s14q76,s14q77,s14q78,s14q78b
2090,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2091,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
2091,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2091,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2091,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
2091,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
2091,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2091,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Interest rate and fee are too high,
2091,6,0,Bank,,No,,,,,,,,,,,
2091,6,0,MFI/FSA,,No,,,,,,,,,,,
2091,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
2091,6,0,Money lenders,,No,,,,,,,,,,,
2091,6,0,Family/friends,,No,,,,,,,,,,,
2091,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2091,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,Education costs,,Yes,20000,No,22000,,,,,
2091,6,0,Other (specify),,No,,,,,,,,,,,
2092,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2092,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2092,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2092,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2092,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2092,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2092,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2092,6,0,Bank,,No,,,,,,,,,,,
2092,6,0,MFI/FSA,,No,,,,,,,,,,,
2092,6,0,SACCO/Cooperatives,,Yes,Other (specify),TO BUY HOUSE HOLD FURNITURE,Yes,2000,Yes,2200,,,,,
2092,6,0,Money lenders,,No,,,,,,,,,,,
2092,6,0,Family/friends,,No,,,,,,,,,,,
2092,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2092,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2092,6,0,Other (specify),,No,,,,,,,,,,,
2093,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2093,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2093,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2093,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2093,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2093,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Other (specify),Not in group
2093,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2094,3,0,Bank,,Yes,,,,,,,1,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
2094,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2094,3,0,SACCO/Cooperatives,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
2094,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2094,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2094,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Other (specify),NOT IN THE GROUP
2094,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2096,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2096,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2096,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2096,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2096,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2096,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2096,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2096,6,0,Bank,,No,,,,,,,,,,,
2096,6,0,MFI/FSA,,No,,,,,,,,,,,
2096,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
2096,6,0,Money lenders,,No,,,,,,,,,,,
2096,6,0,Family/friends,,Yes,Food,,Yes,2000,Yes,0,,,,,
2096,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2096,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2096,6,0,Other (specify),,No,,,,,,,,,,,
2097,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2097,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2097,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2097,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2097,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2097,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2097,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2098,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2098,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2098,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
2098,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
2098,3,0,Family/friends,,No,,,,,,,,,,Other (specify),NO ACCESS
2098,3,0,CARE group saving<br> and lending (GSL),,Yes,,,,,,,5,5,No. We don't need any (more) loan,,
2098,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,10,7,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
2098,4,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2098,4,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2098,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2098,4,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2098,4,0,Family/friends,,Yes,,,,,,,6,6,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
2098,4,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2098,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2098,6,0,Bank,,No,,,,,,,,,,,
2098,6,0,MFI/FSA,,Yes,Other (specify),buy land,Yes,30000,No,35500,,,,,
2098,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
2098,6,0,Money lenders,,No,,,,,,,,,,,
2098,6,0,Family/friends,,No,,,,,,,,,,,
2098,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2098,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2098,6,0,Other (specify),,No,,,,,,,,,,,
2099,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2099,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2099,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2099,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2099,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2099,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2099,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2099,6,0,Bank,,No,,,,,,,,,,,
2099,6,0,MFI/FSA,,No,,,,,,,,,,,
2099,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
2099,6,0,Money lenders,,No,,,,,,,,,,,
2099,6,0,Family/friends,,No,,,,,,,,,,,
2099,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2099,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2099,6,0,Other (specify),Name removed,Yes,Other (specify),BUILD HOUSE,Yes,10000,Yes,11000,,,,,
2100,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2100,3,0,MFI/FSA,,No,,,,,,,,,,Other (specify),Never heard of it
2100,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2100,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2100,3,0,Family/friends,,No,,,,,,,,,,Other (specify),Prefers not to borrow
2100,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2100,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2102,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2102,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2102,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2102,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2102,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2102,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2102,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2103,3,0,Bank,,No,,,,,,,,,,Interest rate and fee are too high,
2103,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2103,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2103,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2103,3,0,Family/friends,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2103,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2103,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2106,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2106,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2106,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2106,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2106,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2106,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2106,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2106,6,0,Bank,,No,,,,,,,,,,,
2106,6,0,MFI/FSA,,No,,,,,,,,,,,
2106,6,0,SACCO/Cooperatives,,Yes,Other (specify),to buy land,Yes,10000,Yes,10100,,,,,
2106,6,0,Money lenders,,No,,,,,,,,,,,
2106,6,0,Family/friends,,No,,,,,,,,,,,
2106,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2106,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2106,6,0,Other (specify),,No,,,,,,,,,,,
2110,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2110,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2110,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2110,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
2110,3,0,Family/friends,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
2110,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2110,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2111,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2111,3,0,MFI/FSA,,No,,,,,,,,,,Other (specify),Not heard of it
2111,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2111,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2111,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2111,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2111,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2112,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
2112,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2112,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2112,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
2112,3,0,Family/friends,,Yes,,,,,,,3,2,"Yes,BUT this source will not give more loan",,
2112,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2112,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,7,4,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
2112,4,0,Bank,,Yes,,,,,,,2,2,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
2112,4,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2112,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2112,4,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
2112,4,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
2112,4,0,CARE group saving<br> and lending (GSL),,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
2112,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2114,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2114,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2114,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2114,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2114,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2114,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2114,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,1,"Yes,BUT transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",,
2126,4,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2126,4,0,MFI/FSA,,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
2126,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2126,4,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2126,4,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2126,4,0,CARE group saving<br> and lending (GSL),,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
2126,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2126,6,0,Bank,,No,,,,,,,,,,,
2126,6,0,MFI/FSA,,No,,,,,,,,,,,
2126,6,0,SACCO/Cooperatives,,Yes,Production/ investment/ operating costs,,Yes,15000,Yes,15000,,,,,
2126,6,0,Money lenders,,No,,,,,,,,,,,
2126,6,0,Family/friends,,No,,,,,,,,,,,
2126,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2126,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2126,6,0,Other (specify),,No,,,,,,,,,,,
3001,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3001,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3001,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3001,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3001,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3001,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3001,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3002,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
3002,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3002,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3002,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3002,3,0,Family/friends,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3002,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Interest rate and fee are too high,
3002,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,5,5,No. We don't need any (more) loan,,
3003,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
3003,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3003,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3003,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3003,3,0,Family/friends,,No,,,,,,,,,,Interest rate and fee are too high,
3003,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3003,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3005,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3005,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3005,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3005,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3005,3,0,Family/friends,,No,,,,,,,,,,Interest rate and fee are too high,
3005,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3005,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,6,6,"Yes,BUT this source will not give more loan",,
3006,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3006,3,0,MFI/FSA,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3006,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3006,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3006,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3006,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3006,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3007,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
3007,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
3007,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
3007,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
3007,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3007,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
3007,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3008,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
3008,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
3008,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Interest rate and fee are too high,
3008,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
3008,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3008,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Interest rate and fee are too high,
3008,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3008,4,0,Bank,,Yes,,,,,,,1,1,"Yes,BUT interest rate and fee are too high",,
3008,4,0,MFI/FSA,,No,,,,,,,,,,Interest rate and fee are too high,
3008,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3008,4,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
3008,4,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3008,4,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3008,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3009,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3009,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3009,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3009,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3009,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3009,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3009,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3010,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
3010,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
3010,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3010,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3010,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3010,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3010,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Other (specify),Prefers not to by goods on credit
3011,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3011,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3011,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3011,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3011,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3011,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3011,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3012,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
3012,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3012,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3012,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
3012,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3012,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
3012,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
3013,3,0,Bank,,Yes,,,,,,,7,7,No. We don't need any (more) loan,,
3013,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3013,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
3013,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3013,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
3013,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3013,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,13,10,"Yes,BUT this source will not give more loan",,
3013,5,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3013,5,0,MFI/FSA,,Yes,,,,,,,1,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
3013,5,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
3013,5,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
3013,5,0,Family/friends,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
3013,5,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Other (specify),NO COSALO GRP IN AREA
3013,5,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Interest rate and fee are too high,
