hhid,round,comment,LSID,LSID_other,s14q74,s14q70_r6,s14q70b_r6,s14q74a,s14q66_r6,s14q66a_r6,s14q66b_r6,s14q75,s14q76,s14q77,s14q78,s14q78b
14005,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14005,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14005,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14005,3,0,Family/friends,,Yes,,,,,,,1,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14005,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14005,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,2,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14006,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14006,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14006,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14006,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14006,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14006,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14006,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14008,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14008,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14008,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14008,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14008,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14008,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14008,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14009,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14009,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14009,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14009,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14009,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14009,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14009,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14010,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14010,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14010,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14010,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14010,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14010,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14010,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14011,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14011,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14011,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14011,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14011,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14011,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14011,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14012,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14012,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14012,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14012,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14012,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14012,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14012,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14013,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14013,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14013,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14013,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14013,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14013,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14013,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14014,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14014,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14014,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14014,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
14014,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14014,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14014,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Interest rate and fee are too high,
14014,6,0,Bank,,No,,,,,,,,,,,
14014,6,0,MFI/FSA,,No,,,,,,,,,,,
14014,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
14014,6,0,Money lenders,,No,,,,,,,,,,,
14014,6,0,Family/friends,,Yes,Health costs,,Yes,1000,No,1000,,,,,
14014,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
14014,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
14014,6,0,Other (specify),,No,,,,,,,,,,,
14015,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14015,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14015,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14015,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
14015,3,0,Family/friends,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14015,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
14015,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14016,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14016,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14016,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14016,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
14016,3,0,Family/friends,,Yes,,,,,,,2,1,"Yes,BUT interest rate and fee are too high",,
14016,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14016,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,3,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14017,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14017,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14017,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14017,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14017,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14017,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14017,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14017,6,0,Bank,,No,,,,,,,,,,,
14017,6,0,MFI/FSA,,No,,,,,,,,,,,
14017,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
14017,6,0,Money lenders,,No,,,,,,,,,,,
14017,6,0,Family/friends,,No,,,,,,,,,,,
14017,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
14017,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,Education costs,,Yes,5000,No,5500,,,,,
14017,6,0,Other (specify),,No,,,,,,,,,,,
14018,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14018,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14018,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14018,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14018,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14018,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14018,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14019,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14019,3,0,MFI/FSA,,No,,,,,,,,,,Interest rate and fee are too high,
14019,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14019,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14019,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14019,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14019,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14020,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14020,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14020,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14020,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14020,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14020,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14020,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14021,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14021,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14021,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14021,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14021,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14021,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14021,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14022,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14022,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14022,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14022,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14022,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14022,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14022,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14024,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14024,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14024,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14024,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14024,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14024,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14024,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14024,4,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14024,4,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14024,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14024,4,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14024,4,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
14024,4,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14024,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,1,1,"Yes,BUT interest rate and fee are too high",,
14027,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
14027,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14027,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14027,3,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
14027,3,0,Family/friends,,Yes,,,,,,,2,1,"Yes,BUT this source will not give more loan",,
14027,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14027,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14028,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14028,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14028,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14028,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14028,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14028,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14028,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14029,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14029,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14029,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14029,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14029,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14029,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14029,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14030,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14030,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14030,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14030,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14030,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14030,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14030,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14031,3,0,Bank,,No,,,,,,,,,,Other (specify),DONT KNOW ANYTHING TO DO WITH BANK
14031,3,0,MFI/FSA,,No,,,,,,,,,,Other (specify),NEVER HAD OF THIS
14031,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14031,3,0,Money lenders,,Yes,,,,,,,2,1,"Yes,BUT interest rate and fee are too high",,
14031,3,0,Family/friends,,Yes,,,,,,,4,1,"Yes,BUT this source will not give more loan",,
14031,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14031,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,1,"Yes,BUT interest rate and fee are too high",,
14033,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14033,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14033,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14033,3,0,Money lenders,,Yes,,,,,,,2,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14033,3,0,Family/friends,,Yes,,,,,,,1,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14033,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14033,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,1,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14035,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14035,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
14035,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14035,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14035,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
14035,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14035,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
14037,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14037,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14037,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Interest rate and fee are too high,
14037,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14037,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14037,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14037,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Interest rate and fee are too high,
14038,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14038,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14038,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14038,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14038,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14038,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14038,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14039,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14039,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14039,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14039,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14039,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14039,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14039,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14040,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14040,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14040,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14040,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14040,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14040,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14040,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14041,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14041,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14041,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14041,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
14041,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14041,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14041,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14043,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14043,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14043,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14043,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14043,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14043,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14043,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14044,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14044,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14044,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14044,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14044,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14044,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14044,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14045,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14045,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14045,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14045,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14045,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14045,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14045,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14046,3,0,Bank,,No,,,,,,,,,,Other (specify),SHE HAS NEVER HAD OF  A BANK .
14046,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
14046,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14046,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14046,3,0,Family/friends,,Yes,,,,,,,2,1,"Yes,BUT this source will not give more loan",,
14046,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14046,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,1,"Yes,BUT this source will not give more loan",,
14048,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14048,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14048,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14048,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14048,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14048,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14048,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14049,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14049,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14049,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14049,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14049,3,0,Family/friends,,Yes,,,,,,,2,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14049,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14049,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14050,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14050,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14050,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14050,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14050,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14050,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14050,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14051,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14051,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14051,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14051,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14051,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14051,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14051,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14052,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14052,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14052,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14052,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
14052,3,0,Family/friends,,.b,,,,,,,.b,.b,.b,.b,
14052,3,0,CARE group saving<br> and lending (GSL),,.b,,,,,,,.b,.b,.b,.b,
14052,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,.b,,,,,,,.b,.b,.b,.b,
14053,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14053,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14053,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14053,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
14053,3,0,Family/friends,,Yes,,,,,,,1,1,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14053,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
14053,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,3,3,"Yes, BUT fear of not being able to repay especially if unexpected shocks occur",,
14054,3,0,Bank,,.b,,,,,,,.b,.b,.b,.b,
14054,3,0,MFI/FSA,,.b,,,,,,,.b,.b,.b,.b,
14054,3,0,SACCO/Cooperatives,,.b,,,,,,,.b,.b,.b,.b,
14054,3,0,Money lenders,,.b,,,,,,,.b,.b,.b,.b,
